attendance,reporting_status,venue_name,venue_type,venue_capacity,continent,country,city,show_nights,artist_name,gender,generation,members,company,years_since_debut,artist_age_bucket,artist_country
73608.0,parcial,Citi Field,stadium,41922.0,North America,United States,New York,2,BLACKPINK,female,3,4,YG,8,established,BLACKPINK_United States
,unreported,Stade de France,stadium,81338.0,Europe,France,Paris,2,BLACKPINK,female,3,4,YG,8,established,BLACKPINK_France
,unreported,Ippodromo La Maura,stadium,80000.0,Europe,Italy,Milan,1,BLACKPINK,female,3,4,YG,8,established,BLACKPINK_Italy
,unreported,Estadi Olímpic Lluís Companys,stadium,55926.0,Europe,Spain,Barcelona,1,BLACKPINK,female,3,4,YG,9,established,BLACKPINK_Spain
,unreported,Wembley Stadium,stadium,90000.0,Europe,England,London,2,BLACKPINK,female,3,4,YG,9,established,BLACKPINK_England
,unreported,National Stadium,stadium,55000.0,Asia,Taiwan,Kaohsiung,2,BLACKPINK,female,3,4,YG,9,established,BLACKPINK_Taiwan
,unreported,Rajamangala Stadium,stadium,51560.0,Asia,Thailand,Bangkok,3,BLACKPINK,female,3,4,YG,9,established,BLACKPINK_Thailand
,unreported,Gelora Bung Karno Main Stadium,stadium,77193.0,Asia,Indonesia,Jakarta,2,BLACKPINK,female,3,4,YG,9,established,BLACKPINK_Indonesia
,unreported,Philippine Arena,arena,55000.0,Asia,Philippines,Bulacan,2,BLACKPINK,female,3,4,YG,9,established,BLACKPINK_Philippines
,unreported,Singapore National Stadium,stadium,55000.0,Asia,Singapore,Singapore,3,BLACKPINK,female,3,4,YG,9,established,BLACKPINK_Singapore
,unreported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,3,BLACKPINK,female,3,4,YG,9,established,BLACKPINK_Japan
,unreported,Kai Tak Stadium,stadium,45995.0,Asia,Hong Kong,Hong Kong,3,BLACKPINK,female,3,4,YG,9,established,BLACKPINK_Hong Kong
9869.0,missing,Jamsil Indoor Stadium,arena,11069.0,Asia,South Korea,Seoul,2,i-dle,female,4,5,Cube,5,growing,i-dle_South Korea
,unreported,Taipei Arena,stadium,13000.0,Asia,Taiwan,Taipei,2,i-dle,female,4,5,Cube,5,growing,i-dle_Taiwan
,unreported,IMPACT Thunder Dome,concert hall,3500.0,Asia,Thailand,Bangkok,1,i-dle,female,4,5,Cube,5,growing,i-dle_Thailand
,unreported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,2,i-dle,female,4,5,Cube,5,growing,i-dle_Hong Kong
5244.0,reported,Bill Graham Civic Auditorium,arena,8500.0,North America,United States,San Francisco,1,i-dle,female,4,5,Cube,5,growing,i-dle_United States
6360.0,reported,Peacock Theater,arena,7100.0,North America,United States,Los Angeles,1,i-dle,female,4,5,Cube,5,growing,i-dle_United States
,unreported,Texas Trust CU Theatre,concert hall,6350.0,North America,United States,Grand Prairie,1,i-dle,female,4,5,Cube,5,growing,i-dle_United States
5175.0,reported,The Theater,theater,5600.0,North America,United States,New York,1,i-dle,female,4,5,Cube,5,growing,i-dle_United States
2732.0,unreported,Fox Theatre,theater,4665.0,North America,United States,Atlanta,1,i-dle,female,4,5,Cube,5,growing,i-dle_United States
4292.0,reported,Rosemont Theatre,theater,4400.0,North America,United States,Rosemont,1,i-dle,female,4,5,Cube,5,growing,i-dle_United States
9438.0,unreported,Wembley Arena,arena,12500.0,Europe,England,London,1,i-dle,female,4,5,Cube,5,growing,i-dle_England
,unreported,AFAS Live,concert hall,6000.0,Europe,Netherlands,Amsterdam,1,i-dle,female,4,5,Cube,5,growing,i-dle_Netherlands
,unreported,Zénith,arena,9000.0,Europe,France,Paris,1,i-dle,female,4,5,Cube,5,growing,i-dle_France
8232.0,reported,Forest National,arena,8400.0,Europe,Belgium,Brussels,1,i-dle,female,4,5,Cube,5,growing,i-dle_Belgium
,unreported,Uber Eats Music Hall,concert hall,4500.0,Europe,Germany,Berlin,2,i-dle,female,4,5,Cube,5,growing,i-dle_Germany
,unreported,Tachikawa Stage Garden,concert hall,2448.0,Asia,Japan,Tokyo,2,i-dle,female,4,5,Cube,5,growing,i-dle_Japan
,unreported,Galaxy Arena,arena,16000.0,Asia,Macau,Macau,2,i-dle,female,4,5,Cube,5,growing,i-dle_Macau
,unreported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1,i-dle,female,4,5,Cube,5,growing,i-dle_Singapore
15425.0,parcial,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,2,i-dle,female,4,5,Cube,6,established,i-dle_South Korea
,unreported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,3,i-dle,female,4,5,Cube,6,established,i-dle_Hong Kong
5322.0,parcial,Tacoma Dome,arena,21000.0,North America,United States,Tacoma,1,i-dle,female,4,5,Cube,6,established,i-dle_United States
,unreported,Oakland Arena,arena,19596.0,North America,United States,Oakland,1,i-dle,female,4,5,Cube,6,established,i-dle_United States
7177.0,parcial,Honda Center,theater,10935.0,North America,United States,Anaheim,1,i-dle,female,4,5,Cube,6,established,i-dle_United States
,unreported,Toyota Center,arena,19000.0,North America,United States,Houston,1,i-dle,female,4,5,Cube,6,established,i-dle_United States
7027.0,parcial,Allstate Arena,arena,22000.0,North America,United States,Rosemont,1,i-dle,female,4,5,Cube,6,established,i-dle_United States
5475.0,parcial,UBS Arena,arena,19000.0,North America,United States,New York,1,i-dle,female,4,5,Cube,6,established,i-dle_United States
,unreported,Taipei Arena,stadium,13000.0,Asia,Taiwan,Taipei,3,i-dle,female,4,5,Cube,6,established,i-dle_Taiwan
,unreported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,1,i-dle,female,4,5,Cube,6,established,i-dle_Thailand
,unreported,Galaxy Arena,arena,16000.0,Asia,Macau,Macau,3,i-dle,female,4,5,Cube,6,established,i-dle_Macau
,unreported,Rod Laver Arena,arena,14820.0,Oceania,Australia,Melbourne,1,i-dle,female,4,5,Cube,6,established,i-dle_Australia
,unreported,Qudos Bank Arena,arena,18000.0,Oceania,Australia,Sydney,1,i-dle,female,4,5,Cube,6,established,i-dle_Australia
,unreported,Ariake Arena,arena,15000.0,Asia,Japan,Tokyo,2,i-dle,female,4,5,Cube,8,established,i-dle_Japan
5266.0,parcial,Handball Gymnasium,arena,6500.0,Asia,South Korea,Seoul,2,ITZY,female,4,5,JYP,3,growing,ITZY_South Korea
,unreported,YouTube Theater,theater,6000.0,North America,United States,Inglewood,1,ITZY,female,4,5,JYP,3,growing,ITZY_United States
,unreported,Arizona Financial Theatre,theater,5000.0,North America,United States,Phoenix,1,ITZY,female,4,5,JYP,3,growing,ITZY_United States
,unreported,Toyota Music Factory,theater,4000.0,North America,United States,Irving,1,ITZY,female,4,5,JYP,3,growing,ITZY_United States
,unreported,Smart Financial Centre,concert hall,6400.0,North America,United States,Sugar Land,1,ITZY,female,4,5,JYP,3,growing,ITZY_United States
,unreported,Fox Theatre,theater,4665.0,North America,United States,Atlanta,1,ITZY,female,4,5,JYP,3,growing,ITZY_United States
,unreported,Rosemont Theatre,theater,4400.0,North America,United States,Rosemont,1,ITZY,female,4,5,JYP,3,growing,ITZY_United States
,unreported,MGM Music Hall,concert hall,5007.0,North America,United States,Boston,1,ITZY,female,4,5,JYP,3,growing,ITZY_United States
,unreported,The Theater,theater,5600.0,North America,United States,New York,1,ITZY,female,4,5,JYP,3,growing,ITZY_United States
,unreported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,2,ITZY,female,4,5,JYP,3,growing,ITZY_Philippines
,unreported,The Star Performing Arts Centre,concert hall,5000.0,Asia,Singapore,Singapore,1,ITZY,female,4,5,JYP,3,growing,ITZY_Singapore
,unreported,Gelora Bung Karno Tennis Indoor Stadium,arena,3750.0,Asia,Indonesia,Jakarta,1,ITZY,female,4,5,JYP,3,growing,ITZY_Indonesia
,unreported,Makuhari Messe,arena,,Asia,Japan,Chiba,2,ITZY,female,4,5,JYP,4,growing,ITZY_Japan
,unreported,NTSU Arena,arena,15000.0,Asia,Taiwan,Taoyuan,1,ITZY,female,4,5,JYP,4,growing,ITZY_Taiwan
,unreported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,2,ITZY,female,4,5,JYP,4,growing,ITZY_Hong Kong
,unreported,IMPACT Thunder Dome,concert hall,3500.0,Asia,Thailand,Bangkok,1,ITZY,female,4,5,JYP,4,growing,ITZY_Thailand
7406.0,missing,Jamsil Indoor Stadium,arena,11069.0,Asia,South Korea,Seoul,2,ITZY,female,4,5,JYP,5,growing,ITZY_South Korea
,unreported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,1,ITZY,female,4,5,JYP,5,growing,ITZY_Thailand
5108.0,reported,Spark Arena,arena,13280.0,Oceania,New Zealand,Auckland,1,ITZY,female,4,5,JYP,5,growing,ITZY_New Zealand
,unreported,ICC Sydney Theatre,concert hall,2500.0,Oceania,Australia,Sydney,1,ITZY,female,4,5,JYP,5,growing,ITZY_Australia
,unreported,Margaret Court Arena,arena,7500.0,Oceania,Australia,Melbourne,1,ITZY,female,4,5,JYP,5,growing,ITZY_Australia
,unreported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1,ITZY,female,4,5,JYP,5,growing,ITZY_Singapore
5639.0,reported,Pepsi Center WTC,theater,7500.0,North America,Mexico,Mexico City,1,ITZY,female,4,5,JYP,5,growing,ITZY_Mexico
13101.0,reported,Movistar Arena,arena,15500.0,South America,Chile,Santiago,1,ITZY,female,4,5,JYP,5,growing,ITZY_Chile
,unreported,Wembley Arena,arena,12500.0,Europe,England,London,1,ITZY,female,4,5,JYP,5,growing,ITZY_England
,unreported,Zénith,arena,9000.0,Europe,France,Paris,1,ITZY,female,4,5,JYP,5,growing,ITZY_France
,unreported,Velodrom,arena,12000.0,Europe,Germany,Berlin,1,ITZY,female,4,5,JYP,5,growing,ITZY_Germany
,unreported,AFAS Live,concert hall,6000.0,Europe,Netherlands,Amsterdam,1,ITZY,female,4,5,JYP,5,growing,ITZY_Netherlands
,unreported,Palacio Vistalegre,arena,14000.0,Europe,Spain,Madrid,1,ITZY,female,4,5,JYP,5,growing,ITZY_Spain
,unreported,Yoyogi National Gymnasium,arena,12898.0,Asia,Japan,Tokyo,3,ITZY,female,4,5,JYP,5,growing,ITZY_Japan
,unreported,Osaka-jō Hall,arena,16000.0,Asia,Japan,Osaka,1,ITZY,female,4,5,JYP,5,growing,ITZY_Japan
,unreported,WaMu Theater,concert hall,7000.0,North America,United States,Seattle,1,ITZY,female,4,5,JYP,5,growing,ITZY_United States
,unreported,Oakland Arena,arena,19596.0,North America,United States,Oakland,1,ITZY,female,4,5,JYP,5,growing,ITZY_United States
,unreported,Kia Forum,arena,17500.0,North America,United States,Inglewood,1,ITZY,female,4,5,JYP,5,growing,ITZY_United States
,unreported,Smart Financial Centre,concert hall,6400.0,North America,United States,Sugar Land,1,ITZY,female,4,5,JYP,5,growing,ITZY_United States
,unreported,Toyota Music Factory,theater,4000.0,North America,United States,Irving,1,ITZY,female,4,5,JYP,5,growing,ITZY_United States
4098.0,reported,Fox Theatre,theater,4665.0,North America,United States,Atlanta,1,ITZY,female,4,5,JYP,5,growing,ITZY_United States
6688.0,reported,EagleBank Arena,arena,15000.0,North America,United States,Fairfax,1,ITZY,female,4,5,JYP,5,growing,ITZY_United States
8040.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,1,ITZY,female,4,5,JYP,5,growing,ITZY_United States
,unreported,Rosemont Theatre,theater,4400.0,North America,United States,Rosemont,1,ITZY,female,4,5,JYP,5,growing,ITZY_United States
,unreported,Great Canadian Casino Resort,concert hall,,North America,Canada,Toronto,2,ITZY,female,4,5,JYP,5,growing,ITZY_Canada
,unreported,Taipei Arena,stadium,13000.0,Asia,Taiwan,Taipei,1,ITZY,female,4,5,JYP,5,growing,ITZY_Taiwan
,unreported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,1,ITZY,female,4,5,JYP,5,growing,ITZY_Philippines
,unreported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,1,ITZY,female,4,5,JYP,5,growing,ITZY_Hong Kong
12334.0,parcial,Jamsil Indoor Stadium,arena,11069.0,Asia,South Korea,Seoul,3,ITZY,female,4,5,JYP,7,established,ITZY_South Korea
,unreported,John Cain Arena,arena,10300.0,Oceania,Australia,Melbourne,1,ITZY,female,4,5,JYP,7,established,ITZY_Australia
,unreported,ICC Sydney Theatre,concert hall,2500.0,Oceania,Australia,Sydney,1,ITZY,female,4,5,JYP,7,established,ITZY_Australia
,unreported,Spark Arena,arena,13280.0,Oceania,New Zealand,Auckland,1,ITZY,female,4,5,JYP,7,established,ITZY_New Zealand
,unreported,Keio Arena Tokyo,arena,10000.0,Asia,Japan,Tokyo,2,ITZY,female,4,5,JYP,7,established,ITZY_Japan
,unreported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,1,ITZY,female,4,5,JYP,7,established,ITZY_Hong Kong
,unreported,Kaohsiung Arena,arena,15000.0,Asia,Taiwan,Kaohsiung,1,ITZY,female,4,5,JYP,7,established,ITZY_Taiwan
,unreported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,1,ITZY,female,4,5,JYP,7,established,ITZY_Thailand
,unreported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,1,ITZY,female,4,5,JYP,7,established,ITZY_Philippines
9989.0,reported,Jamsil Indoor Stadium,arena,11069.0,Asia,South Korea,Seoul,2,IVE,female,4,6,"Starship,KAKAO",1,rookie,IVE_South Korea
24387.0,reported,K-Arena Yokohama,arena,20000.0,Asia,Japan,Yokohama,2,IVE,female,4,6,"Starship,KAKAO",1,rookie,IVE_Japan
,unreported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,1,IVE,female,4,6,"Starship,KAKAO",2,rookie,IVE_Thailand
18851.0,reported,Marine Messe,arena,15000.0,Asia,Japan,Fukuoka,2,IVE,female,4,6,"Starship,KAKAO",2,rookie,IVE_Japan
20748.0,reported,Osaka-jō Hall,arena,16000.0,Asia,Japan,Osaka,2,IVE,female,4,6,"Starship,KAKAO",2,rookie,IVE_Japan
,unreported,Unifi Arena,arena,11000.0,Asia,Malaysia,Kuala Lumpur,1,IVE,female,4,6,"Starship,KAKAO",2,rookie,IVE_Malaysia
,unreported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1,IVE,female,4,6,"Starship,KAKAO",2,rookie,IVE_Singapore
,unreported,NTSU Arena,arena,15000.0,Asia,Taiwan,Taoyuan,2,IVE,female,4,6,"Starship,KAKAO",2,rookie,IVE_Taiwan
,unreported,Kia Forum,arena,17500.0,North America,United States,Inglewood,1,IVE,female,4,6,"Starship,KAKAO",2,rookie,IVE_United States
12063.0,reported,Oakland Arena,arena,19596.0,North America,United States,Oakland,1,IVE,female,4,6,"Starship,KAKAO",2,rookie,IVE_United States
7320.0,reported,Dickies Arena,arena,14000.0,North America,United States,Fort Worth,1,IVE,female,4,6,"Starship,KAKAO",2,rookie,IVE_United States
7154.0,reported,State Farm Arena,arena,18000.0,North America,United States,Atlanta,1,IVE,female,4,6,"Starship,KAKAO",2,rookie,IVE_United States
7438.0,reported,Allstate Arena,arena,22000.0,North America,United States,Rosemont,1,IVE,female,4,6,"Starship,KAKAO",2,rookie,IVE_United States
11617.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,1,IVE,female,4,6,"Starship,KAKAO",2,rookie,IVE_United States
,unreported,Accor Arena,arena,20300.0,Europe,France,Paris,1,IVE,female,4,6,"Starship,KAKAO",2,rookie,IVE_France
,unreported,Palau Sant Jordi,arena,17960.0,Europe,Spain,Barcelona,1,IVE,female,4,6,"Starship,KAKAO",2,rookie,IVE_Spain
,unreported,Uber Arena,arena,17000.0,Europe,Germany,Berlin,1,IVE,female,4,6,"Starship,KAKAO",2,rookie,IVE_Germany
,unreported,Ziggo Dome,arena,17000.0,Europe,Netherlands,Amsterdam,1,IVE,female,4,6,"Starship,KAKAO",2,rookie,IVE_Netherlands
,unreported,The O2 Arena,arena,20000.0,Europe,England,London,1,IVE,female,4,6,"Starship,KAKAO",2,rookie,IVE_England
,unreported,Palacio de los Deportes,arena,26000.0,North America,Mexico,Mexico City,1,IVE,female,4,6,"Starship,KAKAO",2,rookie,IVE_Mexico
,unreported,Espaço Unimed,concert hall,8000.0,South America,Brazil,São Paulo,1,IVE,female,4,6,"Starship,KAKAO",2,rookie,IVE_Brazil
6414.0,reported,Movistar Arena,arena,15500.0,South America,Chile,Santiago,1,IVE,female,4,6,"Starship,KAKAO",2,rookie,IVE_Chile
,unreported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,2,IVE,female,4,6,"Starship,KAKAO",2,rookie,IVE_Hong Kong
,unreported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,1,IVE,female,4,6,"Starship,KAKAO",2,rookie,IVE_Philippines
,unreported,Rod Laver Arena,arena,14820.0,Oceania,Australia,Melbourne,1,IVE,female,4,6,"Starship,KAKAO",2,rookie,IVE_Australia
12181.0,reported,Qudos Bank Arena,arena,18000.0,Oceania,Australia,Sydney,1,IVE,female,4,6,"Starship,KAKAO",2,rookie,IVE_Australia
16776.0,parcial,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,2,IVE,female,4,6,"Starship,KAKAO",3,growing,IVE_South Korea
,unreported,ICE BSD,concert hall,,Asia,Indonesia,Tangerang,1,IVE,female,4,6,"Starship,KAKAO",3,growing,IVE_Indonesia
,unreported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2,IVE,female,4,6,"Starship,KAKAO",3,growing,IVE_Japan
28543.0,parcial,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,3,IVE,female,4,6,"Starship,KAKAO",3,growing,IVE_South Korea
,unreported,Unifi Arena,arena,11000.0,Asia,Malaysia,Kuala Lumpur,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_Malaysia
,unreported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_Japan
,unreported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_Philippines
,unreported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_Singapore
,unreported,Venetian Arena,arena,14000.0,Asia,Macau,Macau,2,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_Macau
,unreported,Qudos Bank Arena,arena,18000.0,Oceania,Australia,Sydney,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_Australia
,unreported,Rod Laver Arena,arena,14820.0,Oceania,Australia,Melbourne,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_Australia
,unreported,Spark Arena,arena,13280.0,Oceania,New Zealand,Auckland,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_New Zealand
,unreported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_Japan
8237.0,parcial,Scotiabank Arena,arena,19800.0,North America,Canada,Toronto,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_Canada
9373.0,parcial,Bell Center,arena,15000.0,North America,Canada,Montreal,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_Canada
7348.0,parcial,Prudential Center,arena,17000.0,North America,United States,Newark,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_United States
4456.0,parcial,Moody Center,arena,16223.0,North America,United States,Austin,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_United States
7745.0,parcial,Kia Forum,arena,17500.0,North America,United States,Inglewood,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_United States
6645.0,parcial,Oakland Arena,arena,19596.0,North America,United States,Oakland,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_United States
8055.0,parcial,Climate Pledge Arena,arena,17200.0,North America,United States,Seattle,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_United States
8434.0,parcial,Rogers Arena,arena,19000.0,North America,Canada,Vancouver,1,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_Canada
,unreported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,2,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_Hong Kong
,unreported,Taipei Arena,stadium,13000.0,Asia,Taiwan,Taipei,2,IVE,female,4,6,"Starship,KAKAO",4,growing,IVE_Taiwan
10503.0,reported,Jamsil Indoor Stadium,arena,11069.0,Asia,South Korea,Seoul,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",1,rookie,LE SSERAFIM_South Korea
17009.0,reported,Nippon Gaishi Hall,arena,10000.0,Asia,Japan,Nagoya,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",1,rookie,LE SSERAFIM_Japan
24348.0,reported,Yoyogi National Gymnasium,arena,12898.0,Asia,Japan,Tokyo,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",1,rookie,LE SSERAFIM_Japan
20056.0,reported,Osaka-jō Hall,arena,16000.0,Asia,Japan,Osaka,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",1,rookie,LE SSERAFIM_Japan
11200.0,reported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",1,rookie,LE SSERAFIM_Hong Kong
2625.0,reported,JIExpo Kemayoran,theater,2500.0,Asia,Indonesia,Jakarta,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",1,rookie,LE SSERAFIM_Indonesia
,unreported,IMPACT Thunder Dome,concert hall,3500.0,Asia,Thailand,Bangkok,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",1,rookie,LE SSERAFIM_Thailand
8507.0,reported,Inspire Arena,arena,15000.0,Asia,South Korea,Incheon,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",2,rookie,LE SSERAFIM_South Korea
14161.0,reported,Portmesse Nagoya,concert hall,15000.0,Asia,Japan,Nagoya,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_Japan
16340.0,reported,Osaka-jō Hall,arena,16000.0,Asia,Japan,Osaka,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_Japan
16722.0,reported,West Japan General Exhibition Center Annex,concert hall,,Asia,Japan,Fukuoka,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_Japan
52947.0,reported,Saitama Super Arena,arena,22500.0,Asia,Japan,Saitama,3,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_Japan
18333.0,reported,NTSU Arena,arena,15000.0,Asia,Taiwan,Taoyuan,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_Taiwan
19584.0,reported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_Hong Kong
9043.0,reported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_Philippines
8696.0,reported,IMPACT Thunder Dome,concert hall,3500.0,Asia,Thailand,Bangkok,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_Thailand
6717.0,reported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_Singapore
10178.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_United States
5798.0,reported,Wintrust Arena,arena,10387.0,North America,United States,Chicago,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_United States
3469.0,reported,Texas Trust CU Theatre,concert hall,6350.0,North America,United States,Grand Prairie,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_United States
11385.0,reported,Kia Forum,arena,17500.0,North America,United States,Inglewood,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_United States
4701.0,reported,Bill Graham Civic Auditorium,arena,8500.0,North America,United States,San Francisco,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_United States
12335.0,reported,Climate Pledge Arena,arena,17200.0,North America,United States,Seattle,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_United States
7540.0,reported,Michelob Ultra Arena,arena,12000.0,North America,United States,Las Vegas,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_United States
13189.0,reported,Arena CDMX,arena,22300.0,North America,Mexico,Mexico City,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_Mexico
73236.0,reported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_Japan
10474.0,reported,Jamsil Indoor Stadium,arena,11069.0,Asia,South Korea,Seoul,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing,LE SSERAFIM_South Korea
,unreported,Inspire Arena,arena,15000.0,Asia,South Korea,Incheon,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_South Korea
,unreported,Osaka-jo Hall,arena,16000.0,Asia,Japan,Osaka,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_Japan
,unreported,Yokohama Arena,arena,17000.0,Asia,Japan,Yokohama,3,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_Japan
,unreported,Ecopa Arena,arena,10000.0,Asia,Japan,Shizuoka,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_Japan
,unreported,Sekisui Heim Super Arena,arena,7063.0,Asia,Japan,Miyagi,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_Japan
,unreported,Marine Messe,arena,15000.0,Asia,Japan,Fukuoka,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_Japan
,unreported,Crypto.com Arena,stadium,20000.0,North America,United States,Los Angeles,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_United States
,unreported,Tacoma Dome,arena,21000.0,North America,United States,Tacoma,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_United States
,unreported,SAP Center,arena,19190.0,North America,United States,San Jose,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_United States
,unreported,Mortgage Matchup Center,arena,12565.0,North America,United States,Phoenix,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_United States
,unreported,Dickies Arena,arena,14000.0,North America,United States,Fort Worth,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_United States
,unreported,Kia Center,arena,17030.0,North America,United States,Orlando,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_United States
,unreported,United Center,arena,23500.0,North America,United States,Chicago,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_United States
,unreported,Capital One Arena,arena,20356.0,North America,United States,Washington,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_United States
