attendance,reporting_status,venue_name,venue_type,venue_capacity,continent,country,city,show_nights,artist_name,gender,generation,members,company,years_since_debut,artist_age_bucket,artist_country
,unreported,Prudential Center,arena,17000.0,North America,United States,Newark,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_United States
,unreported,O2 Arena,arena,20000.0,Europe,England,London,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_England
,unreported,Ziggo Dome,arena,17000.0,Europe,Netherlands,Amsterdam,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_Netherlands
,unreported,Accor Arena,arena,20300.0,Europe,France,Paris,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_France
,unreported,Royal Arena,arena,17000.0,Europe,Denmark,Copenhagen,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_Denmark
,unreported,Uber Arena,arena,17000.0,Europe,Germany,Berlin,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_Germany
,unreported,NTSU Arena,arena,15000.0,Asia,Taiwan,Taoyuan,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_Taiwan
,unreported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_Singapore
,unreported,MOA Arena,arena,15000.0,Asia,Philippines,Pasay,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing,LE SSERAFIM_Philippines
67865.0,reported,Belluna Dome,stadium,31552.0,Asia,Japan,Saitama,2,MISMAO,female,3,3,JYP,1,rookie,MISMAO_Japan
79230.0,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2,MISMAO,female,3,3,JYP,1,rookie,MISMAO_Japan
98449.0,reported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2,MISMAO,female,3,3,JYP,1,rookie,MISMAO_Japan
11574.0,parcial,Inspire Arena,arena,15000.0,Asia,South Korea,Incheon,2,NMIXX,female,4,6,JYP,3,growing,NMIXX_South Korea
,unreported,Palacio Vistalegre,arena,14000.0,Europe,Spain,Madrid,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_Spain
,unreported,AFAS Live,concert hall,6000.0,Europe,Netherlands,Amsterdam,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_Netherlands
,unreported,Salle Pleyel,concert hall,2000.0,Europe,France,Paris,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_France
,unreported,Centennial Hall ,concert hall,4800.0,Europe,Germany,Frankfurt,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_Germany
,unreported,Eventim Apollo,concert hall,5039.0,Europe,England,London,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_England
,unreported,Great Canadian Toronto,concert hall,,North America,Canada,Toronto,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_Canada
,unreported,Brooklyn Paramount,theater,2700.0,North America,United States,New York,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_United States
2808.0,parcial,The Theater at MGM National Harbor,theater,,North America,United States,Oxon Hill,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_United States
3738.0,parcial,Toyota Music Factory,theater,4000.0,North America,United States,Irving,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_United States
3040.0,parcial,Paramount Theatre,concert hall,3040.0,North America,United States,Oakland,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_United States
5428.0,parcial,YouTube Theater,theater,6000.0,North America,United States,Inglewood,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_United States
,unreported,EmSphere,arena,6000.0,Asia,Thailand,Bangkok,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_Thailand
,unreported,The Star Performing Arts Centre,concert hall,5000.0,Asia,Singapore,Singapore,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_Singapore
,unreported,Kaohsiung Arena,arena,15000.0,Asia,Taiwan,Kaohsiung,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_Taiwan
,unreported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,1,NMIXX,female,4,6,JYP,4,growing,NMIXX_Hong Kong
,unreported,Keio Arena Tokyo,arena,10000.0,Asia,Japan,Tokyo,2,NMIXX,female,4,6,JYP,4,growing,NMIXX_Japan
23622.0,reported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,2,TWICE,female,3,9,JYP,3,growing,TWICE_South Korea
8044.0,reported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,1,TWICE,female,3,9,JYP,3,growing,TWICE_Thailand
8594.0,reported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,1,TWICE,female,3,9,JYP,3,growing,TWICE_Philippines
8514.0,reported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1,TWICE,female,3,9,JYP,3,growing,TWICE_Singapore
11827.0,reported,Kia Forum,arena,17500.0,North America,United States,Inglewood,1,TWICE,female,3,9,JYP,3,growing,TWICE_United States
7942.0,reported,Palacio de los Deportes,arena,26000.0,North America,Mexico,Mexico City,1,TWICE,female,3,9,JYP,3,growing,TWICE_Mexico
10297.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,1,TWICE,female,3,9,JYP,3,growing,TWICE_United States
5911.0,reported,Wintrust Arena,arena,10387.0,North America,United States,Chicago,1,TWICE,female,3,9,JYP,3,growing,TWICE_United States
8113.0,reported,Unifi Arena,arena,11000.0,Asia,Malaysia,Kuala Lumpur,1,TWICE,female,3,9,JYP,3,growing,TWICE_Malaysia
8753.0,reported,Makomanai Ice Arena,arena,10024.0,Asia,Japan,Sapporo,1,TWICE,female,3,9,JYP,4,growing,TWICE_Japan
42158.0,reported,Makuhari Messe,arena,,Asia,Japan,Chiba,3,TWICE,female,3,9,JYP,4,growing,TWICE_Japan
23860.0,reported,Osaka-jō Hall,arena,16000.0,Asia,Japan,Osaka,2,TWICE,female,3,9,JYP,4,growing,TWICE_Japan
12866.0,reported,Sekisui Heim Super Arena,arena,7063.0,Asia,Japan,Miyagi,2,TWICE,female,3,9,JYP,4,growing,TWICE_Japan
18000.0,reported,Portmesse Nagoya,concert hall,15000.0,Asia,Japan,Nagoya,3,TWICE,female,3,9,JYP,4,growing,TWICE_Japan
23646.0,reported,Marine Messe,arena,15000.0,Asia,Japan,Fukuoka,2,TWICE,female,3,9,JYP,4,growing,TWICE_Japan
20000.0,reported,Ecopa Arena,arena,10000.0,Asia,Japan,Shizuoka,2,TWICE,female,3,9,JYP,4,growing,TWICE_Japan
,unreported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2,TWICE,female,3,9,JYP,4,growing,TWICE_Japan
,unreported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2,TWICE,female,3,9,JYP,4,growing,TWICE_Japan
,unreported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,1,TWICE,female,3,9,JYP,6,established,TWICE_South Korea
8874.0,reported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,2,TWICE,female,3,9,JYP,6,established,TWICE_South Korea
25507.0,reported,Kia Forum,arena,17500.0,North America,United States,Inglewood,2,TWICE,female,3,9,JYP,6,established,TWICE_United States
12891.0,reported,Oakland Arena,arena,19596.0,North America,United States,Oakland,1,TWICE,female,3,9,JYP,6,established,TWICE_United States
10357.0,reported,Dickies Arena,arena,14000.0,North America,United States,Fort Worth,1,TWICE,female,3,9,JYP,6,established,TWICE_United States
11596.0,reported,State Farm Arena,arena,18000.0,North America,United States,Atlanta,1,TWICE,female,3,9,JYP,6,established,TWICE_United States
26768.0,reported,UBS Arena,arena,19000.0,North America,United States,New York,2,TWICE,female,3,9,JYP,6,established,TWICE_United States
146961.0,reported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,3,TWICE,female,3,9,JYP,6,established,TWICE_Japan
46710.0,reported,BMO Stadium,stadium,22000.0,North America,United States,Los Angeles,2,TWICE,female,3,9,JYP,6,established,TWICE_United States
24178.0,reported,Yoyogi National Gymnasium,arena,12898.0,Asia,Japan,Tokyo,2,TWICE,female,3,9,JYP,6,established,TWICE_Japan
34704.0,reported,Osaka-jō Hall,arena,16000.0,Asia,Japan,Osaka,3,TWICE,female,3,9,JYP,6,established,TWICE_Japan
16329.0,reported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,2,TWICE,female,3,9,JYP,7,established,TWICE_South Korea
22919.0,reported,Qudos Bank Arena,arena,18000.0,Oceania,Australia,Sydney,2,TWICE,female,3,9,JYP,7,established,TWICE_Australia
22581.0,reported,Rod Laver Arena,arena,14820.0,Oceania,Australia,Melbourne,2,TWICE,female,3,9,JYP,7,established,TWICE_Australia
102239.0,reported,Nagai Stadium,stadium,47853.0,Asia,Japan,Osaka,2,TWICE,female,3,9,JYP,7,established,TWICE_Japan
108131.0,reported,Ajinomoto Stadium,stadium,49970.0,Asia,Japan,Tokyo,2,TWICE,female,3,9,JYP,7,established,TWICE_Japan
48345.0,reported,SoFi Stadium,stadium,70240.0,North America,United States,Inglewood,1,TWICE,female,3,9,JYP,7,established,TWICE_United States
23703.0,reported,Oakland Arena,arena,19596.0,North America,United States,Oakland,2,TWICE,female,3,9,JYP,7,established,TWICE_United States
18023.0,reported,Tacoma Dome,arena,21000.0,North America,United States,Tacoma,1,TWICE,female,3,9,JYP,7,established,TWICE_United States
24925.0,reported,Globe Life Field,stadium,40300.0,North America,United States,Arlington,1,TWICE,female,3,9,JYP,7,established,TWICE_United States
19605.0,reported,Toyota Center,arena,19000.0,North America,United States,Houston,2,TWICE,female,3,9,JYP,7,established,TWICE_United States
22263.0,reported,United Center,arena,23500.0,North America,United States,Chicago,2,TWICE,female,3,9,JYP,7,established,TWICE_United States
27648.0,reported,Scotiabank Arena,arena,19800.0,North America,Canada,Toronto,2,TWICE,female,3,9,JYP,7,established,TWICE_Canada
47907.0,reported,MetLife Stadium,stadium,82500.0,North America,United States,East Rutherford,1,TWICE,female,3,9,JYP,7,established,TWICE_United States
28568.0,reported,Truist Park,stadium,41108.0,North America,United States,Atlanta,1,TWICE,female,3,9,JYP,7,established,TWICE_United States
18258.0,reported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,2,TWICE,female,3,9,JYP,7,established,TWICE_Singapore
28148.0,reported,The O2 Arena,arena,20000.0,Europe,England,London,2,TWICE,female,3,9,JYP,7,established,TWICE_England
13523.0,reported,Accor Arena,arena,20300.0,Europe,France,Paris,1,TWICE,female,3,9,JYP,7,established,TWICE_France
22099.0,reported,Uber Arena,arena,17000.0,Europe,Germany,Berlin,2,TWICE,female,3,9,JYP,7,established,TWICE_Germany
21123.0,reported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,2,TWICE,female,3,9,JYP,7,established,TWICE_Thailand
86930.0,reported,Philippine Arena,arena,55000.0,Asia,Philippines,Bulacan,2,TWICE,female,3,9,JYP,7,established,TWICE_Philippines
24636.0,reported,Marvel Stadium,stadium,56347.0,Oceania,Australia,Melbourne,1,TWICE,female,3,9,JYP,8,established,TWICE_Australia
76543.0,reported,Vantelin Dome,stadium,36418.0,Asia,Japan,Nagoya,2,TWICE,female,3,9,JYP,8,established,TWICE_Japan
21964.0,reported,International Stadium,arena,82000.0,Asia,Indonesia,Jakarta,1,TWICE,female,3,9,JYP,8,established,TWICE_Indonesia
81709.0,reported,PayPay Dome,stadium,47500.0,Asia,Japan,Fukuoka,2,TWICE,female,3,9,JYP,8,established,TWICE_Japan
114049.0,reported,Estadio GNP Seguros,stadium,65000.0,North America,Mexico,Mexico City,2,TWICE,female,3,9,JYP,8,established,TWICE_Mexico
65984.0,reported,Allianz Parque,stadium,55000.0,South America,Brazil,São Paulo,2,TWICE,female,3,9,JYP,8,established,TWICE_Brazil
39880.0,reported,Allegiant Stadium,stadium,65000.0,North America,United States,Las Vegas,1,TWICE,female,3,9,JYP,8,established,TWICE_United States
102093.0,reported,Nagai Stadium,stadium,47853.0,Asia,Japan,Osaka,2,TWICE,female,3,9,JYP,8,established,TWICE_Japan
112289.0,reported,Ajinomoto Stadium,stadium,49970.0,Asia,Japan,Tokyo,2,TWICE,female,3,9,JYP,8,established,TWICE_Japan
137866.0,reported,Nissan Stadium,stadium,72327.0,Asia,Japan,Yokohama,2,TWICE,female,3,9,JYP,8,established,TWICE_Japan
24422.0,reported,Inspire Arena,arena,15000.0,Asia,South Korea,Incheon,2,TWICE,female,3,9,JYP,9,established,TWICE_South Korea
94657.0,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2,TWICE,female,3,9,JYP,9,established,TWICE_Japan
96391.0,reported,Vantelin Dome,stadium,36418.0,Asia,Japan,Nagoya,2,TWICE,female,3,9,JYP,9,established,TWICE_Japan
90795.0,reported,PayPay Dome,stadium,47500.0,Asia,Japan,Fukuoka,2,TWICE,female,3,9,JYP,9,established,TWICE_Japan
107584.0,reported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2,TWICE,female,3,9,JYP,9,established,TWICE_Japan
27390.0,reported,Venetian Arena,arena,14000.0,Asia,Macau,Macau,2,TWICE,female,3,9,JYP,9,established,TWICE_Macau
,unreported,Philippine Arena,arena,55000.0,Asia,Philippines,Bulacan,1,TWICE,female,3,9,JYP,9,established,TWICE_Philippines
22727.0,reported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,2,TWICE,female,3,9,JYP,9,established,TWICE_Singapore
,unreported,Malaysia National Hockey Stadium,stadium,20000.0,Asia,Malaysia,Kuala Lumpur,1,TWICE,female,3,9,JYP,10,established,TWICE_Malaysia
29572.0,reported,Qudos Bank Arena,arena,18000.0,Oceania,Australia,Sydney,2,TWICE,female,3,9,JYP,10,established,TWICE_Australia
27368.0,reported,Rod Laver Arena,arena,14820.0,Oceania,Australia,Melbourne,2,TWICE,female,3,9,JYP,10,established,TWICE_Australia
,unreported,National Stadium,stadium,55000.0,Asia,Taiwan,Kaohsiung,2,TWICE,female,3,9,JYP,10,established,TWICE_Taiwan
,unreported,Kai Tak Stadium,stadium,45995.0,Asia,Hong Kong,Hong Kong,2,TWICE,female,3,9,JYP,10,established,TWICE_Hong Kong
25919.0,reported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,2,TWICE,female,3,9,JYP,10,established,TWICE_Thailand
,unreported,Rogers Arena,arena,19000.0,North America,Canada,Vancouver,2,TWICE,female,3,9,JYP,10,established,TWICE_Canada
28096.0,reported,Climate Pledge Arena,arena,17200.0,North America,United States,Seattle,2,TWICE,female,3,9,JYP,10,established,TWICE_United States
,unreported,Oakland Arena,arena,19596.0,North America,United States,Oakland,2,TWICE,female,3,9,JYP,10,established,TWICE_United States
,unreported,Kia Forum,arena,17500.0,North America,United States,Inglewood,4,TWICE,female,3,9,JYP,10,established,TWICE_United States
14272.0,reported,Mortgage Matchup Center,arena,12565.0,North America,United States,Phoenix,1,TWICE,female,3,9,JYP,10,established,TWICE_United States
28797.0,reported,American Airlines Center,arena,21000.0,North America,United States,Dallas,2,TWICE,female,3,9,JYP,10,established,TWICE_United States
31339.0,reported,Capital One Arena,arena,20356.0,North America,United States,Washington,2,TWICE,female,3,9,JYP,10,established,TWICE_United States
42776.0,reported,UBS Arena,arena,19000.0,North America,United States,New York,3,TWICE,female,3,9,JYP,10,established,TWICE_United States
,unreported,Xfinity Mobile Arena,arena,21000.0,North America,United States,Philadelphia,1,TWICE,female,3,9,JYP,10,established,TWICE_United States
15084.0,reported,State Farm Arena,arena,18000.0,North America,United States,Atlanta,1,TWICE,female,3,9,JYP,10,established,TWICE_United States
19334.0,reported,Bell Center,arena,15000.0,North America,Canada,Montreal,1,TWICE,female,3,9,JYP,10,established,TWICE_Canada
30146.0,reported,TD Coliseum,arena,18000.0,North America,Canada,Hamilton,2,TWICE,female,3,9,JYP,10,established,TWICE_Canada
,unreported,Taipei Dome,stadium,59833.0,Asia,Taiwan,Taipei,3,TWICE,female,3,9,JYP,10,established,TWICE_Taiwan
31835.0,unreported,Kia Center,arena,17030.0,North America,United States,Orlando,2,TWICE,female,3,9,JYP,10,established,TWICE_United States
16500.0,reported,Spectrum Center,arena,18504.0,North America,United States,Charlotte,1,TWICE,female,3,9,JYP,10,established,TWICE_United States
29310.0,reported,TD Garden,arena,20000.0,North America,United States,Boston,2,TWICE,female,3,9,JYP,10,established,TWICE_United States
,unreported,United Center,arena,23500.0,North America,United States,Chicago,2,TWICE,female,3,9,JYP,10,established,TWICE_United States
,unreported,Little Caesars Arena,arena,22000.0,North America,United States,Detroit,1,TWICE,female,3,9,JYP,10,established,TWICE_United States
,unreported,Grand Casino Arena,arena,20554.0,North America,United States,Saint Paul,1,TWICE,female,3,9,JYP,10,established,TWICE_United States
,unreported,Ball Arena,arena,21000.0,North America,United States,Denver,1,TWICE,female,3,9,JYP,10,established,TWICE_United States
26359.0,reported,Moody Center,arena,16223.0,North America,United States,Austin,2,TWICE,female,3,9,JYP,10,established,TWICE_United States
,unreported,Japan National Stadium,stadium,67750.0,Asia,Japan,Tokyo,3,TWICE,female,3,9,JYP,10,established,TWICE_Japan
,unreported,MEO Arena,arena,20100.0,Europe,Portugal,Lisbon,1,TWICE,female,3,9,JYP,10,established,TWICE_Portugal
,unreported,Palau Sant Jordi,arena,17960.0,Europe,Spain,Barcelona,1,TWICE,female,3,9,JYP,10,established,TWICE_Spain
,unreported,Accor Arena,arena,20300.0,Europe,France,Paris,2,TWICE,female,3,9,JYP,10,established,TWICE_France
,unreported,Inalpi Arena,arena,15657.0,Europe,Italy,Turin,1,TWICE,female,3,9,JYP,10,established,TWICE_Italy
,unreported,Uber Arena,arena,17000.0,Europe,Germany,Berlin,1,TWICE,female,3,9,JYP,10,established,TWICE_Germany
,unreported,Lanxess Arena,arena,20000.0,Europe,Germany,Cologne,1,TWICE,female,3,9,JYP,10,established,TWICE_Germany
,unreported,Ziggo Dome,arena,17000.0,Europe,Netherlands,Amsterdam,2,TWICE,female,3,9,JYP,10,established,TWICE_Netherlands
,unreported,The O2 Arena,arena,20000.0,Europe,England,London,2,TWICE,female,3,9,JYP,10,established,TWICE_England
1729.0,reported,MCC Hall,concert hall,,Asia,Thailand,Bangkok,1,&TEAM,male,4,9,"YX Labels,HYBE",-1821,rookie,&TEAM_Thailand
8100.0,reported,Portmesse Nagoya,concert hall,15000.0,Asia,Japan,Nagoya,1,&TEAM,male,4,9,"YX Labels,HYBE",2,rookie,&TEAM_Japan
20794.0,reported,Ariake Arena,arena,15000.0,Asia,Japan,Tokyo,2,&TEAM,male,4,9,"YX Labels,HYBE",2,rookie,&TEAM_Japan
19222.0,reported,Marine Messe,arena,15000.0,Asia,Japan,Fukuoka,2,&TEAM,male,4,9,"YX Labels,HYBE",2,rookie,&TEAM_Japan
14923.0,reported,Jamsil Indoor Stadium,arena,11069.0,Asia,South Korea,Seoul,2,&TEAM,male,4,9,"YX Labels,HYBE",2,rookie,&TEAM_South Korea
7411.0,reported,ICE BSD,concert hall,,Asia,Indonesia,Tangerang,1,&TEAM,male,4,9,"YX Labels,HYBE",2,rookie,&TEAM_Indonesia
5589.0,reported,Nangang Exhibition Center,concert hall,,Asia,Taiwan,Taipei,1,&TEAM,male,4,9,"YX Labels,HYBE",2,rookie,&TEAM_Taiwan
18301.0,reported,Glion Arena Kobe,arena,10000.0,Asia,Japan,Kobe,2,&TEAM,male,4,9,"YX Labels,HYBE",2,rookie,&TEAM_Japan
4402.0,reported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,1,&TEAM,male,4,9,"YX Labels,HYBE",2,rookie,&TEAM_Hong Kong
54318.0,reported,Saitama Super Arena,arena,22500.0,Asia,Japan,Saitama,2,&TEAM,male,4,9,"YX Labels,HYBE",2,rookie,&TEAM_Japan
29414.0,reported,UBS Arena,arena,19000.0,North America,United States,New York,2,Agust D,male,3,1,"Bighit,HYBE",0,rookie,Agust D_United States
13286.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,1,Agust D,male,3,1,"Bighit,HYBE",0,rookie,Agust D_United States
36652.0,reported,Allstate Arena,arena,22000.0,North America,United States,Rosemont,3,Agust D,male,3,1,"Bighit,HYBE",0,rookie,Agust D_United States
42492.0,reported,Kia Forum,arena,17500.0,North America,United States,Inglewood,3,Agust D,male,3,1,"Bighit,HYBE",0,rookie,Agust D_United States
27149.0,reported,Oakland Arena,arena,19596.0,North America,United States,Oakland,2,Agust D,male,3,1,"Bighit,HYBE",0,rookie,Agust D_United States
27746.0,reported,ICE BSD,concert hall,,Asia,Indonesia,Tangerang,3,Agust D,male,3,1,"Bighit,HYBE",0,rookie,Agust D_Indonesia
26809.0,reported,Pia Arena MM,arena,12141.0,Asia,Japan,Yokohama,3,Agust D,male,3,1,"Bighit,HYBE",0,rookie,Agust D_Japan
36107.0,reported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,3,Agust D,male,3,1,"Bighit,HYBE",0,rookie,Agust D_Thailand
27340.0,reported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,3,Agust D,male,3,1,"Bighit,HYBE",0,rookie,Agust D_Singapore
14715.0,reported,Jamsil Indoor Stadium,arena,11069.0,Asia,South Korea,Seoul,2,Agust D,male,3,1,"Bighit,HYBE",0,rookie,Agust D_South Korea
38523.0,reported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,3,Agust D,male,3,1,"Bighit,HYBE",0,rookie,Agust D_South Korea
9312.0,reported,Olympic Hall,concert hall,2452.0,Asia,South Korea,Seoul,3,ATEEZ,male,4,8,KQ,3,growing,ATEEZ_South Korea
9312.0,reported,Wintrust Arena,arena,10387.0,North America,United States,Chicago,1,ATEEZ,male,4,8,KQ,3,growing,ATEEZ_United States
7764.0,reported,Gas South Arena,arena,13100.0,North America,United States,Duluth,1,ATEEZ,male,4,8,KQ,3,growing,ATEEZ_United States
11148.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,1,ATEEZ,male,4,8,KQ,3,growing,ATEEZ_United States
6269.0,reported,Texas Trust CU Theatre,concert hall,6350.0,North America,United States,Grand Prairie,1,ATEEZ,male,4,8,KQ,3,growing,ATEEZ_United States
19868.0,reported,Kia Forum,arena,17500.0,North America,United States,Inglewood,2,ATEEZ,male,4,8,KQ,3,growing,ATEEZ_United States
14052.0,reported,Palacio Vistalegre,arena,14000.0,Europe,Spain,Madrid,2,ATEEZ,male,4,8,KQ,3,growing,ATEEZ_Spain
18633.0,reported,Wembley Arena,arena,12500.0,Europe,England,London,2,ATEEZ,male,4,8,KQ,3,growing,ATEEZ_England
12224.0,reported,Accor Arena,arena,20300.0,Europe,France,Paris,1,ATEEZ,male,4,8,KQ,3,growing,ATEEZ_France
20843.0,reported,Uber Arena,arena,17000.0,Europe,Germany,Berlin,2,ATEEZ,male,4,8,KQ,3,growing,ATEEZ_Germany
4904.0,reported,AFAS Live,concert hall,6000.0,Europe,Netherlands,Amsterdam,1,ATEEZ,male,4,8,KQ,3,growing,ATEEZ_Netherlands
28635.0,reported,Pia Arena MM,arena,12141.0,Asia,Japan,Yokohama,3,ATEEZ,male,4,8,KQ,3,growing,ATEEZ_Japan
10191.0,reported,Jamsil Indoor Stadium,arena,11069.0,Asia,South Korea,Seoul,2,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_South Korea
7940.0,reported,Oakland Arena,arena,19596.0,North America,United States,Oakland,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_United States
23396.0,reported,Honda Center,theater,10935.0,North America,United States,Anaheim,2,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_United States
9129.0,reported,Desert Diamond Arena,arena,19000.0,North America,United States,Glendale,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_United States
11023.0,reported,Dickies Arena,arena,14000.0,North America,United States,Fort Worth,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_United States
6421.0,reported,Wintrust Arena,arena,10387.0,North America,United States,Chicago,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_United States
21489.0,reported,State Farm Arena,arena,18000.0,North America,United States,Atlanta,2,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_United States
21559.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,2,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_United States
10971.0,reported,TD Coliseum,arena,18000.0,North America,Canada,Hamilton,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Canada
28921.0,reported,Makuhari Messe,arena,,Asia,Japan,Chiba,2,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Japan
11343.0,reported,Ziggo Dome,arena,17000.0,Europe,Netherlands,Amsterdam,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Netherlands
,unreported,Uber Arena,arena,17000.0,Europe,Germany,Berlin,2,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Germany
10174.0,reported,ING Arena,arena,15000.0,Europe,Belgium,Brussels,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Belgium
,unreported,The O2 Arena,arena,20000.0,Europe,England,London,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_England
9172.0,reported,Movistar Arena,arena,15000.0,Europe,Spain,Madrid,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Spain
9041.0,reported,Royal Arena,arena,17000.0,Europe,Denmark,Copenhagen,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Denmark
19120.0,reported,Accor Arena,arena,20300.0,Europe,France,Paris,2,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_France
10093.0,reported,Jamsil Indoor Stadium,arena,11069.0,Asia,South Korea,Seoul,2,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_South Korea
22271.0,reported,Ariake Arena,arena,15000.0,Asia,Japan,Tokyo,2,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Japan
12000.0,reported,World Memorial Hall,arena,8000.0,Asia,Japan,Kobe,2,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Japan
,unreported,Nangang Exhibition Center,concert hall,,Asia,Taiwan,Taipei,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Taiwan
,unreported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Hong Kong
,unreported,Jeddah Superdome,concert hall,40000.0,Middle East,Saudi Arabia,Jeddah,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Saudi Arabia
,unreported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Thailand
17129.0,reported,Arena CDMX,arena,22300.0,North America,Mexico,Mexico City,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Mexico
,unreported,Allianz Parque,stadium,55000.0,South America,Brazil,São Paulo,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Brazil
13665.0,reported,Movistar Arena,arena,15500.0,South America,Chile,Santiago,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Chile
,unreported,Coliseo Bicentenario,arena,7000.0,South America,Colombia,Bogotá,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Colombia
,unreported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Singapore
,unreported,Smart Araneta Coliseum,arena,9679.0,Asia,Philippines,Manila,1,ATEEZ,male,4,8,KQ,4,growing,ATEEZ_Philippines
12847.0,reported,Jamsil Indoor Stadium,arena,11069.0,Asia,South Korea,Seoul,2,ATEEZ,male,4,8,KQ,5,growing,ATEEZ_South Korea
