attendance,reporting_status,artist_name,gender,generation,tour_type,members,stage_setup,company,continent,country,city,venue_name,venue_type,venue_capacity,show_nights,show_year,show_month,show_quarter,weekday_1,weekday_n,is_weekend,years_since_debut,artist_age_bucket
12623.0,reported,ATEEZ,male,4,world tour,8,end stage,KQ,North America,United States,Tacoma,Tacoma Dome,arena,21000.0,1,2025,7,3,Wed,Wed,0,6,established
10591.0,reported,ATEEZ,male,4,world tour,8,end stage,KQ,North America,United States,San Jose,SAP Center,arena,19190.0,1,2025,8,3,Sat,Sat,1,6,established
36631.0,reported,ATEEZ,male,4,world tour,8,end stage,KQ,North America,United States,Los Angeles,BMO Stadium,stadium,22000.0,2,2025,8,3,Fri,Sat,1,6,established
8666.0,reported,ATEEZ,male,4,world tour,8,end stage,KQ,North America,United States,Glendale,Desert Diamond Arena,arena,19000.0,1,2025,8,3,Tue,Tue,0,6,established
29845.0,reported,ATEEZ,male,4,world tour,8,end stage,KQ,North America,United States,Arlington,Globe Life Field,stadium,40300.0,1,2025,8,3,Sat,Sat,1,6,established
28134.0,reported,ATEEZ,male,4,world tour,8,end stage,KQ,North America,Mexico,Mexico City,Estadio GNP Seguros,stadium,65000.0,1,2025,8,3,Sat,Sat,1,6,established
,unreported,ATEEZ,male,4,world tour,8,end stage,KQ,Asia,Japan,Saitama,Saitama Super Arena,arena,22500.0,3,2025,9,3,Sat,Mon,1,6,established
,unreported,ATEEZ,male,4,world tour,8,end stage,KQ,Asia,Japan,Nagoya,Portmesse Nagoya,concert hall,15000.0,2,2025,9,3,Sat,Sun,1,6,established
,unreported,ATEEZ,male,4,world tour,8,end stage,KQ,Asia,Japan,Kobe,Glion Arena Kobe,arena,10000.0,2,2025,10,4,Wed,Thu,0,6,established
,unreported,ATEEZ,male,4,world tour,8,end stage,KQ,Asia,Taiwan,Taoyuan,NTSU Arena,arena,15000.0,1,2026,1,1,Sat,Sat,1,7,established
,unreported,ATEEZ,male,4,world tour,8,end stage,KQ,Asia,Indonesia,Tangerang,ICE BSD,concert hall,,1,2026,1,1,Sat,Sat,1,7,established
,unreported,ATEEZ,male,4,world tour,8,end stage,KQ,Asia,Singapore,Singapore,Singapore Indoor Stadium,arena,9000.0,1,2026,2,1,Sun,Sun,1,7,established
,unreported,ATEEZ,male,4,world tour,8,end stage,KQ,Oceania,Australia,Melbourne,Rod Laver Arena,arena,14820.0,2,2026,3,1,Mon,Tue,0,7,established
,unreported,ATEEZ,male,4,world tour,8,end stage,KQ,Oceania,Australia,Sydney,Qudos Bank Arena,arena,18000.0,2,2026,3,1,Fri,Sat,1,7,established
,unreported,ATEEZ,male,4,world tour,8,end stage,KQ,Asia,Philippines,Manila,Smart Araneta Coliseum,arena,9679.0,1,2026,3,1,Sat,Sat,1,7,established
,unreported,ATEEZ,male,4,world tour,8,end stage,KQ,Asia,Malaysia,Kuala Lumpur,Unifi Arena,arena,11000.0,1,2026,3,1,Sun,Sun,1,7,established
,unreported,ATEEZ,male,4,world tour,8,end stage,KQ,Asia,Macau,Macau,Venetian Arena,arena,14000.0,1,2026,3,1,Sat,Sat,1,7,established
,unreported,ATEEZ,male,4,world tour,8,end stage,KQ,Asia,Thailand,Bangkok,IMPACT Arena,arena,12000.0,1,2026,4,2,Sat,Sat,1,7,established
11552.0,reported,BOYNEXTDOOR,male,5,asian tour,6,end stage,"KOZ,HYBE",Asia,South Korea,Incheon,Inspire Arena,arena,15000.0,2,2024,12,4,Sat,Sun,1,1,rookie
2243.0,reported,BOYNEXTDOOR,male,5,asian tour,6,end stage,"KOZ,HYBE",Asia,Japan,Tokyo,Tachikawa Stage Garden,concert hall,2448.0,1,2025,1,1,Thu,Thu,0,1,rookie
2099.0,reported,BOYNEXTDOOR,male,5,asian tour,6,end stage,"KOZ,HYBE",Asia,Japan,Nagoya,Niterra Forest Hall,concert hall,,1,2025,2,1,Sun,Sun,1,1,rookie
7458.0,reported,BOYNEXTDOOR,male,5,asian tour,6,end stage,"KOZ,HYBE",Asia,Japan,Osaka,Grand Cube Osaka,concert hall,,2,2025,2,1,Sat,Sun,1,1,rookie
2056.0,reported,BOYNEXTDOOR,male,5,asian tour,6,end stage,"KOZ,HYBE",Asia,Japan,Sendai,Sendai Sun Plaza Hall,concert hall,2710.0,1,2025,2,1,Sat,Sat,1,1,rookie
4384.0,reported,BOYNEXTDOOR,male,5,asian tour,6,end stage,"KOZ,HYBE",Asia,Japan,Fukuoka,Fukuoka Sunpalace Hotel Hall,concert hall,2316.0,2,2025,2,1,Tue,Wed,0,1,rookie
16479.0,reported,BOYNEXTDOOR,male,5,asian tour,6,end stage,"KOZ,HYBE",Asia,Japan,Yokohama,Pacifico Yokohama,concert hall,6000.0,3,2025,2,1,Sat,Mon,1,1,rookie
3869.0,reported,BOYNEXTDOOR,male,5,asian tour,6,end stage,"KOZ,HYBE",Asia,Singapore,Tampines,Singapore Expo,concert hall,,1,2025,3,1,Sat,Sat,1,1,rookie
3109.0,reported,BOYNEXTDOOR,male,5,asian tour,6,end stage,"KOZ,HYBE",Asia,Philippines,Manila,Smart Araneta Coliseum,arena,9679.0,1,2025,3,1,Sat,Sat,1,1,rookie
,unreported,BOYNEXTDOOR,male,5,asian tour,6,end stage,"KOZ,HYBE",Asia,Thailand,Bangkok,IMPACT Thunder Dome,concert hall,3500.0,1,2025,3,1,Sat,Sat,1,1,rookie
4472.0,reported,BOYNEXTDOOR,male,5,asian tour,6,end stage,"KOZ,HYBE",Asia,Taiwan,Taipei,Nangang Exhibition Center,concert hall,,1,2025,4,2,Thu,Thu,0,1,rookie
4917.0,reported,BOYNEXTDOOR,male,5,asian tour,6,end stage,"KOZ,HYBE",Asia,Hong Kong,Hong Kong,AsiaWorld–Expo,arena,14000.0,1,2025,4,2,Sun,Sun,1,1,rookie
3931.0,reported,BOYNEXTDOOR,male,5,asian tour,6,end stage,"KOZ,HYBE",Asia,Indonesia,Jakarta,Istora Senayan,arena,7166.0,1,2025,4,2,Sat,Sat,1,1,rookie
27000.0,reported,BOYNEXTDOOR,male,5,asian tour,6,end stage,"KOZ,HYBE",Asia,Japan,Tokyo,Keio Arena Tokyo,arena,10000.0,3,2025,6,2,Sat,Mon,1,2,rookie
31280.0,reported,BOYNEXTDOOR,male,5,asian tour,6,end stage,"KOZ,HYBE",Asia,South Korea,Seoul,KSPO Dome,arena,15000.0,3,2025,7,3,Fri,Sun,1,2,rookie
,unreported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Asia,South Korea,Seoul,Gocheok Sky Dome,stadium,16744.0,2,2017,2,1,Sat,Sun,1,3,growing
,unreported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",South America,Chile,Santiago,Movistar Arena,arena,15500.0,2,2017,3,1,Sat,Sun,1,3,growing
15327.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",South America,Brazil,São Paulo,Vibra São Paulo,theater,7000.0,2,2017,3,1,Sun,Mon,1,3,growing
22612.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",North America,United States,Newark,Prudential Center,arena,17000.0,2,2017,3,1,Thu,Fri,0,3,growing
,unreported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",North America,United States,Rosemont,Allstate Arena,arena,22000.0,1,2017,3,1,Wed,Wed,0,3,growing
,unreported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",North America,United States,Anaheim,Honda Center,theater,10935.0,2,2017,4,2,Sat,Sun,1,3,growing
,unreported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Asia,Thailand,Bangkok,IMPACT Arena,arena,12000.0,2,2017,4,2,Sat,Sun,1,3,growing
,unreported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Asia,Indonesia,Tangerang,ICE BSD,concert hall,,1,2017,4,2,Sat,Sat,1,3,growing
,unreported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Asia,Philippines,Pasay,SM Mall of Asia Arena,arena,15000.0,2,2017,5,2,Sat,Sun,1,3,growing
,unreported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Asia,Hong Kong,Hong Kong,AsiaWorld–Expo,arena,14000.0,2,2017,5,2,Sat,Sun,1,3,growing
11023.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Oceania,Australia,Sydney,Qudos Bank Arena,arena,18000.0,1,2017,5,2,Fri,Fri,1,3,growing
,unreported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Asia,Japan,Osaka,Osaka-jō Hall,arena,16000.0,3,2017,5,2,Tue,Thu,0,3,growing
,unreported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Asia,Japan,Hiroshima,Hiroshima Green Arena,arena,10000.0,1,2017,6,2,Wed,Wed,0,3,growing
,unreported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Asia,Japan,Nagoya,Nippon Gaishi Hall,arena,10000.0,2,2017,6,2,Wed,Thu,0,4,growing
,unreported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Asia,Japan,Saitama,Saitama Super Arena,arena,22500.0,3,2017,6,2,Tue,Thu,0,4,growing
,unreported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Asia,Japan,Fukuoka,Marine Messe,arena,15000.0,2,2017,6,2,Sat,Sun,1,4,growing
,unreported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Asia,Japan,Sapporo,Makomanai Ice Arena,arena,10024.0,2,2017,7,3,Sat,Sun,1,4,growing
,unreported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Asia,Japan,Osaka,Kyocera Dome,stadium,55000.0,2,2017,10,4,Sat,Sun,1,4,growing
,unreported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Asia,Taiwan,Taoyuan,NTSU Arena,arena,15000.0,2,2017,10,4,Sat,Sun,1,4,growing
,unreported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Asia,Macau,Macau,Venetian Arena,arena,14000.0,1,2017,11,4,Sat,Sat,1,4,growing
,unreported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Asia,South Korea,Seoul,Gocheok Sky Dome,stadium,16744.0,3,2017,12,4,Fri,Sun,1,4,growing
85366.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Asia,South Korea,Seoul,Seoul Olympic Stadium,stadium,65599.0,2,2018,8,3,Sat,Sun,1,5,growing
56220.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",North America,United States,Los Angeles,Crypto.com Arena,stadium,20000.0,4,2018,9,3,Wed,Sun,0,5,growing
10743.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",North America,United States,Oakland,Oakland Arena,arena,19596.0,1,2018,9,3,Wed,Wed,0,5,growing
17452.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",North America,United States,Fort Worth,Fort Worth Convention Center,arena,13500.0,2,2018,9,3,Sat,Sun,1,5,growing
35574.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",North America,Canada,Hamilton,TD Coliseum,arena,18000.0,3,2018,9,3,Thu,Sun,0,5,growing
25236.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",North America,United States,Newark,Prudential Center,arena,17000.0,2,2018,9,3,Fri,Sat,1,5,growing
27880.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",North America,United States,Chicago,United Center,arena,23500.0,2,2018,10,4,Tue,Wed,0,5,growing
34327.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",North America,United States,New York,Citi Field,stadium,41922.0,1,2018,10,4,Sat,Sat,1,5,growing
31475.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Europe,England,London,The O2 Arena,arena,20000.0,2,2018,10,4,Tue,Wed,0,5,growing
13893.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Europe,Netherlands,Amsterdam,Ziggo Dome,arena,17000.0,1,2018,10,4,Sat,Sat,1,5,growing
24384.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Europe,Germany,Berlin,Uber Arena,arena,17000.0,2,2018,10,4,Tue,Wed,0,5,growing
28149.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Europe,France,Paris,Accor Arena,arena,20300.0,2,2018,10,4,Fri,Sat,1,5,growing
95939.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Asia,Japan,Tokyo,Tokyo Dome,stadium,55000.0,2,2018,11,4,Tue,Wed,0,5,growing
109679.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Asia,Japan,Osaka,Kyocera Dome,stadium,55000.0,3,2018,11,4,Wed,Sat,0,5,growing
50144.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Asia,Taiwan,Taoyuan,Rakuten Taoyuan Baseball Stadium,stadium,18000.0,2,2018,12,4,Sat,Sun,1,5,growing
79621.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Asia,Japan,Nagoya,Vantelin Dome,stadium,36418.0,2,2019,1,1,Sat,Sun,1,5,growing
39946.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Asia,Singapore,Singapore,Singapore National Stadium,stadium,55000.0,1,2019,1,1,Sat,Sat,1,5,growing
72801.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Asia,Japan,Fukuoka,PayPay Dome,stadium,47500.0,2,2019,2,1,Sat,Sun,1,5,growing
46630.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Asia,Hong Kong,Hong Kong,AsiaWorld–Expo,arena,14000.0,4,2019,3,1,Wed,Sun,0,5,growing
68900.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Asia,Thailand,Bangkok,Rajamangala Stadium,stadium,51560.0,2,2019,4,2,Sat,Sun,1,5,growing
113040.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",North America,United States,Pasadena,Rose Bowl,concert hall,,2,2019,5,2,Sat,Sun,1,5,growing
98574.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",North America,United States,Chicago,Soldier Field,stadium,62500.0,2,2019,5,2,Sat,Sun,1,5,growing
98574.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",North America,United States,East Rutherford,MetLife Stadium,stadium,82500.0,2,2019,5,2,Sat,Sun,1,5,growing
84728.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",South America,Brazil,São Paulo,Allianz Parque,stadium,55000.0,2,2019,5,2,Sat,Sun,1,5,growing
114583.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Europe,England,London,Wembley Stadium,stadium,90000.0,2,2019,6,2,Sat,Sun,1,5,growing
107328.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Europe,France,Paris,Stade de France,stadium,81338.0,2,2019,6,2,Fri,Sat,1,5,growing
101554.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Asia,Japan,Osaka,Nagai Stadium,stadium,47853.0,2,2019,7,3,Sat,Sun,1,6,established
107153.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Asia,Japan,Shizuoka,Shizuoka Stadium ECOPA,stadium,50889.0,2,2019,7,3,Sat,Sun,1,6,established
31899.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Middle East,Saudi Arabia,Riyadh,King Fahd Sports City Stadium,stadium,58398.0,1,2019,10,4,Fri,Fri,1,6,established
129268.0,reported,BTS,male,3,world tour,7,end stage,"Bighit,HYBE",Asia,South Korea,Seoul,Seoul Olympic Stadium,stadium,65599.0,3,2019,10,4,Sat,Tue,1,6,established
106294.0,reported,BTS,male,3,american tour,7,end stage,"Bighit,HYBE",North America,United States,Inglewood,SoFi Stadium,stadium,70240.0,2,2021,11,4,Sat,Sun,1,8,established
107458.0,reported,BTS,male,3,american tour,7,end stage,"Bighit,HYBE",North America,United States,Inglewood,SoFi Stadium,stadium,70240.0,2,2021,12,4,Wed,Thu,0,8,established
44696.0,reported,BTS,male,3,american tour,7,end stage,"Bighit,HYBE",Asia,South Korea,Seoul,Seoul Olympic Stadium,stadium,65599.0,3,2022,3,1,Thu,Sun,0,8,established
99277.0,reported,BTS,male,3,american tour,7,end stage,"Bighit,HYBE",North America,United States,Las Vegas,Allegiant Stadium,stadium,65000.0,2,2022,4,2,Fri,Sat,1,8,established
100420.0,reported,BTS,male,3,american tour,7,end stage,"Bighit,HYBE",North America,United States,Las Vegas,Allegiant Stadium,stadium,65000.0,2,2022,4,2,Fri,Sat,1,8,established
127218.0,reported,BTS,male,3,world tour,7,center stage,"Bighit,HYBE",Asia,South Korea,Goyang,Goyang Stadium,stadium,41311.0,3,2026,4,2,Thu,Sun,0,12,legacy
96178.0,reported,BTS,male,3,world tour,7,center stage,"Bighit,HYBE",Asia,Japan,Tokyo,Tokyo Dome,stadium,55000.0,2,2026,4,2,Fri,Sat,1,12,legacy
194335.0,reported,BTS,male,3,world tour,7,center stage,"Bighit,HYBE",North America,United States,Tampa,Raymond James Stadium,stadium,69218.0,3,2026,4,2,Sat,Tue,1,12,legacy
97722.0,reported,BTS,male,3,world tour,7,center stage,"Bighit,HYBE",North America,United States,El Paso,Sun Bowl,stadium,45971.0,2,2026,5,2,Sat,Sun,1,12,legacy
145763.0,reported,BTS,male,3,world tour,7,center stage,"Bighit,HYBE",North America,Mexico,Mexico City,Estadio GNP Seguros,stadium,65000.0,3,2026,5,2,Thu,Sun,0,12,legacy
170721.0,parcial,BTS,male,3,world tour,7,center stage,"Bighit,HYBE",North America,United States,Stanford,Stanford Stadium,stadium,50424.0,3,2026,5,2,Sat,Tue,1,12,legacy
241820.0,parcial,BTS,male,3,world tour,7,center stage,"Bighit,HYBE",North America,United States,Las Vegas,Allegiant Stadium,stadium,65000.0,4,2026,5,2,Sat,Thu,1,12,legacy
,unreported,BTS,male,3,world tour,7,center stage,"Bighit,HYBE",Europe,Spain,Madrid,Estadio Metropolitano,stadium,60000.0,2,2026,6,2,Fri,Sat,1,13,legacy
,unreported,BTS,male,3,world tour,7,center stage,"Bighit,HYBE",Europe,Belgium,Brussels,King Baudouin Stadium,stadium,50093.0,2,2026,7,3,Wed,Thu,0,13,legacy
,unreported,BTS,male,3,world tour,7,center stage,"Bighit,HYBE",Europe,England,London,Tottenham Hotspur Stadium,stadium,62850.0,2,2026,7,3,Mon,Tue,0,13,legacy
,unreported,BTS,male,3,world tour,7,center stage,"Bighit,HYBE",Europe,Germany,Munich,Allianz Arena,stadium,70000.0,2,2026,7,3,Sat,Sun,1,13,legacy
,unreported,BTS,male,3,world tour,7,center stage,"Bighit,HYBE",Europe,France,Paris,Stade de France,stadium,81338.0,2,2026,7,3,Fri,Sat,1,13,legacy
162194.0,parcial,BTS,male,3,world tour,7,center stage,"Bighit,HYBE",North America,United States,East Rutherford,MetLife Stadium,stadium,82500.0,2,2026,8,3,Sat,Sun,1,13,legacy
138276.0,parcial,BTS,male,3,world tour,7,center stage,"Bighit,HYBE",North America,United States,Foxborough,Gillette Stadium,stadium,64628.0,2,2026,8,3,Wed,Thu,0,13,legacy
,unreported,BTS,male,3,world tour,7,center stage,"Bighit,HYBE",North America,United States,Baltimore,M&T Bank Stadium,stadium,70745.0,2,2026,8,3,Mon,Tue,0,13,legacy
,unreported,BTS,male,3,world tour,7,center stage,"Bighit,HYBE",North America,United States,Arlington,AT&T Stadium,stadium,100000.0,2,2026,8,3,Sat,Sun,1,13,legacy
101094.0,parcial,BTS,male,3,world tour,7,center stage,"Bighit,HYBE",North America,Canada,Toronto,Rogers Stadium,stadium,50000.0,2,2026,8,3,Sat,Sun,1,13,legacy
124242.0,parcial,BTS,male,3,world tour,7,center stage,"Bighit,HYBE",North America,United States,Chicago,Soldier Field,stadium,62500.0,2,2026,8,3,Thu,Fri,0,13,legacy
287800.0,parcial,BTS,male,3,world tour,7,center stage,"Bighit,HYBE",North America,United States,Inglewood,SoFi Stadium,stadium,70240.0,4,2026,9,3,Tue,Sun,0,13,legacy
,unreported,BTS,male,3,world tour,7,center stage,"Bighit,HYBE",South America,Brazil,São Paulo,MorumBIS,stadium,72039.0,3,2026,10,4,Wed,Sat,0,13,legacy
,unreported,BTS,male,3,world tour,7,center stage,"Bighit,HYBE",Asia,Singapore,Singapore,Singapore National Stadium,stadium,55000.0,4,2026,12,4,Thu,Tue,0,13,legacy
7966.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",Asia,South Korea,Seoul,Handball Gymnasium,arena,6500.0,2,2022,9,3,Sat,Sun,1,1,rookie
19826.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",North America,United States,Anaheim,Honda Center,theater,10935.0,2,2022,10,4,Sun,Mon,1,1,rookie
10043.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",North America,United States,Fort Worth,Dickies Arena,arena,14000.0,1,2022,10,4,Thu,Thu,0,1,rookie
6122.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",North America,United States,Sugar Land,Smart Financial Centre,concert hall,6400.0,1,2022,10,4,Sat,Sat,1,1,rookie
8515.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",North America,United States,Duluth,Gas South Arena,arena,13100.0,1,2022,10,4,Tue,Tue,0,1,rookie
5961.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",North America,United States,Chicago,Wintrust Arena,arena,10387.0,1,2022,10,4,Thu,Thu,0,1,rookie
5577.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",North America,United States,New York,Radio City,theater,5960.0,1,2022,10,4,Sat,Sat,1,1,rookie
17019.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",Asia,Japan,Nagoya,Nippon Gaishi Hall,arena,10000.0,2,2022,11,4,Tue,Wed,0,1,rookie
18800.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",Asia,Japan,Osaka,Osaka-jō Hall,arena,16000.0,2,2022,11,4,Wed,Thu,0,1,rookie
22723.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",Asia,Japan,Yokohama,Yokohama Arena,arena,17000.0,2,2022,11,4,Tue,Wed,0,1,rookie
80371.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",Asia,Japan,Osaka,Kyocera Dome,stadium,55000.0,2,2023,1,1,Sat,Sun,1,2,rookie
19400.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",Asia,Thailand,Bangkok,IMPACT Arena,arena,12000.0,2,2023,1,1,Sat,Sun,1,2,rookie
25650.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",Asia,Philippines,Pasay,SM Mall of Asia Arena,arena,15000.0,3,2023,2,1,Fri,Sun,1,2,rookie
15376.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",Asia,South Korea,Seoul,KSPO Dome,arena,15000.0,2,2023,7,3,Sat,Sun,1,2,rookie
60495.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",Asia,Japan,Osaka,Kyocera Dome,stadium,55000.0,2,2023,9,3,Sat,Sun,1,2,rookie
76571.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",Asia,Japan,Tokyo,Tokyo Dome,stadium,55000.0,2,2023,9,3,Wed,Thu,0,2,rookie
22446.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",North America,United States,Carson,Dignity Health Sports Park,stadium,27000.0,1,2023,10,4,Fri,Fri,1,2,rookie
8551.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",North America,United States,Glendale,Desert Diamond Arena,arena,19000.0,1,2023,10,4,Tue,Tue,0,2,rookie
9405.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",North America,United States,Houston,Toyota Center,arena,19000.0,1,2023,10,4,Fri,Fri,1,2,rookie
11687.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",North America,United States,Dallas,American Airlines Center,arena,21000.0,1,2023,10,4,Sat,Sat,1,2,rookie
20052.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",North America,United States,Newark,Prudential Center,arena,17000.0,2,2023,10,4,Wed,Thu,0,2,rookie
12748.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",North America,United States,Chicago,United Center,arena,23500.0,1,2023,10,4,Sun,Sun,1,2,rookie
15712.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",Asia,Taiwan,Taoyuan,NTSU Arena,arena,15000.0,2,2024,1,1,Sat,Sun,1,3,growing
17374.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",Asia,Singapore,Singapore,Singapore Indoor Stadium,arena,9000.0,2,2024,1,1,Sat,Sun,1,3,growing
31363.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",Asia,Macau,Macau,Galaxy Arena,arena,16000.0,3,2024,1,1,Fri,Sun,1,3,growing
23764.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",Asia,Philippines,New Clark City,New Clark Stadium,stadium,20000.0,1,2024,2,1,Sat,Sat,1,3,growing
25077.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",Asia,South Korea,Seoul,KSPO Dome,arena,15000.0,3,2024,2,1,Fri,Sun,1,3,growing
11108.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",North America,United States,Anaheim,Honda Center,theater,10935.0,1,2024,4,2,Wed,Wed,0,3,growing
11950.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",North America,United States,Oakland,Oakland Arena,arena,19596.0,1,2024,4,2,Fri,Fri,1,3,growing
15684.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",North America,United States,Tacoma,Tacoma Dome,arena,21000.0,1,2024,4,2,Sun,Sun,1,3,growing
11428.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",North America,United States,Rosemont,Allstate Arena,arena,22000.0,1,2024,5,2,Wed,Wed,0,3,growing
12224.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",North America,United States,New York,UBS Arena,arena,19000.0,1,2024,5,2,Fri,Fri,1,3,growing
51649.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",Asia,Japan,Saitama,Saitama Super Arena,arena,22500.0,3,2024,6,2,Tue,Thu,0,3,growing
20323.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",Asia,Japan,Fukuoka,Marine Messe,arena,15000.0,2,2024,6,2,Wed,Thu,0,3,growing
13639.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",Asia,Japan,Hiroshima,Hiroshima Green Arena,arena,10000.0,2,2024,6,2,Wed,Thu,0,3,growing
21071.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",Asia,Indonesia,Jakarta,Indonesia Arena,arena,16500.0,2,2024,8,3,Sat,Sun,1,3,growing
23011.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",Asia,Japan,Nagoya,Portmesse Nagoya,concert hall,15000.0,2,2024,8,3,Sat,Sun,1,3,growing
15689.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",Asia,Japan,Miyagi,Sekisui Heim Super Arena,arena,7063.0,2,2024,8,3,Sat,Sun,1,3,growing
16640.0,reported,ENHYPEN,male,4,world tour,6,end stage,"Belift,HYBE",Asia,South Korea,Goyang,Goyang Stadium,stadium,41311.0,2,2024,10,4,Sat,Sun,1,3,growing
