attendance,reporting_status,artist_name,gender,generation,tour_type,members,stage_setup,company,continent,country,city,venue_name,venue_type,venue_capacity,show_nights,show_year,show_month,show_quarter,weekday_1,weekday_n,is_weekend,years_since_debut,artist_age_bucket
6414.0,reported,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",South America,Chile,Santiago,Movistar Arena,arena,15500.0,1,2024,6,2,Sun,Sun,1,2,rookie
,unreported,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",Asia,Hong Kong,Hong Kong,AsiaWorld–Expo,arena,14000.0,2,2024,7,3,Sat,Sun,1,2,rookie
,unreported,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",Asia,Philippines,Pasay,SM Mall of Asia Arena,arena,15000.0,1,2024,7,3,Sat,Sat,1,2,rookie
,unreported,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",Oceania,Australia,Melbourne,Rod Laver Arena,arena,14820.0,1,2024,7,3,Thu,Thu,0,2,rookie
12181.0,reported,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",Oceania,Australia,Sydney,Qudos Bank Arena,arena,18000.0,1,2024,7,3,Sun,Sun,1,2,rookie
16776.0,parcial,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",Asia,South Korea,Seoul,KSPO Dome,arena,15000.0,2,2025,8,3,Sun,Mon,1,3,growing
,unreported,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",Asia,Indonesia,Tangerang,ICE BSD,concert hall,,1,2025,8,3,Sun,Sun,1,3,growing
,unreported,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",Asia,Japan,Tokyo,Tokyo Dome,stadium,55000.0,2,2025,9,3,Thu,Fri,0,3,growing
28543.0,parcial,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",Asia,South Korea,Seoul,KSPO Dome,arena,15000.0,3,2025,10,4,Fri,Sun,1,3,growing
,unreported,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",Asia,Malaysia,Kuala Lumpur,Unifi Arena,arena,11000.0,1,2026,4,2,Sat,Sat,1,4,growing
,unreported,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",Asia,Japan,Osaka,Kyocera Dome,stadium,55000.0,2,2026,4,2,Sat,Sun,1,4,growing
,unreported,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",Asia,Philippines,Pasay,SM Mall of Asia Arena,arena,15000.0,1,2026,4,2,Sat,Sat,1,4,growing
,unreported,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",Asia,Singapore,Singapore,Singapore Indoor Stadium,arena,9000.0,1,2026,5,2,Sat,Sat,1,4,growing
,unreported,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",Asia,Macau,Macau,Venetian Arena,arena,14000.0,2,2026,5,2,Sat,Sun,1,4,growing
,unreported,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",Oceania,Australia,Sydney,Qudos Bank Arena,arena,18000.0,1,2026,6,2,Sat,Sat,1,4,growing
,unreported,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",Oceania,Australia,Melbourne,Rod Laver Arena,arena,14820.0,1,2026,6,2,Tue,Tue,0,4,growing
,unreported,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",Oceania,New Zealand,Auckland,Spark Arena,arena,13280.0,1,2026,6,2,Sat,Sat,1,4,growing
,unreported,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",Asia,Japan,Tokyo,Tokyo Dome,stadium,55000.0,1,2026,6,2,Wed,Wed,0,4,growing
8237.0,parcial,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",North America,Canada,Toronto,Scotiabank Arena,arena,19800.0,1,2026,7,3,Tue,Tue,0,4,growing
9373.0,parcial,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",North America,Canada,Montreal,Bell Center,arena,15000.0,1,2026,7,3,Thu,Thu,0,4,growing
7348.0,parcial,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",North America,United States,Newark,Prudential Center,arena,17000.0,1,2026,7,3,Sat,Sat,1,4,growing
4456.0,parcial,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",North America,United States,Austin,Moody Center,arena,16223.0,1,2026,7,3,Wed,Wed,0,4,growing
7745.0,parcial,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",North America,United States,Inglewood,Kia Forum,arena,17500.0,1,2026,8,3,Sat,Sat,1,4,growing
6645.0,parcial,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",North America,United States,Oakland,Oakland Arena,arena,19596.0,1,2026,8,3,Tue,Tue,0,4,growing
8055.0,parcial,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",North America,United States,Seattle,Climate Pledge Arena,arena,17200.0,1,2026,8,3,Fri,Fri,1,4,growing
8434.0,parcial,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",North America,Canada,Vancouver,Rogers Arena,arena,19000.0,1,2026,8,3,Sun,Sun,1,4,growing
,unreported,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",Asia,Hong Kong,Hong Kong,AsiaWorld–Expo,arena,14000.0,2,2026,9,3,Fri,Sat,1,4,growing
,unreported,IVE,female,4,world tour,6,end stage,"Starship,KAKAO",Asia,Taiwan,Taipei,Taipei Arena,stadium,13000.0,2,2026,9,3,Fri,Sat,1,4,growing
10503.0,reported,LE SSERAFIM,female,4,asian tour,5,end stage,"Source Music,HYBE",Asia,South Korea,Seoul,Jamsil Indoor Stadium,arena,11069.0,2,2023,8,3,Sat,Sun,1,1,rookie
17009.0,reported,LE SSERAFIM,female,4,asian tour,5,end stage,"Source Music,HYBE",Asia,Japan,Nagoya,Nippon Gaishi Hall,arena,10000.0,2,2023,8,3,Wed,Thu,0,1,rookie
24348.0,reported,LE SSERAFIM,female,4,asian tour,5,end stage,"Source Music,HYBE",Asia,Japan,Tokyo,Yoyogi National Gymnasium,arena,12898.0,2,2023,8,3,Wed,Thu,0,1,rookie
20056.0,reported,LE SSERAFIM,female,4,asian tour,5,end stage,"Source Music,HYBE",Asia,Japan,Osaka,Osaka-jō Hall,arena,16000.0,2,2023,9,3,Wed,Thu,0,1,rookie
11200.0,reported,LE SSERAFIM,female,4,asian tour,5,end stage,"Source Music,HYBE",Asia,Hong Kong,Hong Kong,AsiaWorld–Expo,arena,14000.0,2,2023,9,3,Sat,Sun,1,1,rookie
2625.0,reported,LE SSERAFIM,female,4,asian tour,5,end stage,"Source Music,HYBE",Asia,Indonesia,Jakarta,JIExpo Kemayoran,theater,2500.0,1,2023,10,4,Tue,Tue,0,1,rookie
,unreported,LE SSERAFIM,female,4,asian tour,5,end stage,"Source Music,HYBE",Asia,Thailand,Bangkok,IMPACT Thunder Dome,concert hall,3500.0,2,2023,10,4,Sat,Sun,1,1,rookie
8507.0,reported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",Asia,South Korea,Incheon,Inspire Arena,arena,15000.0,2,2025,4,2,Sat,Sun,1,2,rookie
14161.0,reported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",Asia,Japan,Nagoya,Portmesse Nagoya,concert hall,15000.0,2,2025,5,2,Tue,Wed,0,3,growing
16340.0,reported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",Asia,Japan,Osaka,Osaka-jō Hall,arena,16000.0,2,2025,5,2,Tue,Wed,0,3,growing
16722.0,reported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",Asia,Japan,Fukuoka,West Japan General Exhibition Center Annex,concert hall,,2,2025,6,2,Sat,Sun,1,3,growing
52947.0,reported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",Asia,Japan,Saitama,Saitama Super Arena,arena,22500.0,3,2025,6,2,Thu,Sat,0,3,growing
18333.0,reported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",Asia,Taiwan,Taoyuan,NTSU Arena,arena,15000.0,2,2025,7,3,Sat,Sun,1,3,growing
19584.0,reported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",Asia,Hong Kong,Hong Kong,AsiaWorld–Expo,arena,14000.0,2,2025,7,3,Fri,Sat,1,3,growing
9043.0,reported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",Asia,Philippines,Pasay,SM Mall of Asia Arena,arena,15000.0,1,2025,8,3,Sat,Sat,1,3,growing
8696.0,reported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",Asia,Thailand,Bangkok,IMPACT Thunder Dome,concert hall,3500.0,2,2025,8,3,Sat,Sun,1,3,growing
6717.0,reported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",Asia,Singapore,Singapore,Singapore Indoor Stadium,arena,9000.0,1,2025,8,3,Sat,Sat,1,3,growing
10178.0,reported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",North America,United States,Newark,Prudential Center,arena,17000.0,1,2025,9,3,Wed,Wed,0,3,growing
5798.0,reported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",North America,United States,Chicago,Wintrust Arena,arena,10387.0,1,2025,9,3,Fri,Fri,1,3,growing
3469.0,reported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",North America,United States,Grand Prairie,Texas Trust CU Theatre,concert hall,6350.0,1,2025,9,3,Mon,Mon,0,3,growing
11385.0,reported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",North America,United States,Inglewood,Kia Forum,arena,17500.0,1,2025,9,3,Fri,Fri,1,3,growing
4701.0,reported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",North America,United States,San Francisco,Bill Graham Civic Auditorium,arena,8500.0,1,2025,9,3,Sun,Sun,1,3,growing
12335.0,reported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",North America,United States,Seattle,Climate Pledge Arena,arena,17200.0,1,2025,9,3,Wed,Wed,0,3,growing
7540.0,reported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",North America,United States,Las Vegas,Michelob Ultra Arena,arena,12000.0,1,2025,9,3,Sat,Sat,1,3,growing
13189.0,reported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",North America,Mexico,Mexico City,Arena CDMX,arena,22300.0,1,2025,9,3,Tue,Tue,0,3,growing
73236.0,reported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",Asia,Japan,Tokyo,Tokyo Dome,stadium,55000.0,2,2025,11,4,Tue,Wed,0,3,growing
10474.0,reported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",Asia,South Korea,Seoul,Jamsil Indoor Stadium,arena,11069.0,2,2026,1,1,Sat,Sun,1,3,growing
,unreported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",Asia,South Korea,Incheon,Inspire Arena,arena,15000.0,2,2026,7,3,Sat,Sun,1,4,growing
,unreported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",Asia,Japan,Osaka,Osaka-jo Hall,arena,16000.0,2,2026,7,3,Sat,Sun,1,4,growing
,unreported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",Asia,Japan,Yokohama,Yokohama Arena,arena,17000.0,3,2026,7,3,Thu,Sun,0,4,growing
,unreported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",Asia,Japan,Shizuoka,Ecopa Arena,arena,10000.0,2,2026,8,3,Sat,Sun,1,4,growing
,unreported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",Asia,Japan,Miyagi,Sekisui Heim Super Arena,arena,7063.0,2,2026,8,3,Tue,Wed,0,4,growing
,unreported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",Asia,Japan,Fukuoka,Marine Messe,arena,15000.0,2,2026,9,3,Thu,Thu,0,4,growing
,unreported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",North America,United States,Los Angeles,Crypto.com Arena,stadium,20000.0,1,2026,9,3,Wed,Wed,0,4,growing
,unreported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",North America,United States,Tacoma,Tacoma Dome,arena,21000.0,1,2026,9,3,Sun,Sun,1,4,growing
,unreported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",North America,United States,San Jose,SAP Center,arena,19190.0,1,2026,9,3,Wed,Wed,0,4,growing
,unreported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",North America,United States,Phoenix,Mortgage Matchup Center,arena,12565.0,1,2026,9,3,Fri,Fri,1,4,growing
,unreported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",North America,United States,Fort Worth,Dickies Arena,arena,14000.0,1,2026,9,3,Sun,Sun,1,4,growing
,unreported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",North America,United States,Orlando,Kia Center,arena,17030.0,1,2026,9,3,Wed,Wed,0,4,growing
,unreported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",North America,United States,Chicago,United Center,arena,23500.0,1,2026,10,4,Fri,Fri,1,4,growing
,unreported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",North America,United States,Washington,Capital One Arena,arena,20356.0,1,2026,10,4,Mon,Mon,0,4,growing
,unreported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",North America,United States,Newark,Prudential Center,arena,17000.0,1,2026,10,4,Thu,Thu,0,4,growing
,unreported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",Europe,England,London,O2 Arena,arena,20000.0,1,2026,10,4,Fri,Fri,1,4,growing
,unreported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",Europe,Netherlands,Amsterdam,Ziggo Dome,arena,17000.0,1,2026,10,4,Sun,Sun,1,4,growing
,unreported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",Europe,France,Paris,Accor Arena,arena,20300.0,1,2026,10,4,Wed,Wed,0,4,growing
,unreported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",Europe,Denmark,Copenhagen,Royal Arena,arena,17000.0,1,2026,10,4,Fri,Fri,1,4,growing
,unreported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",Europe,Germany,Berlin,Uber Arena,arena,17000.0,1,2026,10,4,Mon,Mon,0,4,growing
,unreported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",Asia,Taiwan,Taoyuan,NTSU Arena,arena,15000.0,2,2026,11,4,Sat,Sun,1,4,growing
,unreported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",Asia,Singapore,Singapore,Singapore Indoor Stadium,arena,9000.0,1,2026,11,4,Sat,Sat,1,4,growing
,unreported,LE SSERAFIM,female,4,world tour,5,end stage,"Source Music,HYBE",Asia,Philippines,Pasay,MOA Arena,arena,15000.0,2,2026,12,4,Sat,Sun,1,4,growing
67865.0,reported,MISMAO,female,3,dome tour,3,end stage,JYP,Asia,Japan,Saitama,Belluna Dome,stadium,31552.0,2,2024,11,4,Sun,Mon,1,1,rookie
79230.0,reported,MISMAO,female,3,dome tour,3,end stage,JYP,Asia,Japan,Osaka,Kyocera Dome,stadium,55000.0,2,2024,11,4,Sun,Mon,1,1,rookie
98449.0,reported,MISMAO,female,3,dome tour,3,end stage,JYP,Asia,Japan,Tokyo,Tokyo Dome,stadium,55000.0,2,2025,1,1,Wed,Thu,0,1,rookie
11574.0,parcial,NMIXX,female,4,world tour,6,end stage,JYP,Asia,South Korea,Incheon,Inspire Arena,arena,15000.0,2,2025,11,4,Sat,Sun,1,3,growing
,unreported,NMIXX,female,4,world tour,6,end stage,JYP,Europe,Spain,Madrid,Palacio Vistalegre,arena,14000.0,1,2026,3,1,Tue,Tue,0,4,growing
,unreported,NMIXX,female,4,world tour,6,end stage,JYP,Europe,Netherlands,Amsterdam,AFAS Live,concert hall,6000.0,1,2026,3,1,Fri,Fri,1,4,growing
,unreported,NMIXX,female,4,world tour,6,end stage,JYP,Europe,France,Paris,Salle Pleyel,concert hall,2000.0,1,2026,3,1,Sun,Sun,1,4,growing
,unreported,NMIXX,female,4,world tour,6,end stage,JYP,Europe,Germany,Frankfurt,Centennial Hall ,concert hall,4800.0,1,2026,3,1,Tue,Tue,0,4,growing
,unreported,NMIXX,female,4,world tour,6,end stage,JYP,Europe,England,London,Eventim Apollo,concert hall,5039.0,1,2026,3,1,Thu,Thu,0,4,growing
,unreported,NMIXX,female,4,world tour,6,end stage,JYP,North America,Canada,Toronto,Great Canadian Toronto,concert hall,,1,2026,3,1,Sun,Sun,1,4,growing
,unreported,NMIXX,female,4,world tour,6,end stage,JYP,North America,United States,New York,Brooklyn Paramount,theater,2700.0,1,2026,3,1,Tue,Tue,0,4,growing
2808.0,parcial,NMIXX,female,4,world tour,6,end stage,JYP,North America,United States,Oxon Hill,The Theater at MGM National Harbor,theater,,1,2026,4,2,Thu,Thu,0,4,growing
3738.0,parcial,NMIXX,female,4,world tour,6,end stage,JYP,North America,United States,Irving,Toyota Music Factory,theater,4000.0,1,2026,4,2,Sat,Sat,1,4,growing
3040.0,parcial,NMIXX,female,4,world tour,6,end stage,JYP,North America,United States,Oakland,Paramount Theatre,concert hall,3040.0,1,2026,4,2,Tue,Tue,0,4,growing
5428.0,parcial,NMIXX,female,4,world tour,6,end stage,JYP,North America,United States,Inglewood,YouTube Theater,theater,6000.0,1,2026,4,2,Thu,Thu,0,4,growing
,unreported,NMIXX,female,4,world tour,6,end stage,JYP,Asia,Thailand,Bangkok,EmSphere,arena,6000.0,1,2026,6,2,Sat,Sat,1,4,growing
,unreported,NMIXX,female,4,world tour,6,end stage,JYP,Asia,Singapore,Singapore,The Star Performing Arts Centre,concert hall,5000.0,1,2026,6,2,Sat,Sat,1,4,growing
,unreported,NMIXX,female,4,world tour,6,end stage,JYP,Asia,Taiwan,Kaohsiung,Kaohsiung Arena,arena,15000.0,1,2026,7,3,Sat,Sat,1,4,growing
,unreported,NMIXX,female,4,world tour,6,end stage,JYP,Asia,Hong Kong,Hong Kong,AsiaWorld–Expo,arena,14000.0,1,2026,7,3,Sat,Sat,1,4,growing
,unreported,NMIXX,female,4,world tour,6,end stage,JYP,Asia,Japan,Tokyo,Keio Arena Tokyo,arena,10000.0,2,2026,8,3,Sat,Sun,1,4,growing
23622.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Asia,South Korea,Seoul,KSPO Dome,arena,15000.0,2,2019,5,2,Sat,Sun,1,3,growing
8044.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Asia,Thailand,Bangkok,IMPACT Arena,arena,12000.0,1,2019,6,2,Sat,Sat,1,3,growing
8594.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Asia,Philippines,Pasay,SM Mall of Asia Arena,arena,15000.0,1,2019,6,2,Sat,Sat,1,3,growing
8514.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Asia,Singapore,Singapore,Singapore Indoor Stadium,arena,9000.0,1,2019,7,3,Sat,Sat,1,3,growing
11827.0,reported,TWICE,female,3,world tour,9,end stage,JYP,North America,United States,Inglewood,Kia Forum,arena,17500.0,1,2019,7,3,Wed,Wed,0,3,growing
7942.0,reported,TWICE,female,3,world tour,9,end stage,JYP,North America,Mexico,Mexico City,Palacio de los Deportes,arena,26000.0,1,2019,7,3,Fri,Fri,1,3,growing
10297.0,reported,TWICE,female,3,world tour,9,end stage,JYP,North America,United States,Newark,Prudential Center,arena,17000.0,1,2019,7,3,Sun,Sun,1,3,growing
5911.0,reported,TWICE,female,3,world tour,9,end stage,JYP,North America,United States,Chicago,Wintrust Arena,arena,10387.0,1,2019,7,3,Tue,Tue,0,3,growing
8113.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Asia,Malaysia,Kuala Lumpur,Unifi Arena,arena,11000.0,1,2019,8,3,Sat,Sat,1,3,growing
8753.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Asia,Japan,Sapporo,Makomanai Ice Arena,arena,10024.0,1,2019,10,4,Wed,Wed,0,4,growing
42158.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Asia,Japan,Chiba,Makuhari Messe,arena,,3,2019,10,4,Sun,Wed,1,4,growing
23860.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Asia,Japan,Osaka,Osaka-jō Hall,arena,16000.0,2,2019,11,4,Wed,Thu,0,4,growing
12866.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Asia,Japan,Miyagi,Sekisui Heim Super Arena,arena,7063.0,2,2019,11,4,Sat,Sun,1,4,growing
18000.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Asia,Japan,Nagoya,Portmesse Nagoya,concert hall,15000.0,3,2019,11,4,Fri,Sun,1,4,growing
23646.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Asia,Japan,Fukuoka,Marine Messe,arena,15000.0,2,2020,2,1,Tue,Wed,0,4,growing
20000.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Asia,Japan,Shizuoka,Ecopa Arena,arena,10000.0,2,2020,2,1,Sat,Sun,1,4,growing
,unreported,TWICE,female,3,world tour,9,end stage,JYP,Asia,Japan,Tokyo,Tokyo Dome,stadium,55000.0,2,2020,3,1,Sat,Sun,1,4,growing
,unreported,TWICE,female,3,world tour,9,end stage,JYP,Asia,Japan,Osaka,Kyocera Dome,stadium,55000.0,2,2020,4,2,Wed,Thu,0,4,growing
,unreported,TWICE,female,3,world tour,9,end stage,JYP,Asia,South Korea,Seoul,KSPO Dome,arena,15000.0,1,2021,12,4,Sat,Sun,1,6,established
8874.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Asia,South Korea,Seoul,KSPO Dome,arena,15000.0,2,2021,12,4,Sat,Sun,1,6,established
25507.0,reported,TWICE,female,3,world tour,9,end stage,JYP,North America,United States,Inglewood,Kia Forum,arena,17500.0,2,2022,2,1,Tue,Wed,0,6,established
12891.0,reported,TWICE,female,3,world tour,9,end stage,JYP,North America,United States,Oakland,Oakland Arena,arena,19596.0,1,2022,2,1,Fri,Fri,1,6,established
10357.0,reported,TWICE,female,3,world tour,9,end stage,JYP,North America,United States,Fort Worth,Dickies Arena,arena,14000.0,1,2022,2,1,Tue,Tue,0,6,established
11596.0,reported,TWICE,female,3,world tour,9,end stage,JYP,North America,United States,Atlanta,State Farm Arena,arena,18000.0,1,2022,2,1,Thu,Thu,0,6,established
26768.0,reported,TWICE,female,3,world tour,9,end stage,JYP,North America,United States,New York,UBS Arena,arena,19000.0,2,2022,2,1,Sat,Sun,1,6,established
146961.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Asia,Japan,Tokyo,Tokyo Dome,stadium,55000.0,3,2022,4,2,Sat,Mon,1,6,established
46710.0,reported,TWICE,female,3,world tour,9,end stage,JYP,North America,United States,Los Angeles,BMO Stadium,stadium,22000.0,2,2022,5,2,Sat,Sun,1,6,established
24178.0,reported,TWICE,female,3,fanmeeting,9,end stage,JYP,Asia,Japan,Tokyo,Yoyogi National Gymnasium,arena,12898.0,2,2022,10,4,Sat,Sun,1,6,established
34704.0,reported,TWICE,female,3,fanmeeting,9,end stage,JYP,Asia,Japan,Osaka,Osaka-jō Hall,arena,16000.0,3,2022,10,4,Sat,Mon,1,6,established
16329.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Asia,South Korea,Seoul,KSPO Dome,arena,15000.0,2,2023,4,2,Sat,Sun,1,7,established
22919.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Oceania,Australia,Sydney,Qudos Bank Arena,arena,18000.0,2,2023,5,2,Tue,Wed,0,7,established
22581.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Oceania,Australia,Melbourne,Rod Laver Arena,arena,14820.0,2,2023,5,2,Sat,Sun,1,7,established
102239.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Asia,Japan,Osaka,Nagai Stadium,stadium,47853.0,2,2023,5,2,Sat,Sun,1,7,established
108131.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Asia,Japan,Tokyo,Ajinomoto Stadium,stadium,49970.0,2,2023,5,2,Sat,Sun,1,7,established
48345.0,reported,TWICE,female,3,world tour,9,end stage,JYP,North America,United States,Inglewood,SoFi Stadium,stadium,70240.0,1,2023,6,2,Sat,Sat,1,7,established
23703.0,reported,TWICE,female,3,world tour,9,end stage,JYP,North America,United States,Oakland,Oakland Arena,arena,19596.0,2,2023,6,2,Mon,Tue,0,7,established
18023.0,reported,TWICE,female,3,world tour,9,end stage,JYP,North America,United States,Tacoma,Tacoma Dome,arena,21000.0,1,2023,6,2,Fri,Fri,1,7,established
24925.0,reported,TWICE,female,3,world tour,9,end stage,JYP,North America,United States,Arlington,Globe Life Field,stadium,40300.0,1,2023,6,2,Wed,Wed,0,7,established
19605.0,reported,TWICE,female,3,world tour,9,end stage,JYP,North America,United States,Houston,Toyota Center,arena,19000.0,2,2023,6,2,Sat,Sun,1,7,established
22263.0,reported,TWICE,female,3,world tour,9,end stage,JYP,North America,United States,Chicago,United Center,arena,23500.0,2,2023,6,2,Wed,Thu,0,7,established
27648.0,reported,TWICE,female,3,world tour,9,end stage,JYP,North America,Canada,Toronto,Scotiabank Arena,arena,19800.0,2,2023,7,3,Sun,Mon,1,7,established
47907.0,reported,TWICE,female,3,world tour,9,end stage,JYP,North America,United States,East Rutherford,MetLife Stadium,stadium,82500.0,1,2023,7,3,Thu,Thu,0,7,established
28568.0,reported,TWICE,female,3,world tour,9,end stage,JYP,North America,United States,Atlanta,Truist Park,stadium,41108.0,1,2023,7,3,Sun,Sun,1,7,established
18258.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Asia,Singapore,Singapore,Singapore Indoor Stadium,arena,9000.0,2,2023,9,3,Sat,Sun,1,7,established
28148.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Europe,England,London,The O2 Arena,arena,20000.0,2,2023,9,3,Thu,Fri,0,7,established
13523.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Europe,France,Paris,Accor Arena,arena,20300.0,1,2023,9,3,Mon,Mon,0,7,established
22099.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Europe,Germany,Berlin,Uber Arena,arena,17000.0,2,2023,9,3,Wed,Thu,0,7,established
21123.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Asia,Thailand,Bangkok,IMPACT Arena,arena,12000.0,2,2023,9,3,Sat,Sun,1,7,established
86930.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Asia,Philippines,Bulacan,Philippine Arena,arena,55000.0,2,2023,9,3,Sat,Sun,1,7,established
24636.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Oceania,Australia,Melbourne,Marvel Stadium,stadium,56347.0,1,2023,11,4,Sat,Sat,1,8,established
76543.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Asia,Japan,Nagoya,Vantelin Dome,stadium,36418.0,2,2023,12,4,Sat,Sun,1,8,established
21964.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Asia,Indonesia,Jakarta,International Stadium,arena,82000.0,1,2023,12,4,Sat,Sat,1,8,established
81709.0,reported,TWICE,female,3,world tour,9,end stage,JYP,Asia,Japan,Fukuoka,PayPay Dome,stadium,47500.0,2,2023,12,4,Wed,Thu,0,8,established
114049.0,reported,TWICE,female,3,world tour,9,end stage,JYP,North America,Mexico,Mexico City,Estadio GNP Seguros,stadium,65000.0,2,2024,2,1,Fri,Sat,1,8,established
65984.0,reported,TWICE,female,3,world tour,9,end stage,JYP,South America,Brazil,São Paulo,Allianz Parque,stadium,55000.0,2,2024,2,1,Tue,Wed,0,8,established
