attendance,reporting_status,gender,generation,tour_type,members,stage_setup,continent,country,city,venue_type,venue_capacity,show_nights,show_year,show_month,show_quarter,weekday_1,weekday_n,is_weekend,years_since_debut,artist_age_bucket
,unreported,female,3,world tour,9,end stage,Asia,Japan,Osaka,stadium,55000.0,2,2020,4,2,Wed,Thu,0,4,growing
,unreported,female,3,world tour,9,end stage,Asia,South Korea,Seoul,arena,15000.0,1,2021,12,4,Sat,Sun,1,6,established
8874.0,reported,female,3,world tour,9,end stage,Asia,South Korea,Seoul,arena,15000.0,2,2021,12,4,Sat,Sun,1,6,established
25507.0,reported,female,3,world tour,9,end stage,North America,United States,Inglewood,arena,17500.0,2,2022,2,1,Tue,Wed,0,6,established
12891.0,reported,female,3,world tour,9,end stage,North America,United States,Oakland,arena,19596.0,1,2022,2,1,Fri,Fri,1,6,established
10357.0,reported,female,3,world tour,9,end stage,North America,United States,Fort Worth,arena,14000.0,1,2022,2,1,Tue,Tue,0,6,established
11596.0,reported,female,3,world tour,9,end stage,North America,United States,Atlanta,arena,18000.0,1,2022,2,1,Thu,Thu,0,6,established
26768.0,reported,female,3,world tour,9,end stage,North America,United States,New York,arena,19000.0,2,2022,2,1,Sat,Sun,1,6,established
146961.0,reported,female,3,world tour,9,end stage,Asia,Japan,Tokyo,stadium,55000.0,3,2022,4,2,Sat,Mon,1,6,established
46710.0,reported,female,3,world tour,9,end stage,North America,United States,Los Angeles,stadium,22000.0,2,2022,5,2,Sat,Sun,1,6,established
24178.0,reported,female,3,fanmeeting,9,end stage,Asia,Japan,Tokyo,arena,12898.0,2,2022,10,4,Sat,Sun,1,6,established
34704.0,reported,female,3,fanmeeting,9,end stage,Asia,Japan,Osaka,arena,16000.0,3,2022,10,4,Sat,Mon,1,6,established
16329.0,reported,female,3,world tour,9,end stage,Asia,South Korea,Seoul,arena,15000.0,2,2023,4,2,Sat,Sun,1,7,established
22919.0,reported,female,3,world tour,9,end stage,Oceania,Australia,Sydney,arena,18000.0,2,2023,5,2,Tue,Wed,0,7,established
22581.0,reported,female,3,world tour,9,end stage,Oceania,Australia,Melbourne,arena,14820.0,2,2023,5,2,Sat,Sun,1,7,established
102239.0,reported,female,3,world tour,9,end stage,Asia,Japan,Osaka,stadium,47853.0,2,2023,5,2,Sat,Sun,1,7,established
108131.0,reported,female,3,world tour,9,end stage,Asia,Japan,Tokyo,stadium,49970.0,2,2023,5,2,Sat,Sun,1,7,established
48345.0,reported,female,3,world tour,9,end stage,North America,United States,Inglewood,stadium,70240.0,1,2023,6,2,Sat,Sat,1,7,established
23703.0,reported,female,3,world tour,9,end stage,North America,United States,Oakland,arena,19596.0,2,2023,6,2,Mon,Tue,0,7,established
18023.0,reported,female,3,world tour,9,end stage,North America,United States,Tacoma,arena,21000.0,1,2023,6,2,Fri,Fri,1,7,established
24925.0,reported,female,3,world tour,9,end stage,North America,United States,Arlington,stadium,40300.0,1,2023,6,2,Wed,Wed,0,7,established
19605.0,reported,female,3,world tour,9,end stage,North America,United States,Houston,arena,19000.0,2,2023,6,2,Sat,Sun,1,7,established
22263.0,reported,female,3,world tour,9,end stage,North America,United States,Chicago,arena,23500.0,2,2023,6,2,Wed,Thu,0,7,established
27648.0,reported,female,3,world tour,9,end stage,North America,Canada,Toronto,arena,19800.0,2,2023,7,3,Sun,Mon,1,7,established
47907.0,reported,female,3,world tour,9,end stage,North America,United States,East Rutherford,stadium,82500.0,1,2023,7,3,Thu,Thu,0,7,established
28568.0,reported,female,3,world tour,9,end stage,North America,United States,Atlanta,stadium,41108.0,1,2023,7,3,Sun,Sun,1,7,established
18258.0,reported,female,3,world tour,9,end stage,Asia,Singapore,Singapore,arena,9000.0,2,2023,9,3,Sat,Sun,1,7,established
28148.0,reported,female,3,world tour,9,end stage,Europe,England,London,arena,20000.0,2,2023,9,3,Thu,Fri,0,7,established
13523.0,reported,female,3,world tour,9,end stage,Europe,France,Paris,arena,20300.0,1,2023,9,3,Mon,Mon,0,7,established
22099.0,reported,female,3,world tour,9,end stage,Europe,Germany,Berlin,arena,17000.0,2,2023,9,3,Wed,Thu,0,7,established
21123.0,reported,female,3,world tour,9,end stage,Asia,Thailand,Bangkok,arena,12000.0,2,2023,9,3,Sat,Sun,1,7,established
86930.0,reported,female,3,world tour,9,end stage,Asia,Philippines,Bulacan,arena,55000.0,2,2023,9,3,Sat,Sun,1,7,established
24636.0,reported,female,3,world tour,9,end stage,Oceania,Australia,Melbourne,stadium,56347.0,1,2023,11,4,Sat,Sat,1,8,established
76543.0,reported,female,3,world tour,9,end stage,Asia,Japan,Nagoya,stadium,36418.0,2,2023,12,4,Sat,Sun,1,8,established
21964.0,reported,female,3,world tour,9,end stage,Asia,Indonesia,Jakarta,arena,82000.0,1,2023,12,4,Sat,Sat,1,8,established
81709.0,reported,female,3,world tour,9,end stage,Asia,Japan,Fukuoka,stadium,47500.0,2,2023,12,4,Wed,Thu,0,8,established
114049.0,reported,female,3,world tour,9,end stage,North America,Mexico,Mexico City,stadium,65000.0,2,2024,2,1,Fri,Sat,1,8,established
65984.0,reported,female,3,world tour,9,end stage,South America,Brazil,São Paulo,stadium,55000.0,2,2024,2,1,Tue,Wed,0,8,established
39880.0,reported,female,3,world tour,9,end stage,North America,United States,Las Vegas,stadium,65000.0,1,2024,3,1,Sat,Sat,1,8,established
102093.0,reported,female,3,world tour,9,end stage,Asia,Japan,Osaka,stadium,47853.0,2,2024,7,3,Sat,Sun,1,8,established
112289.0,reported,female,3,world tour,9,end stage,Asia,Japan,Tokyo,stadium,49970.0,2,2024,7,3,Sat,Sun,1,8,established
137866.0,reported,female,3,world tour,9,end stage,Asia,Japan,Yokohama,stadium,72327.0,2,2024,7,3,Sat,Sun,1,8,established
24422.0,reported,female,3,world tour,9,center stage,Asia,South Korea,Incheon,arena,15000.0,2,2025,7,3,Sat,Sun,1,9,established
94657.0,reported,female,3,world tour,9,center stage,Asia,Japan,Osaka,stadium,55000.0,2,2025,7,3,Sat,Sun,1,9,established
96391.0,reported,female,3,world tour,9,center stage,Asia,Japan,Nagoya,stadium,36418.0,2,2025,8,3,Sat,Sun,1,9,established
90795.0,reported,female,3,world tour,9,center stage,Asia,Japan,Fukuoka,stadium,47500.0,2,2025,8,3,Sat,Sun,1,9,established
107584.0,reported,female,3,world tour,9,center stage,Asia,Japan,Tokyo,stadium,55000.0,2,2025,9,3,Tue,Wed,0,9,established
27390.0,reported,female,3,world tour,9,center stage,Asia,Macau,Macau,arena,14000.0,2,2025,9,3,Sat,Sun,1,9,established
,unreported,female,3,world tour,9,center stage,Asia,Philippines,Bulacan,arena,55000.0,1,2025,10,4,Sat,Sat,1,9,established
22727.0,reported,female,3,world tour,9,center stage,Asia,Singapore,Singapore,arena,9000.0,2,2025,10,4,Sat,Sun,1,9,established
,unreported,female,3,world tour,9,center stage,Asia,Malaysia,Kuala Lumpur,stadium,20000.0,1,2025,10,4,Sat,Sat,1,10,established
29572.0,reported,female,3,world tour,9,center stage,Oceania,Australia,Sydney,arena,18000.0,2,2025,11,4,Sat,Sun,1,10,established
27368.0,reported,female,3,world tour,9,center stage,Oceania,Australia,Melbourne,arena,14820.0,2,2025,11,4,Sat,Sun,1,10,established
,unreported,female,3,world tour,9,center stage,Asia,Taiwan,Kaohsiung,stadium,55000.0,2,2025,11,4,Sat,Sun,1,10,established
,unreported,female,3,world tour,9,center stage,Asia,Hong Kong,Hong Kong,stadium,45995.0,2,2025,12,4,Sat,Sun,1,10,established
25919.0,reported,female,3,world tour,9,center stage,Asia,Thailand,Bangkok,arena,12000.0,2,2025,12,4,Sat,Sun,1,10,established
,unreported,female,3,world tour,9,center stage,North America,Canada,Vancouver,arena,19000.0,2,2026,1,1,Fri,Sat,1,10,established
28096.0,reported,female,3,world tour,9,center stage,North America,United States,Seattle,arena,17200.0,2,2026,1,1,Tue,Wed,0,10,established
,unreported,female,3,world tour,9,center stage,North America,United States,Oakland,arena,19596.0,2,2026,1,1,Sat,Sun,1,10,established
,unreported,female,3,world tour,9,center stage,North America,United States,Inglewood,arena,17500.0,4,2026,1,1,Wed,Sun,0,10,established
14272.0,reported,female,3,world tour,9,center stage,North America,United States,Phoenix,arena,12565.0,1,2026,1,1,Wed,Wed,0,10,established
28797.0,reported,female,3,world tour,9,center stage,North America,United States,Dallas,arena,21000.0,2,2026,1,1,Sat,Sun,1,10,established
31339.0,reported,female,3,world tour,9,center stage,North America,United States,Washington,arena,20356.0,2,2026,2,1,Fri,Sat,1,10,established
42776.0,reported,female,3,world tour,9,center stage,North America,United States,New York,arena,19000.0,3,2026,2,1,Wed,Sat,0,10,established
,unreported,female,3,world tour,9,center stage,North America,United States,Philadelphia,arena,21000.0,1,2026,2,1,Tue,Tue,0,10,established
15084.0,reported,female,3,world tour,9,center stage,North America,United States,Atlanta,arena,18000.0,1,2026,2,1,Fri,Fri,1,10,established
19334.0,reported,female,3,world tour,9,center stage,North America,Canada,Montreal,arena,15000.0,1,2026,3,1,Tue,Tue,0,10,established
30146.0,reported,female,3,world tour,9,center stage,North America,Canada,Hamilton,arena,18000.0,2,2026,3,1,Fri,Sat,1,10,established
,unreported,female,3,world tour,9,center stage,Asia,Taiwan,Taipei,stadium,59833.0,3,2026,3,1,Fri,Sun,1,10,established
31835.0,unreported,female,3,world tour,9,center stage,North America,United States,Orlando,arena,17030.0,2,2026,3,1,Fri,Sat,1,10,established
16500.0,reported,female,3,world tour,9,center stage,North America,United States,Charlotte,arena,18504.0,1,2026,3,1,Tue,Tue,0,10,established
29310.0,reported,female,3,world tour,9,center stage,North America,United States,Boston,arena,20000.0,2,2026,4,2,Fri,Sat,1,10,established
,unreported,female,3,world tour,9,center stage,North America,United States,Chicago,arena,23500.0,2,2026,4,2,Mon,Tue,0,10,established
,unreported,female,3,world tour,9,center stage,North America,United States,Detroit,arena,22000.0,1,2026,4,2,Fri,Fri,1,10,established
,unreported,female,3,world tour,9,center stage,North America,United States,Saint Paul,arena,20554.0,1,2026,4,2,Sun,Sun,1,10,established
,unreported,female,3,world tour,9,center stage,North America,United States,Denver,arena,21000.0,1,2026,4,2,Tue,Tue,0,10,established
26359.0,reported,female,3,world tour,9,center stage,North America,United States,Austin,arena,16223.0,2,2026,4,2,Fri,Sat,1,10,established
,unreported,female,3,world tour,9,center stage,Asia,Japan,Tokyo,stadium,67750.0,3,2026,4,2,Sat,Tue,1,10,established
,unreported,female,3,world tour,9,center stage,Europe,Portugal,Lisbon,arena,20100.0,1,2026,5,2,Sat,Sat,1,10,established
,unreported,female,3,world tour,9,center stage,Europe,Spain,Barcelona,arena,17960.0,1,2026,5,2,Tue,Tue,0,10,established
,unreported,female,3,world tour,9,center stage,Europe,France,Paris,arena,20300.0,2,2026,5,2,Sat,Sun,1,10,established
,unreported,female,3,world tour,9,center stage,Europe,Italy,Turin,arena,15657.0,1,2026,5,2,Wed,Wed,0,10,established
,unreported,female,3,world tour,9,center stage,Europe,Germany,Berlin,arena,17000.0,1,2026,5,2,Sat,Sat,1,10,established
,unreported,female,3,world tour,9,center stage,Europe,Germany,Cologne,arena,20000.0,1,2026,5,2,Tue,Tue,0,10,established
,unreported,female,3,world tour,9,center stage,Europe,Netherlands,Amsterdam,arena,17000.0,2,2026,5,2,Sat,Sun,1,10,established
,unreported,female,3,world tour,9,center stage,Europe,England,London,arena,20000.0,2,2026,6,2,Wed,Thu,0,10,established
1729.0,reported,male,4,asian tour,9,end stage,Asia,Thailand,Bangkok,concert hall,,1,202,5,2,Mon,Mon,0,-1821,rookie
8100.0,reported,male,4,asian tour,9,end stage,Asia,Japan,Nagoya,concert hall,15000.0,1,2025,5,2,Sat,Sat,1,2,rookie
20794.0,reported,male,4,asian tour,9,end stage,Asia,Japan,Tokyo,arena,15000.0,2,2025,5,2,Sat,Sun,1,2,rookie
19222.0,reported,male,4,asian tour,9,end stage,Asia,Japan,Fukuoka,arena,15000.0,2,2025,5,2,Tue,Wed,0,2,rookie
14923.0,reported,male,4,asian tour,9,end stage,Asia,South Korea,Seoul,arena,11069.0,2,2025,6,2,Sat,Sun,1,2,rookie
7411.0,reported,male,4,asian tour,9,end stage,Asia,Indonesia,Tangerang,concert hall,,1,2025,6,2,Sun,Sun,1,2,rookie
5589.0,reported,male,4,asian tour,9,end stage,Asia,Taiwan,Taipei,concert hall,,1,2025,6,2,Fri,Fri,1,2,rookie
18301.0,reported,male,4,asian tour,9,end stage,Asia,Japan,Kobe,arena,10000.0,2,2025,7,3,Sat,Sun,1,2,rookie
4402.0,reported,male,4,asian tour,9,end stage,Asia,Hong Kong,Hong Kong,arena,14000.0,1,2025,7,3,Sat,Sat,1,2,rookie
54318.0,reported,male,4,asian tour,9,end stage,Asia,Japan,Saitama,arena,22500.0,2,2025,10,4,Sat,Sun,1,2,rookie
29414.0,reported,male,3,world tour,1,end stage,North America,United States,New York,arena,19000.0,2,2023,4,2,Wed,Thu,0,0,rookie
13286.0,reported,male,3,world tour,1,end stage,North America,United States,Newark,arena,17000.0,1,2023,4,2,Sat,Sat,1,0,rookie
36652.0,reported,male,3,world tour,1,end stage,North America,United States,Rosemont,arena,22000.0,3,2023,5,2,Wed,Sat,0,0,rookie
42492.0,reported,male,3,world tour,1,end stage,North America,United States,Inglewood,arena,17500.0,3,2023,5,2,Wed,Sun,0,0,rookie
27149.0,reported,male,3,world tour,1,end stage,North America,United States,Oakland,arena,19596.0,2,2023,5,2,Tue,Wed,0,0,rookie
27746.0,reported,male,3,world tour,1,end stage,Asia,Indonesia,Tangerang,concert hall,,3,2023,5,2,Fri,Sun,1,0,rookie
26809.0,reported,male,3,world tour,1,end stage,Asia,Japan,Yokohama,arena,12141.0,3,2023,6,2,Fri,Sun,1,0,rookie
36107.0,reported,male,3,world tour,1,end stage,Asia,Thailand,Bangkok,arena,12000.0,3,2023,6,2,Fri,Sun,1,0,rookie
27340.0,reported,male,3,world tour,1,end stage,Asia,Singapore,Singapore,arena,9000.0,3,2023,6,2,Fri,Sun,1,0,rookie
14715.0,reported,male,3,world tour,1,end stage,Asia,South Korea,Seoul,arena,11069.0,2,2023,6,2,Sat,Sun,1,0,rookie
38523.0,reported,male,3,world tour,1,end stage,Asia,South Korea,Seoul,arena,15000.0,3,2023,8,3,Fri,Sun,1,0,rookie
9312.0,reported,male,4,world tour,8,end stage,Asia,South Korea,Seoul,concert hall,2452.0,3,2022,1,1,Fri,Sun,1,3,growing
9312.0,reported,male,4,world tour,8,end stage,North America,United States,Chicago,arena,10387.0,1,2022,1,1,Tue,Tue,0,3,growing
7764.0,reported,male,4,world tour,8,end stage,North America,United States,Duluth,arena,13100.0,1,2022,1,1,Thu,Thu,0,3,growing
11148.0,reported,male,4,world tour,8,end stage,North America,United States,Newark,arena,17000.0,1,2022,1,1,Mon,Mon,0,3,growing
6269.0,reported,male,4,world tour,8,end stage,North America,United States,Grand Prairie,concert hall,6350.0,1,2022,1,1,Thu,Thu,0,3,growing
19868.0,reported,male,4,world tour,8,end stage,North America,United States,Inglewood,arena,17500.0,2,2022,1,1,Sun,Mon,1,3,growing
14052.0,reported,male,4,world tour,8,end stage,Europe,Spain,Madrid,arena,14000.0,2,2022,4,2,Sat,Sun,1,3,growing
18633.0,reported,male,4,world tour,8,end stage,Europe,England,London,arena,12500.0,2,2022,4,2,Sat,Sun,1,3,growing
12224.0,reported,male,4,world tour,8,end stage,Europe,France,Paris,arena,20300.0,1,2022,5,2,Wed,Wed,0,3,growing
20843.0,reported,male,4,world tour,8,end stage,Europe,Germany,Berlin,arena,17000.0,2,2022,5,2,Sun,Mon,1,3,growing
4904.0,reported,male,4,world tour,8,end stage,Europe,Netherlands,Amsterdam,concert hall,6000.0,1,2022,5,2,Thu,Thu,0,3,growing
28635.0,reported,male,4,world tour,8,end stage,Asia,Japan,Yokohama,arena,12141.0,3,2022,7,3,Sat,Mon,1,3,growing
10191.0,reported,male,4,world tour,8,end stage,Asia,South Korea,Seoul,arena,11069.0,2,2022,10,4,Sat,Sun,1,4,growing
7940.0,reported,male,4,world tour,8,end stage,North America,United States,Oakland,arena,19596.0,1,2022,11,4,Sat,Sat,1,4,growing
23396.0,reported,male,4,world tour,8,end stage,North America,United States,Anaheim,theater,10935.0,2,2022,11,4,Mon,Tue,0,4,growing
9129.0,reported,male,4,world tour,8,end stage,North America,United States,Glendale,arena,19000.0,1,2022,11,4,Thu,Thu,0,4,growing
11023.0,reported,male,4,world tour,8,end stage,North America,United States,Fort Worth,arena,14000.0,1,2022,11,4,Wed,Wed,0,4,growing
6421.0,reported,male,4,world tour,8,end stage,North America,United States,Chicago,arena,10387.0,1,2022,11,4,Sat,Sat,1,4,growing
21489.0,reported,male,4,world tour,8,end stage,North America,United States,Atlanta,arena,18000.0,2,2022,11,4,Mon,Tue,0,4,growing
21559.0,reported,male,4,world tour,8,end stage,North America,United States,Newark,arena,17000.0,2,2022,11,4,Sun,Mon,1,4,growing
10971.0,reported,male,4,world tour,8,end stage,North America,Canada,Hamilton,arena,18000.0,1,2022,12,4,Fri,Fri,1,4,growing
28921.0,reported,male,4,world tour,8,end stage,Asia,Japan,Chiba,arena,,2,2022,12,4,Sun,Mon,1,4,growing
11343.0,reported,male,4,world tour,8,end stage,Europe,Netherlands,Amsterdam,arena,17000.0,1,2023,2,1,Fri,Fri,1,4,growing
,unreported,male,4,world tour,8,end stage,Europe,Germany,Berlin,arena,17000.0,2,2023,2,1,Tue,Wed,0,4,growing
10174.0,reported,male,4,world tour,8,end stage,Europe,Belgium,Brussels,arena,15000.0,1,2023,2,1,Sat,Sat,1,4,growing
,unreported,male,4,world tour,8,end stage,Europe,England,London,arena,20000.0,1,2023,2,1,Wed,Wed,0,4,growing
9172.0,reported,male,4,world tour,8,end stage,Europe,Spain,Madrid,arena,15000.0,1,2023,2,1,Tue,Tue,0,4,growing
9041.0,reported,male,4,world tour,8,end stage,Europe,Denmark,Copenhagen,arena,17000.0,1,2023,3,1,Sat,Sat,1,4,growing
19120.0,reported,male,4,world tour,8,end stage,Europe,France,Paris,arena,20300.0,2,2023,3,1,Tue,Wed,0,4,growing
10093.0,reported,male,4,world tour,8,end stage,Asia,South Korea,Seoul,arena,11069.0,2,2023,4,2,Fri,Sat,1,4,growing
22271.0,reported,male,4,world tour,8,end stage,Asia,Japan,Tokyo,arena,15000.0,2,2023,5,2,Tue,Wed,0,4,growing
12000.0,reported,male,4,world tour,8,end stage,Asia,Japan,Kobe,arena,8000.0,2,2023,5,2,Sat,Sun,1,4,growing
,unreported,male,4,world tour,8,end stage,Asia,Taiwan,Taipei,concert hall,,1,2023,7,3,Sat,Sat,1,4,growing
,unreported,male,4,world tour,8,end stage,Asia,Hong Kong,Hong Kong,arena,14000.0,1,2023,7,3,Sat,Sat,1,4,growing
,unreported,male,4,world tour,8,end stage,Middle East,Saudi Arabia,Jeddah,concert hall,40000.0,1,2023,7,3,Thu,Thu,0,4,growing
,unreported,male,4,world tour,8,end stage,Asia,Thailand,Bangkok,arena,12000.0,1,2023,8,3,Sat,Sat,1,4,growing
17129.0,reported,male,4,world tour,8,end stage,North America,Mexico,Mexico City,arena,22300.0,1,2023,8,3,Wed,Wed,0,4,growing
,unreported,male,4,world tour,8,end stage,South America,Brazil,São Paulo,stadium,55000.0,1,2023,8,3,Sat,Sat,1,4,growing
13665.0,reported,male,4,world tour,8,end stage,South America,Chile,Santiago,arena,15500.0,1,2023,8,3,Wed,Wed,0,4,growing
,unreported,male,4,world tour,8,end stage,South America,Colombia,Bogotá,arena,7000.0,1,2023,9,3,Sun,Sun,1,4,growing
,unreported,male,4,world tour,8,end stage,Asia,Singapore,Singapore,arena,9000.0,1,2023,9,3,Sat,Sat,1,4,growing
,unreported,male,4,world tour,8,end stage,Asia,Philippines,Manila,arena,9679.0,1,2023,9,3,Sat,Sat,1,4,growing
12847.0,reported,male,4,world tour,8,end stage,Asia,South Korea,Seoul,arena,11069.0,2,2024,1,1,Sat,Sun,1,5,growing
45200.0,reported,male,4,world tour,8,end stage,Asia,Japan,Saitama,arena,22500.0,2,2024,2,1,Sat,Sun,1,5,growing
13661.0,reported,male,4,world tour,8,end stage,North America,United States,Tacoma,arena,21000.0,1,2024,7,3,Sun,Sun,1,5,growing
11001.0,reported,male,4,world tour,8,end stage,North America,United States,Oakland,arena,19596.0,1,2024,7,3,Wed,Wed,0,5,growing
38145.0,reported,male,4,world tour,8,end stage,North America,United States,Los Angeles,stadium,22000.0,2,2024,7,3,Sat,Sun,1,5,growing
10763.0,reported,male,4,world tour,8,end stage,North America,United States,Phoenix,arena,12565.0,1,2024,7,3,Thu,Thu,0,5,growing
27938.0,reported,male,4,world tour,8,end stage,North America,United States,Arlington,stadium,40300.0,1,2024,7,3,Sun,Sun,1,5,growing
18865.0,reported,male,4,world tour,8,end stage,North America,United States,Duluth,arena,13100.0,2,2024,7,3,Tue,Wed,0,5,growing
28467.0,reported,male,4,world tour,8,end stage,North America,United States,New York,stadium,41922.0,1,2024,8,3,Sat,Sat,1,5,growing
12766.0,reported,male,4,world tour,8,end stage,North America,United States,Washington,arena,20356.0,1,2024,8,3,Tue,Tue,0,5,growing
10322.0,reported,male,4,world tour,8,end stage,North America,Canada,Toronto,arena,19800.0,1,2024,8,3,Thu,Thu,0,5,growing
20286.0,reported,male,4,world tour,8,end stage,North America,United States,Rosemont,arena,22000.0,2,2024,8,3,Sat,Sun,1,5,growing
10894.0,reported,male,4,world tour,8,end stage,Europe,France,Lyon,arena,16000.0,1,2025,1,1,Sat,Sat,1,6,established
9514.0,reported,male,4,world tour,8,end stage,Europe,Italy,Milan,arena,15800.0,1,2025,1,1,Mon,Mon,0,6,established
9607.0,reported,male,4,world tour,8,end stage,Europe,Switzerland,Zürich,arena,13000.0,1,2025,1,1,Thu,Thu,0,6,established
22129.0,reported,male,4,world tour,8,end stage,Europe,England,London,arena,20000.0,2,2025,1,1,Mon,Tue,0,6,established
11836.0,reported,male,4,world tour,8,end stage,Europe,England,Manchester,arena,21000.0,1,2025,1,1,Thu,Thu,0,6,established
13663.0,reported,male,4,world tour,8,end stage,Europe,Netherlands,Amsterdam,arena,17000.0,1,2025,2,1,Mon,Mon,0,6,established
13765.0,reported,male,4,world tour,8,end stage,Europe,Spain,Barcelona,arena,17960.0,1,2025,2,1,Fri,Fri,1,6,established
14156.0,reported,male,4,world tour,8,end stage,Europe,Germany,Cologne,arena,20000.0,1,2025,2,1,Tue,Tue,0,6,established
11862.0,reported,male,4,world tour,8,end stage,Europe,Denmark,Copenhagen,arena,17000.0,1,2025,2,1,Fri,Fri,1,6,established
24479.0,reported,male,4,world tour,8,end stage,Europe,Germany,Berlin,arena,17000.0,2,2025,2,1,Tue,Wed,0,6,established
29225.0,reported,male,4,world tour,8,end stage,Europe,France,Paris,arena,45000.0,1,2025,2,1,Sat,Sat,1,6,established
9809.0,reported,male,4,world tour,8,end stage,Europe,Belgium,Brussels,arena,15000.0,1,2025,2,1,Tue,Tue,0,6,established
23280.0,reported,male,4,world tour,8,end stage,Asia,South Korea,Seoul,arena,15000.0,2,2025,3,1,Sat,Sun,1,6,established
,unreported,male,4,world tour,8,end stage,Asia,South Korea,Incheon,arena,15000.0,2,2025,7,3,Sat,Sun,1,6,established
10144.0,reported,male,4,world tour,8,end stage,North America,United States,Atlanta,arena,18000.0,1,2025,7,3,Thu,Thu,0,6,established
24694.0,reported,male,4,world tour,8,end stage,North America,United States,New York,stadium,41922.0,1,2025,7,3,Sun,Sun,1,6,established
9502.0,reported,male,4,world tour,8,end stage,North America,United States,Baltimore,arena,13000.0,1,2025,7,3,Wed,Wed,0,6,established
8558.0,reported,male,4,world tour,8,end stage,North America,United States,Nashville,arena,20000.0,1,2025,7,3,Sat,Sat,1,6,established
19877.0,reported,male,4,world tour,8,end stage,North America,United States,Orlando,arena,17030.0,2,2025,7,3,Mon,Tue,0,6,established
20186.0,reported,male,4,world tour,8,end stage,North America,United States,Chicago,stadium,41649.0,1,2025,7,3,Sat,Sat,1,6,established
12623.0,reported,male,4,world tour,8,end stage,North America,United States,Tacoma,arena,21000.0,1,2025,7,3,Wed,Wed,0,6,established
10591.0,reported,male,4,world tour,8,end stage,North America,United States,San Jose,arena,19190.0,1,2025,8,3,Sat,Sat,1,6,established
36631.0,reported,male,4,world tour,8,end stage,North America,United States,Los Angeles,stadium,22000.0,2,2025,8,3,Fri,Sat,1,6,established
8666.0,reported,male,4,world tour,8,end stage,North America,United States,Glendale,arena,19000.0,1,2025,8,3,Tue,Tue,0,6,established
29845.0,reported,male,4,world tour,8,end stage,North America,United States,Arlington,stadium,40300.0,1,2025,8,3,Sat,Sat,1,6,established
28134.0,reported,male,4,world tour,8,end stage,North America,Mexico,Mexico City,stadium,65000.0,1,2025,8,3,Sat,Sat,1,6,established
,unreported,male,4,world tour,8,end stage,Asia,Japan,Saitama,arena,22500.0,3,2025,9,3,Sat,Mon,1,6,established
,unreported,male,4,world tour,8,end stage,Asia,Japan,Nagoya,concert hall,15000.0,2,2025,9,3,Sat,Sun,1,6,established
,unreported,male,4,world tour,8,end stage,Asia,Japan,Kobe,arena,10000.0,2,2025,10,4,Wed,Thu,0,6,established
,unreported,male,4,world tour,8,end stage,Asia,Taiwan,Taoyuan,arena,15000.0,1,2026,1,1,Sat,Sat,1,7,established
,unreported,male,4,world tour,8,end stage,Asia,Indonesia,Tangerang,concert hall,,1,2026,1,1,Sat,Sat,1,7,established
,unreported,male,4,world tour,8,end stage,Asia,Singapore,Singapore,arena,9000.0,1,2026,2,1,Sun,Sun,1,7,established
,unreported,male,4,world tour,8,end stage,Oceania,Australia,Melbourne,arena,14820.0,2,2026,3,1,Mon,Tue,0,7,established
,unreported,male,4,world tour,8,end stage,Oceania,Australia,Sydney,arena,18000.0,2,2026,3,1,Fri,Sat,1,7,established
,unreported,male,4,world tour,8,end stage,Asia,Philippines,Manila,arena,9679.0,1,2026,3,1,Sat,Sat,1,7,established
,unreported,male,4,world tour,8,end stage,Asia,Malaysia,Kuala Lumpur,arena,11000.0,1,2026,3,1,Sun,Sun,1,7,established
,unreported,male,4,world tour,8,end stage,Asia,Macau,Macau,arena,14000.0,1,2026,3,1,Sat,Sat,1,7,established
,unreported,male,4,world tour,8,end stage,Asia,Thailand,Bangkok,arena,12000.0,1,2026,4,2,Sat,Sat,1,7,established
11552.0,reported,male,5,asian tour,6,end stage,Asia,South Korea,Incheon,arena,15000.0,2,2024,12,4,Sat,Sun,1,1,rookie
2243.0,reported,male,5,asian tour,6,end stage,Asia,Japan,Tokyo,concert hall,2448.0,1,2025,1,1,Thu,Thu,0,1,rookie
2099.0,reported,male,5,asian tour,6,end stage,Asia,Japan,Nagoya,concert hall,,1,2025,2,1,Sun,Sun,1,1,rookie
7458.0,reported,male,5,asian tour,6,end stage,Asia,Japan,Osaka,concert hall,,2,2025,2,1,Sat,Sun,1,1,rookie
2056.0,reported,male,5,asian tour,6,end stage,Asia,Japan,Sendai,concert hall,2710.0,1,2025,2,1,Sat,Sat,1,1,rookie
4384.0,reported,male,5,asian tour,6,end stage,Asia,Japan,Fukuoka,concert hall,2316.0,2,2025,2,1,Tue,Wed,0,1,rookie
16479.0,reported,male,5,asian tour,6,end stage,Asia,Japan,Yokohama,concert hall,6000.0,3,2025,2,1,Sat,Mon,1,1,rookie
3869.0,reported,male,5,asian tour,6,end stage,Asia,Singapore,Tampines,concert hall,,1,2025,3,1,Sat,Sat,1,1,rookie
3109.0,reported,male,5,asian tour,6,end stage,Asia,Philippines,Manila,arena,9679.0,1,2025,3,1,Sat,Sat,1,1,rookie
,unreported,male,5,asian tour,6,end stage,Asia,Thailand,Bangkok,concert hall,3500.0,1,2025,3,1,Sat,Sat,1,1,rookie
