attendance,reporting_status,gender,generation,tour_type,members,stage_setup,continent,country,city,venue_type,venue_capacity,show_nights,show_year,show_month,show_quarter,weekday_1,weekday_n,is_weekend,years_since_debut,artist_age_bucket
,unreported,female,4,world tour,5,end stage,Europe,Netherlands,Amsterdam,concert hall,6000.0,1,2023,9,3,Mon,Mon,0,5,growing
,unreported,female,4,world tour,5,end stage,Europe,France,Paris,arena,9000.0,1,2023,9,3,Wed,Wed,0,5,growing
8232.0,reported,female,4,world tour,5,end stage,Europe,Belgium,Brussels,arena,8400.0,1,2023,9,3,Sat,Sat,1,5,growing
,unreported,female,4,world tour,5,end stage,Europe,Germany,Berlin,concert hall,4500.0,2,2023,9,3,Mon,Tue,0,5,growing
,unreported,female,4,world tour,5,end stage,Asia,Japan,Tokyo,concert hall,2448.0,2,2023,9,3,Wed,Thu,0,5,growing
,unreported,female,4,world tour,5,end stage,Asia,Macau,Macau,arena,16000.0,2,2023,10,4,Fri,Sat,1,5,growing
,unreported,female,4,world tour,5,end stage,Asia,Singapore,Singapore,arena,9000.0,1,2023,10,4,Sun,Sun,1,5,growing
15425.0,parcial,female,4,world tour,5,end stage,Asia,South Korea,Seoul,arena,15000.0,2,2024,8,3,Sat,Sun,1,6,established
,unreported,female,4,world tour,5,end stage,Asia,Hong Kong,Hong Kong,arena,14000.0,3,2024,8,3,Fri,Sun,1,6,established
5322.0,parcial,female,4,world tour,5,end stage,North America,United States,Tacoma,arena,21000.0,1,2024,9,3,Fri,Fri,1,6,established
,unreported,female,4,world tour,5,end stage,North America,United States,Oakland,arena,19596.0,1,2024,9,3,Sun,Sun,1,6,established
7177.0,parcial,female,4,world tour,5,end stage,North America,United States,Anaheim,theater,10935.0,1,2024,9,3,Tue,Tue,0,6,established
,unreported,female,4,world tour,5,end stage,North America,United States,Houston,arena,19000.0,1,2024,9,3,Fri,Fri,1,6,established
7027.0,parcial,female,4,world tour,5,end stage,North America,United States,Rosemont,arena,22000.0,1,2024,9,3,Sun,Sun,1,6,established
5475.0,parcial,female,4,world tour,5,end stage,North America,United States,New York,arena,19000.0,1,2024,9,3,Wed,Wed,0,6,established
,unreported,female,4,world tour,5,end stage,Asia,Taiwan,Taipei,stadium,13000.0,3,2024,10,4,Fri,Sun,1,6,established
,unreported,female,4,world tour,5,end stage,Asia,Thailand,Bangkok,arena,12000.0,1,2024,10,4,Sat,Sat,1,6,established
,unreported,female,4,world tour,5,end stage,Asia,Macau,Macau,arena,16000.0,3,2024,10,4,Fri,Sun,1,6,established
,unreported,female,4,world tour,5,end stage,Oceania,Australia,Melbourne,arena,14820.0,1,2024,10,4,Thu,Thu,0,6,established
,unreported,female,4,world tour,5,end stage,Oceania,Australia,Sydney,arena,18000.0,1,2024,11,4,Sat,Sat,1,6,established
,unreported,female,4,world tour,5,end stage,Asia,Japan,Tokyo,arena,15000.0,2,2026,8,3,Mon,Tue,0,8,established
5266.0,parcial,female,4,world tour,5,end stage,Asia,South Korea,Seoul,arena,6500.0,2,2022,8,3,Sat,Sun,1,3,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Inglewood,theater,6000.0,1,2022,10,4,Wed,Wed,0,3,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Phoenix,theater,5000.0,1,2022,10,4,Sat,Sat,1,3,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Irving,theater,4000.0,1,2022,11,4,Tue,Tue,0,3,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Sugar Land,concert hall,6400.0,1,2022,11,4,Thu,Thu,0,3,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Atlanta,theater,4665.0,1,2022,11,4,Sat,Sat,1,3,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Rosemont,theater,4400.0,1,2022,11,4,Mon,Mon,0,3,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Boston,concert hall,5007.0,1,2022,11,4,Thu,Thu,0,3,growing
,unreported,female,4,world tour,5,end stage,North America,United States,New York,theater,5600.0,1,2022,11,4,Sun,Sun,1,3,growing
,unreported,female,4,world tour,5,end stage,Asia,Philippines,Pasay,arena,15000.0,2,2023,1,1,Sat,Sun,1,3,growing
,unreported,female,4,world tour,5,end stage,Asia,Singapore,Singapore,concert hall,5000.0,1,2023,1,1,Sat,Sat,1,3,growing
,unreported,female,4,world tour,5,end stage,Asia,Indonesia,Jakarta,arena,3750.0,1,2023,2,1,Sat,Sat,1,3,growing
,unreported,female,4,world tour,5,end stage,Asia,Japan,Chiba,arena,,2,2023,2,1,Wed,Thu,0,4,growing
,unreported,female,4,world tour,5,end stage,Asia,Taiwan,Taoyuan,arena,15000.0,1,2023,2,1,Sun,Sun,1,4,growing
,unreported,female,4,world tour,5,end stage,Asia,Hong Kong,Hong Kong,arena,14000.0,2,2023,3,1,Sat,Sun,1,4,growing
,unreported,female,4,world tour,5,end stage,Asia,Thailand,Bangkok,concert hall,3500.0,1,2023,4,2,Sat,Sat,1,4,growing
7406.0,missing,female,4,world tour,5,end stage,Asia,South Korea,Seoul,arena,11069.0,2,2024,2,1,Sat,Sun,1,5,growing
,unreported,female,4,world tour,5,end stage,Asia,Thailand,Bangkok,arena,12000.0,1,2024,3,1,Sat,Sat,1,5,growing
5108.0,reported,female,4,world tour,5,end stage,Oceania,New Zealand,Auckland,arena,13280.0,1,2024,3,1,Thu,Thu,0,5,growing
,unreported,female,4,world tour,5,end stage,Oceania,Australia,Sydney,concert hall,2500.0,1,2024,3,1,Sun,Sun,1,5,growing
,unreported,female,4,world tour,5,end stage,Oceania,Australia,Melbourne,arena,7500.0,1,2024,3,1,Tue,Tue,0,5,growing
,unreported,female,4,world tour,5,end stage,Asia,Singapore,Singapore,arena,9000.0,1,2024,4,2,Sat,Sat,1,5,growing
5639.0,reported,female,4,world tour,5,end stage,North America,Mexico,Mexico City,theater,7500.0,1,2024,4,2,Mon,Mon,0,5,growing
13101.0,reported,female,4,world tour,5,end stage,South America,Chile,Santiago,arena,15500.0,1,2024,4,2,Thu,Thu,0,5,growing
,unreported,female,4,world tour,5,end stage,Europe,England,London,arena,12500.0,1,2024,4,2,Wed,Wed,0,5,growing
,unreported,female,4,world tour,5,end stage,Europe,France,Paris,arena,9000.0,1,2024,4,2,Fri,Fri,1,5,growing
,unreported,female,4,world tour,5,end stage,Europe,Germany,Berlin,arena,12000.0,1,2024,4,2,Sun,Sun,1,5,growing
,unreported,female,4,world tour,5,end stage,Europe,Netherlands,Amsterdam,concert hall,6000.0,1,2024,5,2,Wed,Wed,0,5,growing
,unreported,female,4,world tour,5,end stage,Europe,Spain,Madrid,arena,14000.0,1,2024,5,2,Sat,Sat,1,5,growing
,unreported,female,4,world tour,5,end stage,Asia,Japan,Tokyo,arena,12898.0,3,2024,5,2,Fri,Sun,1,5,growing
,unreported,female,4,world tour,5,end stage,Asia,Japan,Osaka,arena,16000.0,1,2024,5,2,Wed,Wed,0,5,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Seattle,concert hall,7000.0,1,2024,6,2,Thu,Thu,0,5,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Oakland,arena,19596.0,1,2024,6,2,Sat,Sat,1,5,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Inglewood,arena,17500.0,1,2024,6,2,Tue,Tue,0,5,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Sugar Land,concert hall,6400.0,1,2024,6,2,Fri,Fri,1,5,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Irving,theater,4000.0,1,2024,6,2,Sun,Sun,1,5,growing
4098.0,reported,female,4,world tour,5,end stage,North America,United States,Atlanta,theater,4665.0,1,2024,6,2,Tue,Tue,0,5,growing
6688.0,reported,female,4,world tour,5,end stage,North America,United States,Fairfax,arena,15000.0,1,2024,6,2,Thu,Thu,0,5,growing
8040.0,reported,female,4,world tour,5,end stage,North America,United States,Newark,arena,17000.0,1,2024,6,2,Sun,Sun,1,5,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Rosemont,theater,4400.0,1,2024,6,2,Wed,Wed,0,5,growing
,unreported,female,4,world tour,5,end stage,North America,Canada,Toronto,concert hall,,2,2024,6,2,Fri,Sat,1,5,growing
,unreported,female,4,world tour,5,end stage,Asia,Taiwan,Taipei,stadium,13000.0,1,2024,7,3,Sat,Sat,1,5,growing
,unreported,female,4,world tour,5,end stage,Asia,Philippines,Pasay,arena,15000.0,1,2024,8,3,Sat,Sat,1,5,growing
,unreported,female,4,world tour,5,end stage,Asia,Hong Kong,Hong Kong,arena,14000.0,1,2024,8,3,Sat,Sat,1,5,growing
12334.0,parcial,female,4,world tour,5,end stage,Asia,South Korea,Seoul,arena,11069.0,3,2026,2,1,Fri,Sun,1,7,established
,unreported,female,4,world tour,5,end stage,Oceania,Australia,Melbourne,arena,10300.0,1,2026,4,2,Fri,Fri,1,7,established
,unreported,female,4,world tour,5,end stage,Oceania,Australia,Sydney,concert hall,2500.0,1,2026,4,2,Sun,Sun,1,7,established
,unreported,female,4,world tour,5,end stage,Oceania,New Zealand,Auckland,arena,13280.0,1,2026,4,2,Wed,Wed,0,7,established
,unreported,female,4,world tour,5,end stage,Asia,Japan,Tokyo,arena,10000.0,2,2026,5,2,Sat,Sun,1,7,established
,unreported,female,4,world tour,5,end stage,Asia,Hong Kong,Hong Kong,arena,14000.0,1,2026,6,2,Sat,Sat,1,7,established
,unreported,female,4,world tour,5,end stage,Asia,Taiwan,Kaohsiung,arena,15000.0,1,2026,6,2,Sat,Sat,1,7,established
,unreported,female,4,world tour,5,end stage,Asia,Thailand,Bangkok,arena,12000.0,1,2026,7,3,Sat,Sat,1,7,established
,unreported,female,4,world tour,5,end stage,Asia,Philippines,Pasay,arena,15000.0,1,2026,7,3,Sat,Sat,1,7,established
9989.0,reported,female,4,world tour,6,end stage,Asia,South Korea,Seoul,arena,11069.0,2,2023,10,4,Sat,Sun,1,1,rookie
24387.0,reported,female,4,world tour,6,end stage,Asia,Japan,Yokohama,arena,20000.0,2,2023,11,4,Wed,Thu,0,1,rookie
,unreported,female,4,world tour,6,end stage,Asia,Thailand,Bangkok,arena,12000.0,1,2024,1,1,Sat,Sat,1,2,rookie
18851.0,reported,female,4,world tour,6,end stage,Asia,Japan,Fukuoka,arena,15000.0,2,2024,1,1,Wed,Thu,0,2,rookie
20748.0,reported,female,4,world tour,6,end stage,Asia,Japan,Osaka,arena,16000.0,2,2024,2,1,Wed,Thu,0,2,rookie
,unreported,female,4,world tour,6,end stage,Asia,Malaysia,Kuala Lumpur,arena,11000.0,1,2024,2,1,Sat,Sat,1,2,rookie
,unreported,female,4,world tour,6,end stage,Asia,Singapore,Singapore,arena,9000.0,1,2024,2,1,Sat,Sat,1,2,rookie
,unreported,female,4,world tour,6,end stage,Asia,Taiwan,Taoyuan,arena,15000.0,2,2024,3,1,Sat,Sun,1,2,rookie
,unreported,female,4,world tour,6,end stage,North America,United States,Inglewood,arena,17500.0,1,2024,3,1,Wed,Wed,0,2,rookie
12063.0,reported,female,4,world tour,6,end stage,North America,United States,Oakland,arena,19596.0,1,2024,3,1,Sat,Sat,1,2,rookie
7320.0,reported,female,4,world tour,6,end stage,North America,United States,Fort Worth,arena,14000.0,1,2024,3,1,Wed,Wed,0,2,rookie
7154.0,reported,female,4,world tour,6,end stage,North America,United States,Atlanta,arena,18000.0,1,2024,3,1,Sun,Sun,1,2,rookie
7438.0,reported,female,4,world tour,6,end stage,North America,United States,Rosemont,arena,22000.0,1,2024,3,1,Tue,Tue,0,2,rookie
11617.0,reported,female,4,world tour,6,end stage,North America,United States,Newark,arena,17000.0,1,2024,3,1,Fri,Fri,1,2,rookie
,unreported,female,4,world tour,6,end stage,Europe,France,Paris,arena,20300.0,1,2024,6,2,Tue,Tue,0,2,rookie
,unreported,female,4,world tour,6,end stage,Europe,Spain,Barcelona,arena,17960.0,1,2024,6,2,Fri,Fri,1,2,rookie
,unreported,female,4,world tour,6,end stage,Europe,Germany,Berlin,arena,17000.0,1,2024,6,2,Mon,Mon,0,2,rookie
,unreported,female,4,world tour,6,end stage,Europe,Netherlands,Amsterdam,arena,17000.0,1,2024,6,2,Thu,Thu,0,2,rookie
,unreported,female,4,world tour,6,end stage,Europe,England,London,arena,20000.0,1,2024,6,2,Sun,Sun,1,2,rookie
,unreported,female,4,world tour,6,end stage,North America,Mexico,Mexico City,arena,26000.0,1,2024,6,2,Sun,Sun,1,2,rookie
,unreported,female,4,world tour,6,end stage,South America,Brazil,São Paulo,concert hall,8000.0,1,2024,6,2,Wed,Wed,0,2,rookie
6414.0,reported,female,4,world tour,6,end stage,South America,Chile,Santiago,arena,15500.0,1,2024,6,2,Sun,Sun,1,2,rookie
,unreported,female,4,world tour,6,end stage,Asia,Hong Kong,Hong Kong,arena,14000.0,2,2024,7,3,Sat,Sun,1,2,rookie
,unreported,female,4,world tour,6,end stage,Asia,Philippines,Pasay,arena,15000.0,1,2024,7,3,Sat,Sat,1,2,rookie
,unreported,female,4,world tour,6,end stage,Oceania,Australia,Melbourne,arena,14820.0,1,2024,7,3,Thu,Thu,0,2,rookie
12181.0,reported,female,4,world tour,6,end stage,Oceania,Australia,Sydney,arena,18000.0,1,2024,7,3,Sun,Sun,1,2,rookie
16776.0,parcial,female,4,world tour,6,end stage,Asia,South Korea,Seoul,arena,15000.0,2,2025,8,3,Sun,Mon,1,3,growing
,unreported,female,4,world tour,6,end stage,Asia,Indonesia,Tangerang,concert hall,,1,2025,8,3,Sun,Sun,1,3,growing
,unreported,female,4,world tour,6,end stage,Asia,Japan,Tokyo,stadium,55000.0,2,2025,9,3,Thu,Fri,0,3,growing
28543.0,parcial,female,4,world tour,6,end stage,Asia,South Korea,Seoul,arena,15000.0,3,2025,10,4,Fri,Sun,1,3,growing
,unreported,female,4,world tour,6,end stage,Asia,Malaysia,Kuala Lumpur,arena,11000.0,1,2026,4,2,Sat,Sat,1,4,growing
,unreported,female,4,world tour,6,end stage,Asia,Japan,Osaka,stadium,55000.0,2,2026,4,2,Sat,Sun,1,4,growing
,unreported,female,4,world tour,6,end stage,Asia,Philippines,Pasay,arena,15000.0,1,2026,4,2,Sat,Sat,1,4,growing
,unreported,female,4,world tour,6,end stage,Asia,Singapore,Singapore,arena,9000.0,1,2026,5,2,Sat,Sat,1,4,growing
,unreported,female,4,world tour,6,end stage,Asia,Macau,Macau,arena,14000.0,2,2026,5,2,Sat,Sun,1,4,growing
,unreported,female,4,world tour,6,end stage,Oceania,Australia,Sydney,arena,18000.0,1,2026,6,2,Sat,Sat,1,4,growing
,unreported,female,4,world tour,6,end stage,Oceania,Australia,Melbourne,arena,14820.0,1,2026,6,2,Tue,Tue,0,4,growing
,unreported,female,4,world tour,6,end stage,Oceania,New Zealand,Auckland,arena,13280.0,1,2026,6,2,Sat,Sat,1,4,growing
,unreported,female,4,world tour,6,end stage,Asia,Japan,Tokyo,stadium,55000.0,1,2026,6,2,Wed,Wed,0,4,growing
8237.0,parcial,female,4,world tour,6,end stage,North America,Canada,Toronto,arena,19800.0,1,2026,7,3,Tue,Tue,0,4,growing
9373.0,parcial,female,4,world tour,6,end stage,North America,Canada,Montreal,arena,15000.0,1,2026,7,3,Thu,Thu,0,4,growing
7348.0,parcial,female,4,world tour,6,end stage,North America,United States,Newark,arena,17000.0,1,2026,7,3,Sat,Sat,1,4,growing
4456.0,parcial,female,4,world tour,6,end stage,North America,United States,Austin,arena,16223.0,1,2026,7,3,Wed,Wed,0,4,growing
7745.0,parcial,female,4,world tour,6,end stage,North America,United States,Inglewood,arena,17500.0,1,2026,8,3,Sat,Sat,1,4,growing
6645.0,parcial,female,4,world tour,6,end stage,North America,United States,Oakland,arena,19596.0,1,2026,8,3,Tue,Tue,0,4,growing
8055.0,parcial,female,4,world tour,6,end stage,North America,United States,Seattle,arena,17200.0,1,2026,8,3,Fri,Fri,1,4,growing
8434.0,parcial,female,4,world tour,6,end stage,North America,Canada,Vancouver,arena,19000.0,1,2026,8,3,Sun,Sun,1,4,growing
,unreported,female,4,world tour,6,end stage,Asia,Hong Kong,Hong Kong,arena,14000.0,2,2026,9,3,Fri,Sat,1,4,growing
,unreported,female,4,world tour,6,end stage,Asia,Taiwan,Taipei,stadium,13000.0,2,2026,9,3,Fri,Sat,1,4,growing
10503.0,reported,female,4,asian tour,5,end stage,Asia,South Korea,Seoul,arena,11069.0,2,2023,8,3,Sat,Sun,1,1,rookie
17009.0,reported,female,4,asian tour,5,end stage,Asia,Japan,Nagoya,arena,10000.0,2,2023,8,3,Wed,Thu,0,1,rookie
24348.0,reported,female,4,asian tour,5,end stage,Asia,Japan,Tokyo,arena,12898.0,2,2023,8,3,Wed,Thu,0,1,rookie
20056.0,reported,female,4,asian tour,5,end stage,Asia,Japan,Osaka,arena,16000.0,2,2023,9,3,Wed,Thu,0,1,rookie
11200.0,reported,female,4,asian tour,5,end stage,Asia,Hong Kong,Hong Kong,arena,14000.0,2,2023,9,3,Sat,Sun,1,1,rookie
2625.0,reported,female,4,asian tour,5,end stage,Asia,Indonesia,Jakarta,theater,2500.0,1,2023,10,4,Tue,Tue,0,1,rookie
,unreported,female,4,asian tour,5,end stage,Asia,Thailand,Bangkok,concert hall,3500.0,2,2023,10,4,Sat,Sun,1,1,rookie
8507.0,reported,female,4,world tour,5,end stage,Asia,South Korea,Incheon,arena,15000.0,2,2025,4,2,Sat,Sun,1,2,rookie
14161.0,reported,female,4,world tour,5,end stage,Asia,Japan,Nagoya,concert hall,15000.0,2,2025,5,2,Tue,Wed,0,3,growing
16340.0,reported,female,4,world tour,5,end stage,Asia,Japan,Osaka,arena,16000.0,2,2025,5,2,Tue,Wed,0,3,growing
16722.0,reported,female,4,world tour,5,end stage,Asia,Japan,Fukuoka,concert hall,,2,2025,6,2,Sat,Sun,1,3,growing
52947.0,reported,female,4,world tour,5,end stage,Asia,Japan,Saitama,arena,22500.0,3,2025,6,2,Thu,Sat,0,3,growing
18333.0,reported,female,4,world tour,5,end stage,Asia,Taiwan,Taoyuan,arena,15000.0,2,2025,7,3,Sat,Sun,1,3,growing
19584.0,reported,female,4,world tour,5,end stage,Asia,Hong Kong,Hong Kong,arena,14000.0,2,2025,7,3,Fri,Sat,1,3,growing
9043.0,reported,female,4,world tour,5,end stage,Asia,Philippines,Pasay,arena,15000.0,1,2025,8,3,Sat,Sat,1,3,growing
8696.0,reported,female,4,world tour,5,end stage,Asia,Thailand,Bangkok,concert hall,3500.0,2,2025,8,3,Sat,Sun,1,3,growing
6717.0,reported,female,4,world tour,5,end stage,Asia,Singapore,Singapore,arena,9000.0,1,2025,8,3,Sat,Sat,1,3,growing
10178.0,reported,female,4,world tour,5,end stage,North America,United States,Newark,arena,17000.0,1,2025,9,3,Wed,Wed,0,3,growing
5798.0,reported,female,4,world tour,5,end stage,North America,United States,Chicago,arena,10387.0,1,2025,9,3,Fri,Fri,1,3,growing
3469.0,reported,female,4,world tour,5,end stage,North America,United States,Grand Prairie,concert hall,6350.0,1,2025,9,3,Mon,Mon,0,3,growing
11385.0,reported,female,4,world tour,5,end stage,North America,United States,Inglewood,arena,17500.0,1,2025,9,3,Fri,Fri,1,3,growing
4701.0,reported,female,4,world tour,5,end stage,North America,United States,San Francisco,arena,8500.0,1,2025,9,3,Sun,Sun,1,3,growing
12335.0,reported,female,4,world tour,5,end stage,North America,United States,Seattle,arena,17200.0,1,2025,9,3,Wed,Wed,0,3,growing
7540.0,reported,female,4,world tour,5,end stage,North America,United States,Las Vegas,arena,12000.0,1,2025,9,3,Sat,Sat,1,3,growing
13189.0,reported,female,4,world tour,5,end stage,North America,Mexico,Mexico City,arena,22300.0,1,2025,9,3,Tue,Tue,0,3,growing
73236.0,reported,female,4,world tour,5,end stage,Asia,Japan,Tokyo,stadium,55000.0,2,2025,11,4,Tue,Wed,0,3,growing
10474.0,reported,female,4,world tour,5,end stage,Asia,South Korea,Seoul,arena,11069.0,2,2026,1,1,Sat,Sun,1,3,growing
,unreported,female,4,world tour,5,end stage,Asia,South Korea,Incheon,arena,15000.0,2,2026,7,3,Sat,Sun,1,4,growing
,unreported,female,4,world tour,5,end stage,Asia,Japan,Osaka,arena,16000.0,2,2026,7,3,Sat,Sun,1,4,growing
,unreported,female,4,world tour,5,end stage,Asia,Japan,Yokohama,arena,17000.0,3,2026,7,3,Thu,Sun,0,4,growing
,unreported,female,4,world tour,5,end stage,Asia,Japan,Shizuoka,arena,10000.0,2,2026,8,3,Sat,Sun,1,4,growing
,unreported,female,4,world tour,5,end stage,Asia,Japan,Miyagi,arena,7063.0,2,2026,8,3,Tue,Wed,0,4,growing
,unreported,female,4,world tour,5,end stage,Asia,Japan,Fukuoka,arena,15000.0,2,2026,9,3,Thu,Thu,0,4,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Los Angeles,stadium,20000.0,1,2026,9,3,Wed,Wed,0,4,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Tacoma,arena,21000.0,1,2026,9,3,Sun,Sun,1,4,growing
,unreported,female,4,world tour,5,end stage,North America,United States,San Jose,arena,19190.0,1,2026,9,3,Wed,Wed,0,4,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Phoenix,arena,12565.0,1,2026,9,3,Fri,Fri,1,4,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Fort Worth,arena,14000.0,1,2026,9,3,Sun,Sun,1,4,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Orlando,arena,17030.0,1,2026,9,3,Wed,Wed,0,4,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Chicago,arena,23500.0,1,2026,10,4,Fri,Fri,1,4,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Washington,arena,20356.0,1,2026,10,4,Mon,Mon,0,4,growing
,unreported,female,4,world tour,5,end stage,North America,United States,Newark,arena,17000.0,1,2026,10,4,Thu,Thu,0,4,growing
,unreported,female,4,world tour,5,end stage,Europe,England,London,arena,20000.0,1,2026,10,4,Fri,Fri,1,4,growing
,unreported,female,4,world tour,5,end stage,Europe,Netherlands,Amsterdam,arena,17000.0,1,2026,10,4,Sun,Sun,1,4,growing
,unreported,female,4,world tour,5,end stage,Europe,France,Paris,arena,20300.0,1,2026,10,4,Wed,Wed,0,4,growing
,unreported,female,4,world tour,5,end stage,Europe,Denmark,Copenhagen,arena,17000.0,1,2026,10,4,Fri,Fri,1,4,growing
,unreported,female,4,world tour,5,end stage,Europe,Germany,Berlin,arena,17000.0,1,2026,10,4,Mon,Mon,0,4,growing
,unreported,female,4,world tour,5,end stage,Asia,Taiwan,Taoyuan,arena,15000.0,2,2026,11,4,Sat,Sun,1,4,growing
,unreported,female,4,world tour,5,end stage,Asia,Singapore,Singapore,arena,9000.0,1,2026,11,4,Sat,Sat,1,4,growing
,unreported,female,4,world tour,5,end stage,Asia,Philippines,Pasay,arena,15000.0,2,2026,12,4,Sat,Sun,1,4,growing
67865.0,reported,female,3,dome tour,3,end stage,Asia,Japan,Saitama,stadium,31552.0,2,2024,11,4,Sun,Mon,1,1,rookie
79230.0,reported,female,3,dome tour,3,end stage,Asia,Japan,Osaka,stadium,55000.0,2,2024,11,4,Sun,Mon,1,1,rookie
98449.0,reported,female,3,dome tour,3,end stage,Asia,Japan,Tokyo,stadium,55000.0,2,2025,1,1,Wed,Thu,0,1,rookie
11574.0,parcial,female,4,world tour,6,end stage,Asia,South Korea,Incheon,arena,15000.0,2,2025,11,4,Sat,Sun,1,3,growing
,unreported,female,4,world tour,6,end stage,Europe,Spain,Madrid,arena,14000.0,1,2026,3,1,Tue,Tue,0,4,growing
,unreported,female,4,world tour,6,end stage,Europe,Netherlands,Amsterdam,concert hall,6000.0,1,2026,3,1,Fri,Fri,1,4,growing
,unreported,female,4,world tour,6,end stage,Europe,France,Paris,concert hall,2000.0,1,2026,3,1,Sun,Sun,1,4,growing
,unreported,female,4,world tour,6,end stage,Europe,Germany,Frankfurt,concert hall,4800.0,1,2026,3,1,Tue,Tue,0,4,growing
,unreported,female,4,world tour,6,end stage,Europe,England,London,concert hall,5039.0,1,2026,3,1,Thu,Thu,0,4,growing
,unreported,female,4,world tour,6,end stage,North America,Canada,Toronto,concert hall,,1,2026,3,1,Sun,Sun,1,4,growing
,unreported,female,4,world tour,6,end stage,North America,United States,New York,theater,2700.0,1,2026,3,1,Tue,Tue,0,4,growing
2808.0,parcial,female,4,world tour,6,end stage,North America,United States,Oxon Hill,theater,,1,2026,4,2,Thu,Thu,0,4,growing
3738.0,parcial,female,4,world tour,6,end stage,North America,United States,Irving,theater,4000.0,1,2026,4,2,Sat,Sat,1,4,growing
3040.0,parcial,female,4,world tour,6,end stage,North America,United States,Oakland,concert hall,3040.0,1,2026,4,2,Tue,Tue,0,4,growing
5428.0,parcial,female,4,world tour,6,end stage,North America,United States,Inglewood,theater,6000.0,1,2026,4,2,Thu,Thu,0,4,growing
,unreported,female,4,world tour,6,end stage,Asia,Thailand,Bangkok,arena,6000.0,1,2026,6,2,Sat,Sat,1,4,growing
,unreported,female,4,world tour,6,end stage,Asia,Singapore,Singapore,concert hall,5000.0,1,2026,6,2,Sat,Sat,1,4,growing
,unreported,female,4,world tour,6,end stage,Asia,Taiwan,Kaohsiung,arena,15000.0,1,2026,7,3,Sat,Sat,1,4,growing
,unreported,female,4,world tour,6,end stage,Asia,Hong Kong,Hong Kong,arena,14000.0,1,2026,7,3,Sat,Sat,1,4,growing
,unreported,female,4,world tour,6,end stage,Asia,Japan,Tokyo,arena,10000.0,2,2026,8,3,Sat,Sun,1,4,growing
23622.0,reported,female,3,world tour,9,end stage,Asia,South Korea,Seoul,arena,15000.0,2,2019,5,2,Sat,Sun,1,3,growing
8044.0,reported,female,3,world tour,9,end stage,Asia,Thailand,Bangkok,arena,12000.0,1,2019,6,2,Sat,Sat,1,3,growing
8594.0,reported,female,3,world tour,9,end stage,Asia,Philippines,Pasay,arena,15000.0,1,2019,6,2,Sat,Sat,1,3,growing
8514.0,reported,female,3,world tour,9,end stage,Asia,Singapore,Singapore,arena,9000.0,1,2019,7,3,Sat,Sat,1,3,growing
11827.0,reported,female,3,world tour,9,end stage,North America,United States,Inglewood,arena,17500.0,1,2019,7,3,Wed,Wed,0,3,growing
7942.0,reported,female,3,world tour,9,end stage,North America,Mexico,Mexico City,arena,26000.0,1,2019,7,3,Fri,Fri,1,3,growing
10297.0,reported,female,3,world tour,9,end stage,North America,United States,Newark,arena,17000.0,1,2019,7,3,Sun,Sun,1,3,growing
5911.0,reported,female,3,world tour,9,end stage,North America,United States,Chicago,arena,10387.0,1,2019,7,3,Tue,Tue,0,3,growing
8113.0,reported,female,3,world tour,9,end stage,Asia,Malaysia,Kuala Lumpur,arena,11000.0,1,2019,8,3,Sat,Sat,1,3,growing
8753.0,reported,female,3,world tour,9,end stage,Asia,Japan,Sapporo,arena,10024.0,1,2019,10,4,Wed,Wed,0,4,growing
42158.0,reported,female,3,world tour,9,end stage,Asia,Japan,Chiba,arena,,3,2019,10,4,Sun,Wed,1,4,growing
23860.0,reported,female,3,world tour,9,end stage,Asia,Japan,Osaka,arena,16000.0,2,2019,11,4,Wed,Thu,0,4,growing
12866.0,reported,female,3,world tour,9,end stage,Asia,Japan,Miyagi,arena,7063.0,2,2019,11,4,Sat,Sun,1,4,growing
18000.0,reported,female,3,world tour,9,end stage,Asia,Japan,Nagoya,concert hall,15000.0,3,2019,11,4,Fri,Sun,1,4,growing
23646.0,reported,female,3,world tour,9,end stage,Asia,Japan,Fukuoka,arena,15000.0,2,2020,2,1,Tue,Wed,0,4,growing
20000.0,reported,female,3,world tour,9,end stage,Asia,Japan,Shizuoka,arena,10000.0,2,2020,2,1,Sat,Sun,1,4,growing
,unreported,female,3,world tour,9,end stage,Asia,Japan,Tokyo,stadium,55000.0,2,2020,3,1,Sat,Sun,1,4,growing
