attendance,reporting_status,venue_name,venue_type,venue_capacity,continent,country,city,show_nights,artist_name,gender,generation,members,company,years_since_debut,artist_age_bucket,artist_country,show_year,show_month,show_quarter,weekday_1,weekday_n,is_weekend
,unreported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,1,ATEEZ,male,4,8,KQ,7,established,ATEEZ_Thailand,2026,4,2,Sat,Sat,1
11552.0,reported,Inspire Arena,arena,15000.0,Asia,South Korea,Incheon,2,BOYNEXTDOOR,male,5,6,"KOZ,HYBE",1,rookie,BOYNEXTDOOR_South Korea,2024,12,4,Sat,Sun,1
2243.0,reported,Tachikawa Stage Garden,concert hall,2448.0,Asia,Japan,Tokyo,1,BOYNEXTDOOR,male,5,6,"KOZ,HYBE",1,rookie,BOYNEXTDOOR_Japan,2025,1,1,Thu,Thu,0
2099.0,reported,Niterra Forest Hall,concert hall,,Asia,Japan,Nagoya,1,BOYNEXTDOOR,male,5,6,"KOZ,HYBE",1,rookie,BOYNEXTDOOR_Japan,2025,2,1,Sun,Sun,1
7458.0,reported,Grand Cube Osaka,concert hall,,Asia,Japan,Osaka,2,BOYNEXTDOOR,male,5,6,"KOZ,HYBE",1,rookie,BOYNEXTDOOR_Japan,2025,2,1,Sat,Sun,1
2056.0,reported,Sendai Sun Plaza Hall,concert hall,2710.0,Asia,Japan,Sendai,1,BOYNEXTDOOR,male,5,6,"KOZ,HYBE",1,rookie,BOYNEXTDOOR_Japan,2025,2,1,Sat,Sat,1
4384.0,reported,Fukuoka Sunpalace Hotel Hall,concert hall,2316.0,Asia,Japan,Fukuoka,2,BOYNEXTDOOR,male,5,6,"KOZ,HYBE",1,rookie,BOYNEXTDOOR_Japan,2025,2,1,Tue,Wed,0
16479.0,reported,Pacifico Yokohama,concert hall,6000.0,Asia,Japan,Yokohama,3,BOYNEXTDOOR,male,5,6,"KOZ,HYBE",1,rookie,BOYNEXTDOOR_Japan,2025,2,1,Sat,Mon,1
3869.0,reported,Singapore Expo,concert hall,,Asia,Singapore,Tampines,1,BOYNEXTDOOR,male,5,6,"KOZ,HYBE",1,rookie,BOYNEXTDOOR_Singapore,2025,3,1,Sat,Sat,1
3109.0,reported,Smart Araneta Coliseum,arena,9679.0,Asia,Philippines,Manila,1,BOYNEXTDOOR,male,5,6,"KOZ,HYBE",1,rookie,BOYNEXTDOOR_Philippines,2025,3,1,Sat,Sat,1
,unreported,IMPACT Thunder Dome,concert hall,3500.0,Asia,Thailand,Bangkok,1,BOYNEXTDOOR,male,5,6,"KOZ,HYBE",1,rookie,BOYNEXTDOOR_Thailand,2025,3,1,Sat,Sat,1
4472.0,reported,Nangang Exhibition Center,concert hall,,Asia,Taiwan,Taipei,1,BOYNEXTDOOR,male,5,6,"KOZ,HYBE",1,rookie,BOYNEXTDOOR_Taiwan,2025,4,2,Thu,Thu,0
4917.0,reported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,1,BOYNEXTDOOR,male,5,6,"KOZ,HYBE",1,rookie,BOYNEXTDOOR_Hong Kong,2025,4,2,Sun,Sun,1
3931.0,reported,Istora Senayan,arena,7166.0,Asia,Indonesia,Jakarta,1,BOYNEXTDOOR,male,5,6,"KOZ,HYBE",1,rookie,BOYNEXTDOOR_Indonesia,2025,4,2,Sat,Sat,1
27000.0,reported,Keio Arena Tokyo,arena,10000.0,Asia,Japan,Tokyo,3,BOYNEXTDOOR,male,5,6,"KOZ,HYBE",2,rookie,BOYNEXTDOOR_Japan,2025,6,2,Sat,Mon,1
31280.0,reported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,3,BOYNEXTDOOR,male,5,6,"KOZ,HYBE",2,rookie,BOYNEXTDOOR_South Korea,2025,7,3,Fri,Sun,1
,unreported,Gocheok Sky Dome,stadium,16744.0,Asia,South Korea,Seoul,2,BTS,male,3,7,"Bighit,HYBE",3,growing,BTS_South Korea,2017,2,1,Sat,Sun,1
,unreported,Movistar Arena,arena,15500.0,South America,Chile,Santiago,2,BTS,male,3,7,"Bighit,HYBE",3,growing,BTS_Chile,2017,3,1,Sat,Sun,1
15327.0,reported,Vibra São Paulo,theater,7000.0,South America,Brazil,São Paulo,2,BTS,male,3,7,"Bighit,HYBE",3,growing,BTS_Brazil,2017,3,1,Sun,Mon,1
22612.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,2,BTS,male,3,7,"Bighit,HYBE",3,growing,BTS_United States,2017,3,1,Thu,Fri,0
,unreported,Allstate Arena,arena,22000.0,North America,United States,Rosemont,1,BTS,male,3,7,"Bighit,HYBE",3,growing,BTS_United States,2017,3,1,Wed,Wed,0
,unreported,Honda Center,theater,10935.0,North America,United States,Anaheim,2,BTS,male,3,7,"Bighit,HYBE",3,growing,BTS_United States,2017,4,2,Sat,Sun,1
,unreported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,2,BTS,male,3,7,"Bighit,HYBE",3,growing,BTS_Thailand,2017,4,2,Sat,Sun,1
,unreported,ICE BSD,concert hall,,Asia,Indonesia,Tangerang,1,BTS,male,3,7,"Bighit,HYBE",3,growing,BTS_Indonesia,2017,4,2,Sat,Sat,1
,unreported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,2,BTS,male,3,7,"Bighit,HYBE",3,growing,BTS_Philippines,2017,5,2,Sat,Sun,1
,unreported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,2,BTS,male,3,7,"Bighit,HYBE",3,growing,BTS_Hong Kong,2017,5,2,Sat,Sun,1
11023.0,reported,Qudos Bank Arena,arena,18000.0,Oceania,Australia,Sydney,1,BTS,male,3,7,"Bighit,HYBE",3,growing,BTS_Australia,2017,5,2,Fri,Fri,1
,unreported,Osaka-jō Hall,arena,16000.0,Asia,Japan,Osaka,3,BTS,male,3,7,"Bighit,HYBE",3,growing,BTS_Japan,2017,5,2,Tue,Thu,0
,unreported,Hiroshima Green Arena,arena,10000.0,Asia,Japan,Hiroshima,1,BTS,male,3,7,"Bighit,HYBE",3,growing,BTS_Japan,2017,6,2,Wed,Wed,0
,unreported,Nippon Gaishi Hall,arena,10000.0,Asia,Japan,Nagoya,2,BTS,male,3,7,"Bighit,HYBE",4,growing,BTS_Japan,2017,6,2,Wed,Thu,0
,unreported,Saitama Super Arena,arena,22500.0,Asia,Japan,Saitama,3,BTS,male,3,7,"Bighit,HYBE",4,growing,BTS_Japan,2017,6,2,Tue,Thu,0
,unreported,Marine Messe,arena,15000.0,Asia,Japan,Fukuoka,2,BTS,male,3,7,"Bighit,HYBE",4,growing,BTS_Japan,2017,6,2,Sat,Sun,1
,unreported,Makomanai Ice Arena,arena,10024.0,Asia,Japan,Sapporo,2,BTS,male,3,7,"Bighit,HYBE",4,growing,BTS_Japan,2017,7,3,Sat,Sun,1
,unreported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2,BTS,male,3,7,"Bighit,HYBE",4,growing,BTS_Japan,2017,10,4,Sat,Sun,1
,unreported,NTSU Arena,arena,15000.0,Asia,Taiwan,Taoyuan,2,BTS,male,3,7,"Bighit,HYBE",4,growing,BTS_Taiwan,2017,10,4,Sat,Sun,1
,unreported,Venetian Arena,arena,14000.0,Asia,Macau,Macau,1,BTS,male,3,7,"Bighit,HYBE",4,growing,BTS_Macau,2017,11,4,Sat,Sat,1
,unreported,Gocheok Sky Dome,stadium,16744.0,Asia,South Korea,Seoul,3,BTS,male,3,7,"Bighit,HYBE",4,growing,BTS_South Korea,2017,12,4,Fri,Sun,1
85366.0,reported,Seoul Olympic Stadium,stadium,65599.0,Asia,South Korea,Seoul,2,BTS,male,3,7,"Bighit,HYBE",5,growing,BTS_South Korea,2018,8,3,Sat,Sun,1
56220.0,reported,Crypto.com Arena,stadium,20000.0,North America,United States,Los Angeles,4,BTS,male,3,7,"Bighit,HYBE",5,growing,BTS_United States,2018,9,3,Wed,Sun,0
10743.0,reported,Oakland Arena,arena,19596.0,North America,United States,Oakland,1,BTS,male,3,7,"Bighit,HYBE",5,growing,BTS_United States,2018,9,3,Wed,Wed,0
17452.0,reported,Fort Worth Convention Center,arena,13500.0,North America,United States,Fort Worth,2,BTS,male,3,7,"Bighit,HYBE",5,growing,BTS_United States,2018,9,3,Sat,Sun,1
35574.0,reported,TD Coliseum,arena,18000.0,North America,Canada,Hamilton,3,BTS,male,3,7,"Bighit,HYBE",5,growing,BTS_Canada,2018,9,3,Thu,Sun,0
25236.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,2,BTS,male,3,7,"Bighit,HYBE",5,growing,BTS_United States,2018,9,3,Fri,Sat,1
27880.0,reported,United Center,arena,23500.0,North America,United States,Chicago,2,BTS,male,3,7,"Bighit,HYBE",5,growing,BTS_United States,2018,10,4,Tue,Wed,0
34327.0,reported,Citi Field,stadium,41922.0,North America,United States,New York,1,BTS,male,3,7,"Bighit,HYBE",5,growing,BTS_United States,2018,10,4,Sat,Sat,1
31475.0,reported,The O2 Arena,arena,20000.0,Europe,England,London,2,BTS,male,3,7,"Bighit,HYBE",5,growing,BTS_England,2018,10,4,Tue,Wed,0
13893.0,reported,Ziggo Dome,arena,17000.0,Europe,Netherlands,Amsterdam,1,BTS,male,3,7,"Bighit,HYBE",5,growing,BTS_Netherlands,2018,10,4,Sat,Sat,1
24384.0,reported,Uber Arena,arena,17000.0,Europe,Germany,Berlin,2,BTS,male,3,7,"Bighit,HYBE",5,growing,BTS_Germany,2018,10,4,Tue,Wed,0
28149.0,reported,Accor Arena,arena,20300.0,Europe,France,Paris,2,BTS,male,3,7,"Bighit,HYBE",5,growing,BTS_France,2018,10,4,Fri,Sat,1
95939.0,reported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2,BTS,male,3,7,"Bighit,HYBE",5,growing,BTS_Japan,2018,11,4,Tue,Wed,0
109679.0,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,3,BTS,male,3,7,"Bighit,HYBE",5,growing,BTS_Japan,2018,11,4,Wed,Sat,0
50144.0,reported,Rakuten Taoyuan Baseball Stadium,stadium,18000.0,Asia,Taiwan,Taoyuan,2,BTS,male,3,7,"Bighit,HYBE",5,growing,BTS_Taiwan,2018,12,4,Sat,Sun,1
79621.0,reported,Vantelin Dome,stadium,36418.0,Asia,Japan,Nagoya,2,BTS,male,3,7,"Bighit,HYBE",5,growing,BTS_Japan,2019,1,1,Sat,Sun,1
39946.0,reported,Singapore National Stadium,stadium,55000.0,Asia,Singapore,Singapore,1,BTS,male,3,7,"Bighit,HYBE",5,growing,BTS_Singapore,2019,1,1,Sat,Sat,1
72801.0,reported,PayPay Dome,stadium,47500.0,Asia,Japan,Fukuoka,2,BTS,male,3,7,"Bighit,HYBE",5,growing,BTS_Japan,2019,2,1,Sat,Sun,1
46630.0,reported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,4,BTS,male,3,7,"Bighit,HYBE",5,growing,BTS_Hong Kong,2019,3,1,Wed,Sun,0
68900.0,reported,Rajamangala Stadium,stadium,51560.0,Asia,Thailand,Bangkok,2,BTS,male,3,7,"Bighit,HYBE",5,growing,BTS_Thailand,2019,4,2,Sat,Sun,1
113040.0,reported,Rose Bowl,concert hall,,North America,United States,Pasadena,2,BTS,male,3,7,"Bighit,HYBE",5,growing,BTS_United States,2019,5,2,Sat,Sun,1
98574.0,reported,Soldier Field,stadium,62500.0,North America,United States,Chicago,2,BTS,male,3,7,"Bighit,HYBE",5,growing,BTS_United States,2019,5,2,Sat,Sun,1
98574.0,reported,MetLife Stadium,stadium,82500.0,North America,United States,East Rutherford,2,BTS,male,3,7,"Bighit,HYBE",5,growing,BTS_United States,2019,5,2,Sat,Sun,1
84728.0,reported,Allianz Parque,stadium,55000.0,South America,Brazil,São Paulo,2,BTS,male,3,7,"Bighit,HYBE",5,growing,BTS_Brazil,2019,5,2,Sat,Sun,1
114583.0,reported,Wembley Stadium,stadium,90000.0,Europe,England,London,2,BTS,male,3,7,"Bighit,HYBE",5,growing,BTS_England,2019,6,2,Sat,Sun,1
107328.0,reported,Stade de France,stadium,81338.0,Europe,France,Paris,2,BTS,male,3,7,"Bighit,HYBE",5,growing,BTS_France,2019,6,2,Fri,Sat,1
101554.0,reported,Nagai Stadium,stadium,47853.0,Asia,Japan,Osaka,2,BTS,male,3,7,"Bighit,HYBE",6,established,BTS_Japan,2019,7,3,Sat,Sun,1
107153.0,reported,Shizuoka Stadium ECOPA,stadium,50889.0,Asia,Japan,Shizuoka,2,BTS,male,3,7,"Bighit,HYBE",6,established,BTS_Japan,2019,7,3,Sat,Sun,1
31899.0,reported,King Fahd Sports City Stadium,stadium,58398.0,Middle East,Saudi Arabia,Riyadh,1,BTS,male,3,7,"Bighit,HYBE",6,established,BTS_Saudi Arabia,2019,10,4,Fri,Fri,1
129268.0,reported,Seoul Olympic Stadium,stadium,65599.0,Asia,South Korea,Seoul,3,BTS,male,3,7,"Bighit,HYBE",6,established,BTS_South Korea,2019,10,4,Sat,Tue,1
106294.0,reported,SoFi Stadium,stadium,70240.0,North America,United States,Inglewood,2,BTS,male,3,7,"Bighit,HYBE",8,established,BTS_United States,2021,11,4,Sat,Sun,1
107458.0,reported,SoFi Stadium,stadium,70240.0,North America,United States,Inglewood,2,BTS,male,3,7,"Bighit,HYBE",8,established,BTS_United States,2021,12,4,Wed,Thu,0
44696.0,reported,Seoul Olympic Stadium,stadium,65599.0,Asia,South Korea,Seoul,3,BTS,male,3,7,"Bighit,HYBE",8,established,BTS_South Korea,2022,3,1,Thu,Sun,0
99277.0,reported,Allegiant Stadium,stadium,65000.0,North America,United States,Las Vegas,2,BTS,male,3,7,"Bighit,HYBE",8,established,BTS_United States,2022,4,2,Fri,Sat,1
100420.0,reported,Allegiant Stadium,stadium,65000.0,North America,United States,Las Vegas,2,BTS,male,3,7,"Bighit,HYBE",8,established,BTS_United States,2022,4,2,Fri,Sat,1
127218.0,reported,Goyang Stadium,stadium,41311.0,Asia,South Korea,Goyang,3,BTS,male,3,7,"Bighit,HYBE",12,legacy,BTS_South Korea,2026,4,2,Thu,Sun,0
96178.0,reported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2,BTS,male,3,7,"Bighit,HYBE",12,legacy,BTS_Japan,2026,4,2,Fri,Sat,1
194335.0,reported,Raymond James Stadium,stadium,69218.0,North America,United States,Tampa,3,BTS,male,3,7,"Bighit,HYBE",12,legacy,BTS_United States,2026,4,2,Sat,Tue,1
97722.0,reported,Sun Bowl,stadium,45971.0,North America,United States,El Paso,2,BTS,male,3,7,"Bighit,HYBE",12,legacy,BTS_United States,2026,5,2,Sat,Sun,1
145763.0,reported,Estadio GNP Seguros,stadium,65000.0,North America,Mexico,Mexico City,3,BTS,male,3,7,"Bighit,HYBE",12,legacy,BTS_Mexico,2026,5,2,Thu,Sun,0
170721.0,parcial,Stanford Stadium,stadium,50424.0,North America,United States,Stanford,3,BTS,male,3,7,"Bighit,HYBE",12,legacy,BTS_United States,2026,5,2,Sat,Tue,1
241820.0,parcial,Allegiant Stadium,stadium,65000.0,North America,United States,Las Vegas,4,BTS,male,3,7,"Bighit,HYBE",12,legacy,BTS_United States,2026,5,2,Sat,Thu,1
,unreported,Estadio Metropolitano,stadium,60000.0,Europe,Spain,Madrid,2,BTS,male,3,7,"Bighit,HYBE",13,legacy,BTS_Spain,2026,6,2,Fri,Sat,1
,unreported,King Baudouin Stadium,stadium,50093.0,Europe,Belgium,Brussels,2,BTS,male,3,7,"Bighit,HYBE",13,legacy,BTS_Belgium,2026,7,3,Wed,Thu,0
,unreported,Tottenham Hotspur Stadium,stadium,62850.0,Europe,England,London,2,BTS,male,3,7,"Bighit,HYBE",13,legacy,BTS_England,2026,7,3,Mon,Tue,0
,unreported,Allianz Arena,stadium,70000.0,Europe,Germany,Munich,2,BTS,male,3,7,"Bighit,HYBE",13,legacy,BTS_Germany,2026,7,3,Sat,Sun,1
,unreported,Stade de France,stadium,81338.0,Europe,France,Paris,2,BTS,male,3,7,"Bighit,HYBE",13,legacy,BTS_France,2026,7,3,Fri,Sat,1
162194.0,parcial,MetLife Stadium,stadium,82500.0,North America,United States,East Rutherford,2,BTS,male,3,7,"Bighit,HYBE",13,legacy,BTS_United States,2026,8,3,Sat,Sun,1
138276.0,parcial,Gillette Stadium,stadium,64628.0,North America,United States,Foxborough,2,BTS,male,3,7,"Bighit,HYBE",13,legacy,BTS_United States,2026,8,3,Wed,Thu,0
,unreported,M&T Bank Stadium,stadium,70745.0,North America,United States,Baltimore,2,BTS,male,3,7,"Bighit,HYBE",13,legacy,BTS_United States,2026,8,3,Mon,Tue,0
,unreported,AT&T Stadium,stadium,100000.0,North America,United States,Arlington,2,BTS,male,3,7,"Bighit,HYBE",13,legacy,BTS_United States,2026,8,3,Sat,Sun,1
101094.0,parcial,Rogers Stadium,stadium,50000.0,North America,Canada,Toronto,2,BTS,male,3,7,"Bighit,HYBE",13,legacy,BTS_Canada,2026,8,3,Sat,Sun,1
124242.0,parcial,Soldier Field,stadium,62500.0,North America,United States,Chicago,2,BTS,male,3,7,"Bighit,HYBE",13,legacy,BTS_United States,2026,8,3,Thu,Fri,0
287800.0,parcial,SoFi Stadium,stadium,70240.0,North America,United States,Inglewood,4,BTS,male,3,7,"Bighit,HYBE",13,legacy,BTS_United States,2026,9,3,Tue,Sun,0
,unreported,MorumBIS,stadium,72039.0,South America,Brazil,São Paulo,3,BTS,male,3,7,"Bighit,HYBE",13,legacy,BTS_Brazil,2026,10,4,Wed,Sat,0
,unreported,Singapore National Stadium,stadium,55000.0,Asia,Singapore,Singapore,4,BTS,male,3,7,"Bighit,HYBE",13,legacy,BTS_Singapore,2026,12,4,Thu,Tue,0
7966.0,reported,Handball Gymnasium,arena,6500.0,Asia,South Korea,Seoul,2,ENHYPEN,male,4,6,"Belift,HYBE",1,rookie,ENHYPEN_South Korea,2022,9,3,Sat,Sun,1
19826.0,reported,Honda Center,theater,10935.0,North America,United States,Anaheim,2,ENHYPEN,male,4,6,"Belift,HYBE",1,rookie,ENHYPEN_United States,2022,10,4,Sun,Mon,1
10043.0,reported,Dickies Arena,arena,14000.0,North America,United States,Fort Worth,1,ENHYPEN,male,4,6,"Belift,HYBE",1,rookie,ENHYPEN_United States,2022,10,4,Thu,Thu,0
6122.0,reported,Smart Financial Centre,concert hall,6400.0,North America,United States,Sugar Land,1,ENHYPEN,male,4,6,"Belift,HYBE",1,rookie,ENHYPEN_United States,2022,10,4,Sat,Sat,1
8515.0,reported,Gas South Arena,arena,13100.0,North America,United States,Duluth,1,ENHYPEN,male,4,6,"Belift,HYBE",1,rookie,ENHYPEN_United States,2022,10,4,Tue,Tue,0
5961.0,reported,Wintrust Arena,arena,10387.0,North America,United States,Chicago,1,ENHYPEN,male,4,6,"Belift,HYBE",1,rookie,ENHYPEN_United States,2022,10,4,Thu,Thu,0
5577.0,reported,Radio City,theater,5960.0,North America,United States,New York,1,ENHYPEN,male,4,6,"Belift,HYBE",1,rookie,ENHYPEN_United States,2022,10,4,Sat,Sat,1
17019.0,reported,Nippon Gaishi Hall,arena,10000.0,Asia,Japan,Nagoya,2,ENHYPEN,male,4,6,"Belift,HYBE",1,rookie,ENHYPEN_Japan,2022,11,4,Tue,Wed,0
18800.0,reported,Osaka-jō Hall,arena,16000.0,Asia,Japan,Osaka,2,ENHYPEN,male,4,6,"Belift,HYBE",1,rookie,ENHYPEN_Japan,2022,11,4,Wed,Thu,0
22723.0,reported,Yokohama Arena,arena,17000.0,Asia,Japan,Yokohama,2,ENHYPEN,male,4,6,"Belift,HYBE",1,rookie,ENHYPEN_Japan,2022,11,4,Tue,Wed,0
80371.0,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2,ENHYPEN,male,4,6,"Belift,HYBE",2,rookie,ENHYPEN_Japan,2023,1,1,Sat,Sun,1
19400.0,reported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,2,ENHYPEN,male,4,6,"Belift,HYBE",2,rookie,ENHYPEN_Thailand,2023,1,1,Sat,Sun,1
25650.0,reported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,3,ENHYPEN,male,4,6,"Belift,HYBE",2,rookie,ENHYPEN_Philippines,2023,2,1,Fri,Sun,1
15376.0,reported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,2,ENHYPEN,male,4,6,"Belift,HYBE",2,rookie,ENHYPEN_South Korea,2023,7,3,Sat,Sun,1
60495.0,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2,ENHYPEN,male,4,6,"Belift,HYBE",2,rookie,ENHYPEN_Japan,2023,9,3,Sat,Sun,1
76571.0,reported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2,ENHYPEN,male,4,6,"Belift,HYBE",2,rookie,ENHYPEN_Japan,2023,9,3,Wed,Thu,0
22446.0,reported,Dignity Health Sports Park,stadium,27000.0,North America,United States,Carson,1,ENHYPEN,male,4,6,"Belift,HYBE",2,rookie,ENHYPEN_United States,2023,10,4,Fri,Fri,1
8551.0,reported,Desert Diamond Arena,arena,19000.0,North America,United States,Glendale,1,ENHYPEN,male,4,6,"Belift,HYBE",2,rookie,ENHYPEN_United States,2023,10,4,Tue,Tue,0
9405.0,reported,Toyota Center,arena,19000.0,North America,United States,Houston,1,ENHYPEN,male,4,6,"Belift,HYBE",2,rookie,ENHYPEN_United States,2023,10,4,Fri,Fri,1
11687.0,reported,American Airlines Center,arena,21000.0,North America,United States,Dallas,1,ENHYPEN,male,4,6,"Belift,HYBE",2,rookie,ENHYPEN_United States,2023,10,4,Sat,Sat,1
20052.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,2,ENHYPEN,male,4,6,"Belift,HYBE",2,rookie,ENHYPEN_United States,2023,10,4,Wed,Thu,0
12748.0,reported,United Center,arena,23500.0,North America,United States,Chicago,1,ENHYPEN,male,4,6,"Belift,HYBE",2,rookie,ENHYPEN_United States,2023,10,4,Sun,Sun,1
15712.0,reported,NTSU Arena,arena,15000.0,Asia,Taiwan,Taoyuan,2,ENHYPEN,male,4,6,"Belift,HYBE",3,growing,ENHYPEN_Taiwan,2024,1,1,Sat,Sun,1
17374.0,reported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,2,ENHYPEN,male,4,6,"Belift,HYBE",3,growing,ENHYPEN_Singapore,2024,1,1,Sat,Sun,1
31363.0,reported,Galaxy Arena,arena,16000.0,Asia,Macau,Macau,3,ENHYPEN,male,4,6,"Belift,HYBE",3,growing,ENHYPEN_Macau,2024,1,1,Fri,Sun,1
23764.0,reported,New Clark Stadium,stadium,20000.0,Asia,Philippines,New Clark City,1,ENHYPEN,male,4,6,"Belift,HYBE",3,growing,ENHYPEN_Philippines,2024,2,1,Sat,Sat,1
25077.0,reported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,3,ENHYPEN,male,4,6,"Belift,HYBE",3,growing,ENHYPEN_South Korea,2024,2,1,Fri,Sun,1
11108.0,reported,Honda Center,theater,10935.0,North America,United States,Anaheim,1,ENHYPEN,male,4,6,"Belift,HYBE",3,growing,ENHYPEN_United States,2024,4,2,Wed,Wed,0
11950.0,reported,Oakland Arena,arena,19596.0,North America,United States,Oakland,1,ENHYPEN,male,4,6,"Belift,HYBE",3,growing,ENHYPEN_United States,2024,4,2,Fri,Fri,1
15684.0,reported,Tacoma Dome,arena,21000.0,North America,United States,Tacoma,1,ENHYPEN,male,4,6,"Belift,HYBE",3,growing,ENHYPEN_United States,2024,4,2,Sun,Sun,1
11428.0,reported,Allstate Arena,arena,22000.0,North America,United States,Rosemont,1,ENHYPEN,male,4,6,"Belift,HYBE",3,growing,ENHYPEN_United States,2024,5,2,Wed,Wed,0
12224.0,reported,UBS Arena,arena,19000.0,North America,United States,New York,1,ENHYPEN,male,4,6,"Belift,HYBE",3,growing,ENHYPEN_United States,2024,5,2,Fri,Fri,1
51649.0,reported,Saitama Super Arena,arena,22500.0,Asia,Japan,Saitama,3,ENHYPEN,male,4,6,"Belift,HYBE",3,growing,ENHYPEN_Japan,2024,6,2,Tue,Thu,0
20323.0,reported,Marine Messe,arena,15000.0,Asia,Japan,Fukuoka,2,ENHYPEN,male,4,6,"Belift,HYBE",3,growing,ENHYPEN_Japan,2024,6,2,Wed,Thu,0
13639.0,reported,Hiroshima Green Arena,arena,10000.0,Asia,Japan,Hiroshima,2,ENHYPEN,male,4,6,"Belift,HYBE",3,growing,ENHYPEN_Japan,2024,6,2,Wed,Thu,0
21071.0,reported,Indonesia Arena,arena,16500.0,Asia,Indonesia,Jakarta,2,ENHYPEN,male,4,6,"Belift,HYBE",3,growing,ENHYPEN_Indonesia,2024,8,3,Sat,Sun,1
23011.0,reported,Portmesse Nagoya,concert hall,15000.0,Asia,Japan,Nagoya,2,ENHYPEN,male,4,6,"Belift,HYBE",3,growing,ENHYPEN_Japan,2024,8,3,Sat,Sun,1
15689.0,reported,Sekisui Heim Super Arena,arena,7063.0,Asia,Japan,Miyagi,2,ENHYPEN,male,4,6,"Belift,HYBE",3,growing,ENHYPEN_Japan,2024,8,3,Sat,Sun,1
16640.0,reported,Goyang Stadium,stadium,41311.0,Asia,South Korea,Goyang,2,ENHYPEN,male,4,6,"Belift,HYBE",3,growing,ENHYPEN_South Korea,2024,10,4,Sat,Sun,1
59948.0,reported,Belluna Dome,stadium,31552.0,Asia,Japan,Saitama,2,ENHYPEN,male,4,6,"Belift,HYBE",3,growing,ENHYPEN_Japan,2024,11,4,Sat,Sun,1
50345.0,reported,PayPay Dome,stadium,47500.0,Asia,Japan,Fukuoka,2,ENHYPEN,male,4,6,"Belift,HYBE",4,growing,ENHYPEN_Japan,2024,12,4,Sat,Sun,1
75981.0,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2,ENHYPEN,male,4,6,"Belift,HYBE",4,growing,ENHYPEN_Japan,2025,1,1,Sat,Sun,1
19482.0,reported,Philippine Sports Stadium,stadium,25000.0,Asia,Philippines,Bulacan,1,ENHYPEN,male,4,6,"Belift,HYBE",4,growing,ENHYPEN_Philippines,2025,3,1,Sat,Sat,1
29882.0,reported,Rajamangala Stadium,stadium,51560.0,Asia,Thailand,Bangkok,1,ENHYPEN,male,4,6,"Belift,HYBE",4,growing,ENHYPEN_Thailand,2025,6,2,Sat,Sat,1
77820.0,reported,Ajinomoto Stadium,stadium,49970.0,Asia,Japan,Tokyo,2,ENHYPEN,male,4,6,"Belift,HYBE",4,growing,ENHYPEN_Japan,2025,7,3,Sat,Sun,1
85868.0,reported,Nagai Stadium,stadium,47853.0,Asia,Japan,Osaka,2,ENHYPEN,male,4,6,"Belift,HYBE",4,growing,ENHYPEN_Japan,2025,8,3,Sat,Sun,1
22983.0,reported,UBS Arena,arena,19000.0,North America,United States,New York,2,ENHYPEN,male,4,6,"Belift,HYBE",4,growing,ENHYPEN_United States,2025,8,3,Wed,Thu,0
12626.0,reported,United Center,arena,23500.0,North America,United States,Chicago,1,ENHYPEN,male,4,6,"Belift,HYBE",4,growing,ENHYPEN_United States,2025,8,3,Sat,Sat,1
18859.0,reported,Toyota Center,arena,19000.0,North America,United States,Houston,2,ENHYPEN,male,4,6,"Belift,HYBE",4,growing,ENHYPEN_United States,2025,8,3,Tue,Wed,0
22298.0,reported,BMO Stadium,stadium,22000.0,North America,United States,Los Angeles,1,ENHYPEN,male,4,6,"Belift,HYBE",4,growing,ENHYPEN_United States,2025,8,3,Sat,Sat,1
15758.0,reported,The O2 Arena,arena,20000.0,Europe,England,London,1,ENHYPEN,male,4,6,"Belift,HYBE",4,growing,ENHYPEN_England,2025,8,3,Fri,Fri,1
