attendance,reporting_status,venue_name,venue_type,venue_capacity,continent,country,city,show_nights,artist_name,gender,generation,members,company,years_since_debut,artist_age_bucket
,unreported,Taipei Arena,stadium,13000.0,Asia,Taiwan,Taipei,3,i-dle,female,4,5,Cube,6,established
,unreported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,1,i-dle,female,4,5,Cube,6,established
,unreported,Galaxy Arena,arena,16000.0,Asia,Macau,Macau,3,i-dle,female,4,5,Cube,6,established
,unreported,Rod Laver Arena,arena,14820.0,Oceania,Australia,Melbourne,1,i-dle,female,4,5,Cube,6,established
,unreported,Qudos Bank Arena,arena,18000.0,Oceania,Australia,Sydney,1,i-dle,female,4,5,Cube,6,established
,unreported,Ariake Arena,arena,15000.0,Asia,Japan,Tokyo,2,i-dle,female,4,5,Cube,8,established
5266.0,parcial,Handball Gymnasium,arena,6500.0,Asia,South Korea,Seoul,2,ITZY,female,4,5,JYP,3,growing
,unreported,YouTube Theater,theater,6000.0,North America,United States,Inglewood,1,ITZY,female,4,5,JYP,3,growing
,unreported,Arizona Financial Theatre,theater,5000.0,North America,United States,Phoenix,1,ITZY,female,4,5,JYP,3,growing
,unreported,Toyota Music Factory,theater,4000.0,North America,United States,Irving,1,ITZY,female,4,5,JYP,3,growing
,unreported,Smart Financial Centre,concert hall,6400.0,North America,United States,Sugar Land,1,ITZY,female,4,5,JYP,3,growing
,unreported,Fox Theatre,theater,4665.0,North America,United States,Atlanta,1,ITZY,female,4,5,JYP,3,growing
,unreported,Rosemont Theatre,theater,4400.0,North America,United States,Rosemont,1,ITZY,female,4,5,JYP,3,growing
,unreported,MGM Music Hall,concert hall,5007.0,North America,United States,Boston,1,ITZY,female,4,5,JYP,3,growing
,unreported,The Theater,theater,5600.0,North America,United States,New York,1,ITZY,female,4,5,JYP,3,growing
,unreported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,2,ITZY,female,4,5,JYP,3,growing
,unreported,The Star Performing Arts Centre,concert hall,5000.0,Asia,Singapore,Singapore,1,ITZY,female,4,5,JYP,3,growing
,unreported,Gelora Bung Karno Tennis Indoor Stadium,arena,3750.0,Asia,Indonesia,Jakarta,1,ITZY,female,4,5,JYP,3,growing
,unreported,Makuhari Messe,arena,,Asia,Japan,Chiba,2,ITZY,female,4,5,JYP,4,growing
,unreported,NTSU Arena,arena,15000.0,Asia,Taiwan,Taoyuan,1,ITZY,female,4,5,JYP,4,growing
,unreported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,2,ITZY,female,4,5,JYP,4,growing
,unreported,IMPACT Thunder Dome,concert hall,3500.0,Asia,Thailand,Bangkok,1,ITZY,female,4,5,JYP,4,growing
7406.0,missing,Jamsil Indoor Stadium,arena,11069.0,Asia,South Korea,Seoul,2,ITZY,female,4,5,JYP,5,growing
,unreported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,1,ITZY,female,4,5,JYP,5,growing
5108.0,reported,Spark Arena,arena,13280.0,Oceania,New Zealand,Auckland,1,ITZY,female,4,5,JYP,5,growing
,unreported,ICC Sydney Theatre,concert hall,2500.0,Oceania,Australia,Sydney,1,ITZY,female,4,5,JYP,5,growing
,unreported,Margaret Court Arena,arena,7500.0,Oceania,Australia,Melbourne,1,ITZY,female,4,5,JYP,5,growing
,unreported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1,ITZY,female,4,5,JYP,5,growing
5639.0,reported,Pepsi Center WTC,theater,7500.0,North America,Mexico,Mexico City,1,ITZY,female,4,5,JYP,5,growing
13101.0,reported,Movistar Arena,arena,15500.0,South America,Chile,Santiago,1,ITZY,female,4,5,JYP,5,growing
,unreported,Wembley Arena,arena,12500.0,Europe,England,London,1,ITZY,female,4,5,JYP,5,growing
,unreported,Zénith,arena,9000.0,Europe,France,Paris,1,ITZY,female,4,5,JYP,5,growing
,unreported,Velodrom,arena,12000.0,Europe,Germany,Berlin,1,ITZY,female,4,5,JYP,5,growing
,unreported,AFAS Live,concert hall,6000.0,Europe,Netherlands,Amsterdam,1,ITZY,female,4,5,JYP,5,growing
,unreported,Palacio Vistalegre,arena,14000.0,Europe,Spain,Madrid,1,ITZY,female,4,5,JYP,5,growing
,unreported,Yoyogi National Gymnasium,arena,12898.0,Asia,Japan,Tokyo,3,ITZY,female,4,5,JYP,5,growing
,unreported,Osaka-jō Hall,arena,16000.0,Asia,Japan,Osaka,1,ITZY,female,4,5,JYP,5,growing
,unreported,WaMu Theater,concert hall,7000.0,North America,United States,Seattle,1,ITZY,female,4,5,JYP,5,growing
,unreported,Oakland Arena,arena,19596.0,North America,United States,Oakland,1,ITZY,female,4,5,JYP,5,growing
,unreported,Kia Forum,arena,17500.0,North America,United States,Inglewood,1,ITZY,female,4,5,JYP,5,growing
,unreported,Smart Financial Centre,concert hall,6400.0,North America,United States,Sugar Land,1,ITZY,female,4,5,JYP,5,growing
,unreported,Toyota Music Factory,theater,4000.0,North America,United States,Irving,1,ITZY,female,4,5,JYP,5,growing
4098.0,reported,Fox Theatre,theater,4665.0,North America,United States,Atlanta,1,ITZY,female,4,5,JYP,5,growing
6688.0,reported,EagleBank Arena,arena,15000.0,North America,United States,Fairfax,1,ITZY,female,4,5,JYP,5,growing
8040.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,1,ITZY,female,4,5,JYP,5,growing
,unreported,Rosemont Theatre,theater,4400.0,North America,United States,Rosemont,1,ITZY,female,4,5,JYP,5,growing
,unreported,Great Canadian Casino Resort,concert hall,,North America,Canada,Toronto,2,ITZY,female,4,5,JYP,5,growing
,unreported,Taipei Arena,stadium,13000.0,Asia,Taiwan,Taipei,1,ITZY,female,4,5,JYP,5,growing
,unreported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,1,ITZY,female,4,5,JYP,5,growing
,unreported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,1,ITZY,female,4,5,JYP,5,growing
12334.0,parcial,Jamsil Indoor Stadium,arena,11069.0,Asia,South Korea,Seoul,3,ITZY,female,4,5,JYP,7,established
,unreported,John Cain Arena,arena,10300.0,Oceania,Australia,Melbourne,1,ITZY,female,4,5,JYP,7,established
,unreported,ICC Sydney Theatre,concert hall,2500.0,Oceania,Australia,Sydney,1,ITZY,female,4,5,JYP,7,established
,unreported,Spark Arena,arena,13280.0,Oceania,New Zealand,Auckland,1,ITZY,female,4,5,JYP,7,established
,unreported,Keio Arena Tokyo,arena,10000.0,Asia,Japan,Tokyo,2,ITZY,female,4,5,JYP,7,established
,unreported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,1,ITZY,female,4,5,JYP,7,established
,unreported,Kaohsiung Arena,arena,15000.0,Asia,Taiwan,Kaohsiung,1,ITZY,female,4,5,JYP,7,established
,unreported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,1,ITZY,female,4,5,JYP,7,established
,unreported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,1,ITZY,female,4,5,JYP,7,established
9989.0,reported,Jamsil Indoor Stadium,arena,11069.0,Asia,South Korea,Seoul,2,IVE,female,4,6,"Starship,KAKAO",1,rookie
24387.0,reported,K-Arena Yokohama,arena,20000.0,Asia,Japan,Yokohama,2,IVE,female,4,6,"Starship,KAKAO",1,rookie
,unreported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,1,IVE,female,4,6,"Starship,KAKAO",2,rookie
18851.0,reported,Marine Messe,arena,15000.0,Asia,Japan,Fukuoka,2,IVE,female,4,6,"Starship,KAKAO",2,rookie
20748.0,reported,Osaka-jō Hall,arena,16000.0,Asia,Japan,Osaka,2,IVE,female,4,6,"Starship,KAKAO",2,rookie
,unreported,Unifi Arena,arena,11000.0,Asia,Malaysia,Kuala Lumpur,1,IVE,female,4,6,"Starship,KAKAO",2,rookie
,unreported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1,IVE,female,4,6,"Starship,KAKAO",2,rookie
,unreported,NTSU Arena,arena,15000.0,Asia,Taiwan,Taoyuan,2,IVE,female,4,6,"Starship,KAKAO",2,rookie
,unreported,Kia Forum,arena,17500.0,North America,United States,Inglewood,1,IVE,female,4,6,"Starship,KAKAO",2,rookie
12063.0,reported,Oakland Arena,arena,19596.0,North America,United States,Oakland,1,IVE,female,4,6,"Starship,KAKAO",2,rookie
7320.0,reported,Dickies Arena,arena,14000.0,North America,United States,Fort Worth,1,IVE,female,4,6,"Starship,KAKAO",2,rookie
7154.0,reported,State Farm Arena,arena,18000.0,North America,United States,Atlanta,1,IVE,female,4,6,"Starship,KAKAO",2,rookie
7438.0,reported,Allstate Arena,arena,22000.0,North America,United States,Rosemont,1,IVE,female,4,6,"Starship,KAKAO",2,rookie
11617.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,1,IVE,female,4,6,"Starship,KAKAO",2,rookie
,unreported,Accor Arena,arena,20300.0,Europe,France,Paris,1,IVE,female,4,6,"Starship,KAKAO",2,rookie
,unreported,Palau Sant Jordi,arena,17960.0,Europe,Spain,Barcelona,1,IVE,female,4,6,"Starship,KAKAO",2,rookie
,unreported,Uber Arena,arena,17000.0,Europe,Germany,Berlin,1,IVE,female,4,6,"Starship,KAKAO",2,rookie
,unreported,Ziggo Dome,arena,17000.0,Europe,Netherlands,Amsterdam,1,IVE,female,4,6,"Starship,KAKAO",2,rookie
,unreported,The O2 Arena,arena,20000.0,Europe,England,London,1,IVE,female,4,6,"Starship,KAKAO",2,rookie
,unreported,Palacio de los Deportes,arena,26000.0,North America,Mexico,Mexico City,1,IVE,female,4,6,"Starship,KAKAO",2,rookie
,unreported,Espaço Unimed,concert hall,8000.0,South America,Brazil,São Paulo,1,IVE,female,4,6,"Starship,KAKAO",2,rookie
6414.0,reported,Movistar Arena,arena,15500.0,South America,Chile,Santiago,1,IVE,female,4,6,"Starship,KAKAO",2,rookie
,unreported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,2,IVE,female,4,6,"Starship,KAKAO",2,rookie
,unreported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,1,IVE,female,4,6,"Starship,KAKAO",2,rookie
,unreported,Rod Laver Arena,arena,14820.0,Oceania,Australia,Melbourne,1,IVE,female,4,6,"Starship,KAKAO",2,rookie
12181.0,reported,Qudos Bank Arena,arena,18000.0,Oceania,Australia,Sydney,1,IVE,female,4,6,"Starship,KAKAO",2,rookie
16776.0,parcial,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,2,IVE,female,4,6,"Starship,KAKAO",3,growing
,unreported,ICE BSD,concert hall,,Asia,Indonesia,Tangerang,1,IVE,female,4,6,"Starship,KAKAO",3,growing
,unreported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2,IVE,female,4,6,"Starship,KAKAO",3,growing
28543.0,parcial,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,3,IVE,female,4,6,"Starship,KAKAO",3,growing
,unreported,Unifi Arena,arena,11000.0,Asia,Malaysia,Kuala Lumpur,1,IVE,female,4,6,"Starship,KAKAO",4,growing
,unreported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2,IVE,female,4,6,"Starship,KAKAO",4,growing
,unreported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,1,IVE,female,4,6,"Starship,KAKAO",4,growing
,unreported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1,IVE,female,4,6,"Starship,KAKAO",4,growing
,unreported,Venetian Arena,arena,14000.0,Asia,Macau,Macau,2,IVE,female,4,6,"Starship,KAKAO",4,growing
,unreported,Qudos Bank Arena,arena,18000.0,Oceania,Australia,Sydney,1,IVE,female,4,6,"Starship,KAKAO",4,growing
,unreported,Rod Laver Arena,arena,14820.0,Oceania,Australia,Melbourne,1,IVE,female,4,6,"Starship,KAKAO",4,growing
,unreported,Spark Arena,arena,13280.0,Oceania,New Zealand,Auckland,1,IVE,female,4,6,"Starship,KAKAO",4,growing
,unreported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,1,IVE,female,4,6,"Starship,KAKAO",4,growing
8237.0,parcial,Scotiabank Arena,arena,19800.0,North America,Canada,Toronto,1,IVE,female,4,6,"Starship,KAKAO",4,growing
9373.0,parcial,Bell Center,arena,15000.0,North America,Canada,Montreal,1,IVE,female,4,6,"Starship,KAKAO",4,growing
7348.0,parcial,Prudential Center,arena,17000.0,North America,United States,Newark,1,IVE,female,4,6,"Starship,KAKAO",4,growing
4456.0,parcial,Moody Center,arena,16223.0,North America,United States,Austin,1,IVE,female,4,6,"Starship,KAKAO",4,growing
7745.0,parcial,Kia Forum,arena,17500.0,North America,United States,Inglewood,1,IVE,female,4,6,"Starship,KAKAO",4,growing
6645.0,parcial,Oakland Arena,arena,19596.0,North America,United States,Oakland,1,IVE,female,4,6,"Starship,KAKAO",4,growing
8055.0,parcial,Climate Pledge Arena,arena,17200.0,North America,United States,Seattle,1,IVE,female,4,6,"Starship,KAKAO",4,growing
8434.0,parcial,Rogers Arena,arena,19000.0,North America,Canada,Vancouver,1,IVE,female,4,6,"Starship,KAKAO",4,growing
,unreported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,2,IVE,female,4,6,"Starship,KAKAO",4,growing
,unreported,Taipei Arena,stadium,13000.0,Asia,Taiwan,Taipei,2,IVE,female,4,6,"Starship,KAKAO",4,growing
10503.0,reported,Jamsil Indoor Stadium,arena,11069.0,Asia,South Korea,Seoul,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",1,rookie
17009.0,reported,Nippon Gaishi Hall,arena,10000.0,Asia,Japan,Nagoya,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",1,rookie
24348.0,reported,Yoyogi National Gymnasium,arena,12898.0,Asia,Japan,Tokyo,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",1,rookie
20056.0,reported,Osaka-jō Hall,arena,16000.0,Asia,Japan,Osaka,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",1,rookie
11200.0,reported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",1,rookie
2625.0,reported,JIExpo Kemayoran,theater,2500.0,Asia,Indonesia,Jakarta,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",1,rookie
,unreported,IMPACT Thunder Dome,concert hall,3500.0,Asia,Thailand,Bangkok,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",1,rookie
8507.0,reported,Inspire Arena,arena,15000.0,Asia,South Korea,Incheon,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",2,rookie
14161.0,reported,Portmesse Nagoya,concert hall,15000.0,Asia,Japan,Nagoya,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing
16340.0,reported,Osaka-jō Hall,arena,16000.0,Asia,Japan,Osaka,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing
16722.0,reported,West Japan General Exhibition Center Annex,concert hall,,Asia,Japan,Fukuoka,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing
52947.0,reported,Saitama Super Arena,arena,22500.0,Asia,Japan,Saitama,3,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing
18333.0,reported,NTSU Arena,arena,15000.0,Asia,Taiwan,Taoyuan,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing
19584.0,reported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing
9043.0,reported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing
8696.0,reported,IMPACT Thunder Dome,concert hall,3500.0,Asia,Thailand,Bangkok,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing
6717.0,reported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing
10178.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing
5798.0,reported,Wintrust Arena,arena,10387.0,North America,United States,Chicago,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing
3469.0,reported,Texas Trust CU Theatre,concert hall,6350.0,North America,United States,Grand Prairie,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing
11385.0,reported,Kia Forum,arena,17500.0,North America,United States,Inglewood,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing
4701.0,reported,Bill Graham Civic Auditorium,arena,8500.0,North America,United States,San Francisco,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing
12335.0,reported,Climate Pledge Arena,arena,17200.0,North America,United States,Seattle,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing
7540.0,reported,Michelob Ultra Arena,arena,12000.0,North America,United States,Las Vegas,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing
13189.0,reported,Arena CDMX,arena,22300.0,North America,Mexico,Mexico City,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing
73236.0,reported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing
10474.0,reported,Jamsil Indoor Stadium,arena,11069.0,Asia,South Korea,Seoul,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",3,growing
,unreported,Inspire Arena,arena,15000.0,Asia,South Korea,Incheon,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing
,unreported,Osaka-jo Hall,arena,16000.0,Asia,Japan,Osaka,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing
,unreported,Yokohama Arena,arena,17000.0,Asia,Japan,Yokohama,3,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing
,unreported,Ecopa Arena,arena,10000.0,Asia,Japan,Shizuoka,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing
,unreported,Sekisui Heim Super Arena,arena,7063.0,Asia,Japan,Miyagi,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing
,unreported,Marine Messe,arena,15000.0,Asia,Japan,Fukuoka,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing
,unreported,Crypto.com Arena,stadium,20000.0,North America,United States,Los Angeles,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing
,unreported,Tacoma Dome,arena,21000.0,North America,United States,Tacoma,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing
,unreported,SAP Center,arena,19190.0,North America,United States,San Jose,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing
,unreported,Mortgage Matchup Center,arena,12565.0,North America,United States,Phoenix,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing
,unreported,Dickies Arena,arena,14000.0,North America,United States,Fort Worth,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing
,unreported,Kia Center,arena,17030.0,North America,United States,Orlando,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing
,unreported,United Center,arena,23500.0,North America,United States,Chicago,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing
,unreported,Capital One Arena,arena,20356.0,North America,United States,Washington,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing
,unreported,Prudential Center,arena,17000.0,North America,United States,Newark,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing
,unreported,O2 Arena,arena,20000.0,Europe,England,London,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing
,unreported,Ziggo Dome,arena,17000.0,Europe,Netherlands,Amsterdam,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing
,unreported,Accor Arena,arena,20300.0,Europe,France,Paris,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing
,unreported,Royal Arena,arena,17000.0,Europe,Denmark,Copenhagen,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing
,unreported,Uber Arena,arena,17000.0,Europe,Germany,Berlin,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing
,unreported,NTSU Arena,arena,15000.0,Asia,Taiwan,Taoyuan,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing
,unreported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing
,unreported,MOA Arena,arena,15000.0,Asia,Philippines,Pasay,2,LE SSERAFIM,female,4,5,"Source Music,HYBE",4,growing
67865.0,reported,Belluna Dome,stadium,31552.0,Asia,Japan,Saitama,2,MISMAO,female,3,3,JYP,1,rookie
79230.0,reported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2,MISMAO,female,3,3,JYP,1,rookie
98449.0,reported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2,MISMAO,female,3,3,JYP,1,rookie
11574.0,parcial,Inspire Arena,arena,15000.0,Asia,South Korea,Incheon,2,NMIXX,female,4,6,JYP,3,growing
,unreported,Palacio Vistalegre,arena,14000.0,Europe,Spain,Madrid,1,NMIXX,female,4,6,JYP,4,growing
,unreported,AFAS Live,concert hall,6000.0,Europe,Netherlands,Amsterdam,1,NMIXX,female,4,6,JYP,4,growing
,unreported,Salle Pleyel,concert hall,2000.0,Europe,France,Paris,1,NMIXX,female,4,6,JYP,4,growing
,unreported,Centennial Hall ,concert hall,4800.0,Europe,Germany,Frankfurt,1,NMIXX,female,4,6,JYP,4,growing
,unreported,Eventim Apollo,concert hall,5039.0,Europe,England,London,1,NMIXX,female,4,6,JYP,4,growing
,unreported,Great Canadian Toronto,concert hall,,North America,Canada,Toronto,1,NMIXX,female,4,6,JYP,4,growing
,unreported,Brooklyn Paramount,theater,2700.0,North America,United States,New York,1,NMIXX,female,4,6,JYP,4,growing
2808.0,parcial,The Theater at MGM National Harbor,theater,,North America,United States,Oxon Hill,1,NMIXX,female,4,6,JYP,4,growing
3738.0,parcial,Toyota Music Factory,theater,4000.0,North America,United States,Irving,1,NMIXX,female,4,6,JYP,4,growing
3040.0,parcial,Paramount Theatre,concert hall,3040.0,North America,United States,Oakland,1,NMIXX,female,4,6,JYP,4,growing
5428.0,parcial,YouTube Theater,theater,6000.0,North America,United States,Inglewood,1,NMIXX,female,4,6,JYP,4,growing
,unreported,EmSphere,arena,6000.0,Asia,Thailand,Bangkok,1,NMIXX,female,4,6,JYP,4,growing
,unreported,The Star Performing Arts Centre,concert hall,5000.0,Asia,Singapore,Singapore,1,NMIXX,female,4,6,JYP,4,growing
,unreported,Kaohsiung Arena,arena,15000.0,Asia,Taiwan,Kaohsiung,1,NMIXX,female,4,6,JYP,4,growing
,unreported,AsiaWorld–Expo,arena,14000.0,Asia,Hong Kong,Hong Kong,1,NMIXX,female,4,6,JYP,4,growing
,unreported,Keio Arena Tokyo,arena,10000.0,Asia,Japan,Tokyo,2,NMIXX,female,4,6,JYP,4,growing
23622.0,reported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,2,TWICE,female,3,9,JYP,3,growing
8044.0,reported,IMPACT Arena,arena,12000.0,Asia,Thailand,Bangkok,1,TWICE,female,3,9,JYP,3,growing
8594.0,reported,SM Mall of Asia Arena,arena,15000.0,Asia,Philippines,Pasay,1,TWICE,female,3,9,JYP,3,growing
8514.0,reported,Singapore Indoor Stadium,arena,9000.0,Asia,Singapore,Singapore,1,TWICE,female,3,9,JYP,3,growing
11827.0,reported,Kia Forum,arena,17500.0,North America,United States,Inglewood,1,TWICE,female,3,9,JYP,3,growing
7942.0,reported,Palacio de los Deportes,arena,26000.0,North America,Mexico,Mexico City,1,TWICE,female,3,9,JYP,3,growing
10297.0,reported,Prudential Center,arena,17000.0,North America,United States,Newark,1,TWICE,female,3,9,JYP,3,growing
5911.0,reported,Wintrust Arena,arena,10387.0,North America,United States,Chicago,1,TWICE,female,3,9,JYP,3,growing
8113.0,reported,Unifi Arena,arena,11000.0,Asia,Malaysia,Kuala Lumpur,1,TWICE,female,3,9,JYP,3,growing
8753.0,reported,Makomanai Ice Arena,arena,10024.0,Asia,Japan,Sapporo,1,TWICE,female,3,9,JYP,4,growing
42158.0,reported,Makuhari Messe,arena,,Asia,Japan,Chiba,3,TWICE,female,3,9,JYP,4,growing
23860.0,reported,Osaka-jō Hall,arena,16000.0,Asia,Japan,Osaka,2,TWICE,female,3,9,JYP,4,growing
12866.0,reported,Sekisui Heim Super Arena,arena,7063.0,Asia,Japan,Miyagi,2,TWICE,female,3,9,JYP,4,growing
18000.0,reported,Portmesse Nagoya,concert hall,15000.0,Asia,Japan,Nagoya,3,TWICE,female,3,9,JYP,4,growing
23646.0,reported,Marine Messe,arena,15000.0,Asia,Japan,Fukuoka,2,TWICE,female,3,9,JYP,4,growing
20000.0,reported,Ecopa Arena,arena,10000.0,Asia,Japan,Shizuoka,2,TWICE,female,3,9,JYP,4,growing
,unreported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,2,TWICE,female,3,9,JYP,4,growing
,unreported,Kyocera Dome,stadium,55000.0,Asia,Japan,Osaka,2,TWICE,female,3,9,JYP,4,growing
,unreported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,1,TWICE,female,3,9,JYP,6,established
8874.0,reported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,2,TWICE,female,3,9,JYP,6,established
25507.0,reported,Kia Forum,arena,17500.0,North America,United States,Inglewood,2,TWICE,female,3,9,JYP,6,established
12891.0,reported,Oakland Arena,arena,19596.0,North America,United States,Oakland,1,TWICE,female,3,9,JYP,6,established
10357.0,reported,Dickies Arena,arena,14000.0,North America,United States,Fort Worth,1,TWICE,female,3,9,JYP,6,established
11596.0,reported,State Farm Arena,arena,18000.0,North America,United States,Atlanta,1,TWICE,female,3,9,JYP,6,established
26768.0,reported,UBS Arena,arena,19000.0,North America,United States,New York,2,TWICE,female,3,9,JYP,6,established
146961.0,reported,Tokyo Dome,stadium,55000.0,Asia,Japan,Tokyo,3,TWICE,female,3,9,JYP,6,established
46710.0,reported,BMO Stadium,stadium,22000.0,North America,United States,Los Angeles,2,TWICE,female,3,9,JYP,6,established
24178.0,reported,Yoyogi National Gymnasium,arena,12898.0,Asia,Japan,Tokyo,2,TWICE,female,3,9,JYP,6,established
34704.0,reported,Osaka-jō Hall,arena,16000.0,Asia,Japan,Osaka,3,TWICE,female,3,9,JYP,6,established
16329.0,reported,KSPO Dome,arena,15000.0,Asia,South Korea,Seoul,2,TWICE,female,3,9,JYP,7,established
22919.0,reported,Qudos Bank Arena,arena,18000.0,Oceania,Australia,Sydney,2,TWICE,female,3,9,JYP,7,established
22581.0,reported,Rod Laver Arena,arena,14820.0,Oceania,Australia,Melbourne,2,TWICE,female,3,9,JYP,7,established
102239.0,reported,Nagai Stadium,stadium,47853.0,Asia,Japan,Osaka,2,TWICE,female,3,9,JYP,7,established
108131.0,reported,Ajinomoto Stadium,stadium,49970.0,Asia,Japan,Tokyo,2,TWICE,female,3,9,JYP,7,established
48345.0,reported,SoFi Stadium,stadium,70240.0,North America,United States,Inglewood,1,TWICE,female,3,9,JYP,7,established
23703.0,reported,Oakland Arena,arena,19596.0,North America,United States,Oakland,2,TWICE,female,3,9,JYP,7,established
18023.0,reported,Tacoma Dome,arena,21000.0,North America,United States,Tacoma,1,TWICE,female,3,9,JYP,7,established
24925.0,reported,Globe Life Field,stadium,40300.0,North America,United States,Arlington,1,TWICE,female,3,9,JYP,7,established
19605.0,reported,Toyota Center,arena,19000.0,North America,United States,Houston,2,TWICE,female,3,9,JYP,7,established
